1,0,1972,658,0.03757142857142857,False,False
2,1,374,125,0.0071285714285714286,False,False
3,2,1222,408,0.023285714285714285,False,False
4,3,1905,636,0.0363,False,False
5,4,1437,480,0.027385714285714284,False,False
6,5,4641,1548,0.08841428571428571,False,False
7,6,942,314,0.017942857142857142,False,False
8,7,951,318,0.018128571428571428,False,False
9,8,2700,900,0.05142857142857143,False,False
10,9,3004,1002,0.05722857142857143,False,False
11,10,2337,779,0.044514285714285715,False,False
12,11,2829,943,0.05388571428571429,False,False
13,12,2709,904,0.05161428571428572,False,False
14,13,1600,534,0.030485714285714286,False,False
15,14,4297,1433,0.08185714285714285,False,False
16,15,4086,1362,0.07782857142857143,False,False
17,16,2721,907,0.051828571428571425,False,False
18,17,4239,1414,0.08075714285714286,False,False
19,18,3949,1317,0.07522857142857142,False,False
20,19,4577,1526,0.08718571428571428,False,False
1,0,1972,658,0.03757142857142857,False,False
2,1,374,125,0.0071285714285714286,False,False
3,2,1222,408,0.023285714285714285,False,False
4,3,1905,636,0.0363,False,False
5,4,1437,480,0.027385714285714284,False,False
6,5,4641,1548,0.08841428571428571,False,False
7,6,942,314,0.017942857142857142,False,False
8,7,951,318,0.018128571428571428,False,False
9,8,2700,900,0.05142857142857143,False,False
10,9,3004,1002,0.05722857142857143,False,False
11,10,2337,779,0.044514285714285715,False,False
12,11,2829,943,0.05388571428571429,False,False
13,12,2709,904,0.05161428571428572,False,False
14,13,1600,534,0.030485714285714286,False,False
15,14,4297,1433,0.08185714285714285,False,False
16,15,4086,1362,0.07782857142857143,False,False
17,16,2721,907,0.051828571428571425,False,False
18,17,4239,1414,0.08075714285714286,False,False
19,18,3949,1317,0.07522857142857142,False,False
20,19,4577,1526,0.08718571428571428,False,False
1,0,1972,658,0.03757142857142857,False,False
2,1,374,125,0.0071285714285714286,False,False
3,2,1222,408,0.023285714285714285,False,False
4,3,1905,636,0.0363,False,False
5,4,1437,480,0.027385714285714284,False,False
6,5,4641,1548,0.08841428571428571,False,False
7,6,942,314,0.017942857142857142,False,False
8,7,951,318,0.018128571428571428,False,False
9,8,2700,900,0.05142857142857143,False,False
10,9,3004,1002,0.05722857142857143,False,False
11,10,2337,779,0.044514285714285715,False,False
12,11,2829,943,0.05388571428571429,False,False
13,12,2709,904,0.05161428571428572,False,False
14,13,1600,534,0.030485714285714286,False,False
15,14,4297,1433,0.08185714285714285,False,False
16,15,4086,1362,0.07782857142857143,False,False
17,16,2721,907,0.051828571428571425,False,False
18,17,4239,1414,0.08075714285714286,False,False
19,18,3949,1317,0.07522857142857142,False,False
20,19,4577,1526,0.08718571428571428,False,False
1,0,1972,658,0.03757142857142857,False,False
2,1,374,125,0.0071285714285714286,False,False
3,2,1222,408,0.023285714285714285,False,False
4,3,1905,636,0.0363,False,False
5,4,1437,480,0.027385714285714284,False,False
6,5,4641,1548,0.08841428571428571,False,False
7,6,942,314,0.017942857142857142,False,False
8,7,951,318,0.018128571428571428,False,False
9,8,2700,900,0.05142857142857143,False,False
10,9,3004,1002,0.05722857142857143,False,False
11,10,2337,779,0.044514285714285715,False,False
12,11,2829,943,0.05388571428571429,False,False
13,12,2709,904,0.05161428571428572,False,False
14,13,1600,534,0.030485714285714286,False,False
15,14,4297,1433,0.08185714285714285,False,False
