1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,Cifar100,FedJS,100,0.5,197.74994358778,19774.994358778,"[283.310909986496, 314.77858805656433, 283.7022511959076, 272.0128228664398, 256.183424949646, 265.91433691978455, 295.3982479572296, 229.76858186721802, 248.08864092826843, 294.82667207717896, 272.09887313842773, 278.66538190841675, 176.65558409690857, 165.8734052181244, 196.2390158176422, 214.97067975997925, 167.49181389808655, 170.215717792511, 157.48271012306213, 162.04501390457153, 157.0081832408905, 157.10150408744812, 154.38485407829285, 160.6781461238861, 214.8190791606903, 221.24695825576782, 221.6050319671631, 214.832288980484, 195.1760060787201, 222.60034894943237, 214.03916907310486, 205.90841507911682, 199.60832118988037, 185.08306789398193, 211.36795616149902, 214.33227610588074, 181.63328504562378, 181.2282681465149, 209.55456376075745, 178.48511409759521, 196.6313350200653, 182.73831510543823, 177.3178551197052, 185.37514925003052, 180.16269183158875, 202.05968165397644, 195.83336806297302, 203.82737517356873, 195.68536281585693, 179.19732689857483, 183.6599292755127, 175.22026324272156, 190.83928799629211, 184.36553716659546, 187.15431022644043, 179.46594309806824, 195.90451002120972, 196.62838077545166, 220.69351291656494, 170.31610012054443, 174.37526607513428, 193.1242733001709, 159.6857190132141, 142.45807099342346, 148.79021906852722, 159.21505880355835, 163.5371630191803, 174.5815510749817, 197.07776308059692, 194.05747413635254, 191.61647820472717, 193.8712239265442, 172.88261795043945, 192.92332792282104, 214.2335810661316, 189.40979099273682, 178.87497973442078, 192.22531628608704, 162.11295890808105, 206.70357298851013, 177.15451002120972, 202.54305934906006, 191.55267786979675, 183.24917817115784, 202.99265480041504, 183.6216299533844, 208.64410281181335, 199.4454369544983, 210.50054478645325, 185.2218701839447, 175.85600304603577, 169.74396991729736, 161.33253383636475, 168.0532579421997, 159.12367630004883, 173.7136709690094, 181.42644906044006, 204.55085587501526, 221.51339077949524, 223.50673389434814]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,Cifar100,FedAvg,100,0.5,199.01788195371628,19901.788195371628,"[288.77658104896545, 316.10486698150635, 283.66873598098755, 272.98183393478394, 257.7862801551819, 266.4128170013428, 294.92504382133484, 231.06317400932312, 240.2761881351471, 296.849317073822, 273.3050928115845, 280.82005882263184, 176.8101828098297, 165.70690631866455, 196.9432098865509, 214.85323810577393, 168.03950691223145, 170.5128209590912, 158.20696234703064, 165.97495794296265, 158.79693794250488, 157.67842411994934, 153.8214728832245, 171.84634590148926, 211.84400701522827, 221.39004826545715, 223.78585410118103, 215.6164779663086, 197.22065901756287, 225.45590901374817, 212.90507698059082, 207.09261798858643, 201.20238494873047, 190.44692611694336, 207.26823711395264, 215.8952751159668, 178.10417199134827, 182.91345119476318, 204.8721420764923, 180.86936283111572, 198.08900833129883, 183.21550631523132, 177.51866602897644, 188.91022205352783, 182.2781949043274, 207.7968828678131, 195.35587286949158, 201.27584290504456, 196.64696598052979, 181.7310028076172, 185.2311511039734, 174.82885575294495, 186.61911702156067, 188.78039574623108, 190.17338109016418, 175.25809407234192, 201.98437881469727, 224.16736888885498, 196.3914451599121, 172.4544608592987, 174.002867937088, 187.2027621269226, 161.65945720672607, 140.58288407325745, 150.07114219665527, 162.26114916801453, 172.48611402511597, 181.3440911769867, 203.5237591266632, 192.18643403053284, 189.59854793548584, 198.53143501281738, 174.40842819213867, 199.67526125907898, 223.11213374137878, 179.13848495483398, 175.56987524032593, 190.67659997940063, 176.11432695388794, 194.66674995422363, 189.39839124679565, 203.0323851108551, 197.24270391464233, 182.35494589805603, 201.5736939907074, 209.0546009540558, 202.58164978027344, 203.20278596878052, 199.3759002685547, 177.03498792648315, 167.73351502418518, 168.11948895454407, 160.6028962135315, 168.89274168014526, 165.35890412330627, 179.3349027633667, 202.3703989982605, 218.92557382583618, 218.54565119743347, 212.4892020225525]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,Cifar100,FedDA,100,0.5,208.83732967853547,20883.732967853546,"[302.53895902633667, 335.00639295578003, 292.34248208999634, 282.23734617233276, 290.27833008766174, 265.06728982925415, 303.85239481925964, 230.2156789302826, 286.65669298171997, 319.5362460613251, 285.2419090270996, 229.76408505439758, 175.6840147972107, 202.66309905052185, 230.08858704566956, 174.15080904960632, 169.76562523841858, 182.28749799728394, 168.42929601669312, 172.86274361610413, 167.47598695755005, 166.77678298950195, 202.95747780799866, 218.91137528419495, 222.77374482154846, 230.9149386882782, 236.51072883605957, 226.95977783203125, 208.92786622047424, 234.81881880760193, 218.50484704971313, 217.78455877304077, 216.16503310203552, 201.47781705856323, 190.9376311302185, 199.26847004890442, 213.28112983703613, 196.83996081352234, 202.8616759777069, 191.11010885238647, 199.93322706222534, 197.26148200035095, 207.94446301460266, 216.09524393081665, 217.09713006019592, 202.12475490570068, 176.58081698417664, 178.64792585372925, 201.54771828651428, 207.92560410499573, 198.82637286186218, 196.35230708122253, 197.61981797218323, 200.15817713737488, 243.99033188819885, 197.65232014656067, 195.60498714447021, 190.0225851535797, 174.66587328910828, 162.19171810150146, 160.67667603492737, 184.04379415512085, 176.23389410972595, 161.2072398662567, 207.24100399017334, 201.41777324676514, 198.26183080673218, 194.72036409378052, 185.02733492851257, 211.35034322738647, 232.66555309295654, 218.88498425483704, 184.58547520637512, 185.63369393348694, 218.23695588111877, 179.20869994163513, 206.5260558128357, 223.55225896835327, 188.8771619796753, 225.7579927444458, 189.5661301612854, 220.88895225524902, 208.7749559879303, 207.20396089553833, 191.5511190891266, 173.07060480117798, 174.30582404136658, 174.77326798439026, 173.33232617378235, 170.27603888511658, 180.86838793754578, 204.2121617794037, 230.0313880443573, 233.22229027748108, 211.3336057662964, 201.56260681152344, 202.51383209228516, 181.40041208267212, 187.61796379089355, 196.9469850063324]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,Cifar100,FedALA_AAW,100,0.5,214.80631703853606,21480.631703853607,"[512.4085659980774, 491.19298100471497, 308.0808310508728, 330.4081223011017, 285.85776376724243, 259.5365149974823, 280.98197507858276, 310.7354927062988, 271.46540117263794, 288.57162594795227, 198.49382185935974, 196.2431468963623, 229.1510717868805, 203.85253882408142, 171.67001485824585, 169.3281011581421, 171.10863995552063, 180.62206196784973, 166.66904497146606, 173.5560290813446, 196.75505685806274, 226.30041694641113, 221.73657202720642, 223.9707109928131, 226.29415488243103, 233.0543360710144, 239.12439393997192, 229.37105202674866, 206.4002811908722, 234.15520191192627, 227.64926075935364, 222.53407311439514, 191.172865152359, 181.9243540763855, 224.8525800704956, 204.43971371650696, 208.83276319503784, 197.4014847278595, 201.02214765548706, 197.342346906662, 224.93458795547485, 217.55318093299866, 225.0266671180725, 199.79977774620056, 183.07794094085693, 198.4295620918274, 191.67391300201416, 181.36273193359375, 209.9270408153534, 213.9568908214569, 208.36128211021423, 198.41101098060608, 245.07578492164612, 202.89977288246155, 198.1923270225525, 183.80837297439575, 179.04746913909912, 169.6316430568695, 169.25408697128296, 165.4928479194641, 176.94044589996338, 220.4867091178894, 209.85803890228271, 181.02282094955444, 189.53419017791748, 200.26323676109314, 205.5788278579712, 226.09222292900085, 204.57648515701294, 211.64611506462097, 199.95708894729614, 229.76564407348633, 181.19864797592163, 220.84399104118347, 223.30187582969666, 201.23594307899475, 209.04893898963928, 215.9839539527893, 211.99501991271973, 230.474524974823, 219.01218008995056, 191.02391576766968, 176.33956098556519, 168.69058680534363, 177.69671487808228, 179.8762400150299, 177.18395805358887, 185.01796913146973, 209.8551890850067, 237.62964606285095, 238.2894070148468, 215.76337099075317, 193.9139268398285, 194.8328151702881, 182.35696697235107, 203.74687504768372, 203.43965697288513, 169.33010935783386, 173.59352707862854, 173.04996299743652]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,Cifar100,FedALA,100,0.5,224.0295233273506,22402.95233273506,"[776.8541519641876, 332.1175901889801, 302.9544150829315, 304.443886756897, 300.42271399497986, 263.8553729057312, 317.97953271865845, 333.0798661708832, 288.4829077720642, 237.67240500450134, 202.94084477424622, 250.91642713546753, 232.0443139076233, 183.2950141429901, 182.59631061553955, 179.14913201332092, 179.21254205703735, 192.27915167808533, 178.0520589351654, 221.35729908943176, 244.52975392341614, 234.5274419784546, 231.556645154953, 234.41940307617188, 241.68379282951355, 246.24853563308716, 249.1001148223877, 238.00804686546326, 224.94924688339233, 251.2890419960022, 212.9697880744934, 208.07904195785522, 227.13530492782593, 200.03366494178772, 229.53750610351562, 215.17109608650208, 217.7907681465149, 218.5656487941742, 240.48951077461243, 234.86297297477722, 232.71322321891785, 199.98152494430542, 204.33472084999084, 203.85063791275024, 206.14434695243835, 214.94843292236328, 214.37121319770813, 203.60718321800232, 222.64647603034973, 274.272264957428, 213.15845394134521, 205.69167399406433, 193.67501997947693, 189.9301917552948, 182.71646094322205, 173.4231231212616, 198.57767415046692, 205.1615481376648, 230.7551589012146, 204.5831458568573, 206.41209292411804, 220.44465494155884, 222.1555459499359, 217.7191867828369, 212.59597206115723, 211.49536299705505, 201.08812808990479, 227.79743790626526, 202.2145972251892, 240.12330389022827, 230.37049674987793, 239.38716006278992, 213.18498182296753, 240.053395986557, 233.0331757068634, 231.77985310554504, 208.34013891220093, 199.71829104423523, 178.81383991241455, 198.2218770980835, 183.73009204864502, 183.4862630367279, 192.78990387916565, 228.1552038192749, 252.09827494621277, 243.74865293502808, 210.8214681148529, 208.1488447189331, 196.38661408424377, 197.6508560180664, 212.06868290901184, 187.05674409866333, 181.4330370426178, 184.16793584823608, 162.38209295272827, 168.21906971931458, 158.87681794166565, 151.15945076942444, 162.0674810409546, 168.3596158027649]"
