1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,Cifar10,PerAvg,0,1.617472453448422,0.11134061833688699,0.5110459602495967,0.09588848547180416,0.11571634983463365,0.5
3,Cifar10,PerAvg,1,1.2860598286266627,0.3033049040511727,0.7424417861951457,0.10871411032239946,0.0862853237995695,0.5
4,Cifar10,PerAvg,2,1.1614316653318335,0.37539978678038377,0.8127838836364558,0.09420130806257439,0.061820862416324215,0.5
5,Cifar10,PerAvg,3,1.1135568119939008,0.39792110874200426,0.8198413229668682,0.07355725442567668,0.04363289357086464,0.5
6,Cifar10,PerAvg,4,1.0884286300230288,0.43310234541577824,0.8443279348154781,0.08724893375981245,0.03491136503178081,0.5
7,Cifar10,PerAvg,5,1.079002523942336,0.41044776119402987,0.835615591044844,0.09237777901758765,0.038290377187166165,0.5
8,Cifar10,PerAvg,6,1.0832296540182715,0.39498933901918976,0.8138310211043431,0.08593136090678448,0.05714472987567847,0.5
9,Cifar10,PerAvg,7,1.0649726020397483,0.40325159914712155,0.8214884431012051,0.09677463933960055,0.05115607205405803,0.5
10,Cifar10,PerAvg,8,1.0559731458237245,0.43816631130063965,0.8433171386088348,0.09084597606439582,0.0428222199817717,0.5
11,Cifar10,PerAvg,9,1.0468751254754058,0.4340351812366738,0.8380180033715051,0.10489389029709097,0.06469017281588396,0.5
12,Cifar10,PerAvg,10,1.050788322542565,0.4351679104477612,0.8466784704902607,0.08279918550128205,0.037445623766546185,0.5
13,Cifar10,PerAvg,11,1.0327601205928758,0.4562233475479744,0.8557453860543789,0.07882236805060172,0.03509135245885302,0.5
14,Cifar10,PerAvg,12,1.0517635589628465,0.43463486140724944,0.8438818950252488,0.09149357627622547,0.042010443153975334,0.5
15,Cifar10,PerAvg,13,1.0436034128860867,0.44136460554371004,0.8481012884339737,0.09308705655672314,0.04691505711147104,0.5
16,Cifar10,PerAvg,14,1.0486747683286572,0.4134461620469083,0.8285578002216666,0.07645287661323101,0.04501462320212071,0.5
17,Cifar10,PerAvg,15,1.0297250512049327,0.43843283582089554,0.8477470722482644,0.07708489284693743,0.03383958487822345,0.5
18,Cifar10,PerAvg,16,1.0243847352034132,0.44442963752665243,0.851411202971819,0.04598656835180808,0.020163663600151076,0.5
19,Cifar10,PerAvg,17,1.0267668961718193,0.45728944562899787,0.8539245347115026,0.08937040924402717,0.043807254956637426,0.5
20,Cifar10,PerAvg,18,1.0224395375482793,0.4605543710021322,0.8571251069741582,0.08865655477024312,0.03899172869704529,0.5
21,Cifar10,PerAvg,19,1.014178384171515,0.4626865671641791,0.8579846280465069,0.0841216560015879,0.0384185795461527,0.5
22,Cifar10,PerAvg,20,1.0242204316638839,0.4700826226012793,0.8632191140516611,0.054418370010670895,0.020501095531965424,0.5
23,Cifar10,PerAvg,21,1.014953868586381,0.4398320895522388,0.8476193220163608,0.07607451365653004,0.028897477724393147,0.5
24,Cifar10,PerAvg,22,1.0109070371655633,0.47121535181236673,0.8625052364592944,0.06686963128546006,0.026084603802142708,0.5
25,Cifar10,PerAvg,23,1.020483301133559,0.4390325159914712,0.8465167260192997,0.0776995075866145,0.03277840586077704,0.5
26,Cifar10,PerAvg,24,1.017264508680272,0.44349680170575695,0.8490050349345778,0.05928488346082396,0.02972403570153034,0.5
27,Cifar10,PerAvg,25,1.011458824030048,0.4582222814498934,0.8567587105146485,0.05155472412043917,0.02047929604866053,0.5
28,Cifar10,PerAvg,26,1.0121311148312386,0.455023987206823,0.854538149902876,0.07956556888218318,0.03552875254211978,0.5
29,Cifar10,PerAvg,27,1.0084780696540654,0.4560234541577825,0.8558056558872152,0.07437072554633326,0.029345019572504717,0.5
30,Cifar10,PerAvg,28,1.0028766290352602,0.4332356076759062,0.84480197947397,0.09172344505677792,0.039506157442868735,0.5
31,Cifar10,PerAvg,29,1.0012301475511896,0.4536913646055437,0.854863354246242,0.07025221512185417,0.02789095751587724,0.5
32,Cifar10,PerAvg,30,1.0013071124536945,0.44876066098081024,0.8516749513739531,0.06093164627497719,0.023527390887747933,0.5
33,Cifar10,PerAvg,31,1.0028302829088478,0.4610874200426439,0.8570209683771014,0.09494057497739193,0.04156282623043666,0.5
34,Cifar10,PerAvg,32,0.9815610066436473,0.4591551172707889,0.8525825272512509,0.09319648198432856,0.04504485206549536,0.5
35,Cifar10,PerAvg,33,0.9778869707918704,0.43330223880597013,0.8425684477560635,0.08570854422912587,0.03721869505286009,0.5
36,Cifar10,PerAvg,34,0.9847029369589919,0.4622867803837953,0.8549746944767077,0.09167708655384031,0.04312559141168969,0.5
37,Cifar10,PerAvg,35,0.9624369407062686,0.44502931769722814,0.8522520961082387,0.06659111760061923,0.026506664626657444,0.5
38,Cifar10,PerAvg,36,0.9638220795334683,0.4396321961620469,0.8479882995363663,0.05812411588467161,0.022837041536814814,0.5
39,Cifar10,PerAvg,37,0.9450363315230333,0.45089285714285715,0.8528355079576536,0.08917809577899231,0.038293307713234324,0.5
40,Cifar10,PerAvg,38,0.9466356665879992,0.4626865671641791,0.8595030734826204,0.0463179502279155,0.01919004468035708,0.5
41,Cifar10,PerAvg,39,0.9445146622528295,0.44956023454157784,0.8515407774941616,0.07947025336642038,0.035135975410770494,0.5
42,Cifar10,PerAvg,40,0.9396770619354988,0.46361940298507465,0.8588413989606497,0.07548571707864497,0.03713260419282791,0.5
43,Cifar10,PerAvg,41,0.9348968379032072,0.46914978678038377,0.8612278429379099,0.06826717572156395,0.028729289527892877,0.5
