1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,Cifar10,FedJS,0,2.306408811449082,0.10869710096634455,0.5119247985262821,0.1832062761017876,0.18621492172805382
3,Cifar10,FedJS,1,2.582191898778562,0.1404865044985005,0.5811844957687802,0.21222243254393958,0.195066735020301
4,Cifar10,FedJS,2,2.1760956695331988,0.23105631456181272,0.6837767942831408,0.21543363866188894,0.1630311840893092
5,Cifar10,FedJS,3,2.1697995511384294,0.2893702099300233,0.7031776417342297,0.20334515009776052,0.1797348354482099
6,Cifar10,FedJS,4,2.4886357450973584,0.23012329223592137,0.6636037723898853,0.2394465590043379,0.18963403171864293
7,Cifar10,FedJS,5,2.178344797312858,0.30249916694435186,0.7181593949278703,0.21927450767579465,0.17578283592718708
8,Cifar10,FedJS,6,1.923990382661218,0.32735754748417195,0.7613060862379425,0.16857674450923943,0.13718367627035769
9,Cifar10,FedJS,7,2.3007457240509264,0.28977007664111964,0.7267904546489696,0.20680969917553352,0.15385800342082798
10,Cifar10,FedJS,8,1.9336067353233664,0.3380206597800733,0.7724705038291309,0.18634016194644012,0.12363194487675891
11,Cifar10,FedJS,9,1.9776511746525405,0.3375541486171276,0.7675549537771474,0.21656055921900755,0.13505554130732592
12,Cifar10,FedJS,10,1.9094796772807976,0.37800733088970345,0.7748558823357815,0.19118578526984809,0.1556400597034195
13,Cifar10,FedJS,11,2.0026218656113475,0.33195601466177943,0.7664986017009349,0.18413855241023414,0.13104379057273985
14,Cifar10,FedJS,12,1.964919158107336,0.34748417194268577,0.7673722539128077,0.20568688626818732,0.14129619174847843
15,Cifar10,FedJS,13,1.9615466379775195,0.31889370209930024,0.7750849811814963,0.21248096656597487,0.11829113870331322
16,Cifar10,FedJS,14,1.8173171568474022,0.3641452849050317,0.7939664520152702,0.16002758487725585,0.10355753226458389
17,Cifar10,FedJS,15,1.8862437756407167,0.34475174941686104,0.7859190038766593,0.1748888276717264,0.10420943088301125
18,Cifar10,FedJS,16,2.01592714528659,0.3316227924025325,0.7656128021718009,0.1919289845966327,0.12877607447894845
19,Cifar10,FedJS,17,2.05349338832557,0.3334888370543152,0.7656319033585409,0.20138898144172823,0.12202275714749655
20,Cifar10,FedJS,18,2.0222057128200333,0.33048983672109294,0.7731648064728854,0.18092560146011705,0.11962657290809971
21,Cifar10,FedJS,19,1.8525341371074815,0.3606131289570143,0.7946030390128884,0.13104303127864114,0.08837145460278108
22,Cifar10,FedJS,20,1.8411150644846925,0.3526824391869377,0.7943666523409562,0.16858618318982915,0.09680086463188967
23,Cifar10,FedJS,21,1.8438349956463131,0.366811062979007,0.7913659001852629,0.1656987814227755,0.11412146945884885
24,Cifar10,FedJS,22,1.8179009006864983,0.3591469510163279,0.7969068926853856,0.15934628141323232,0.08523450168921681
25,Cifar10,FedJS,23,2.11055726245955,0.33435521492835724,0.7753247345356722,0.1917283280672862,0.11146398128329849
26,Cifar10,FedJS,24,2.1727695091919257,0.3138953682105965,0.7713075511895973,0.19151251731609384,0.10283806800039248
27,Cifar10,FedJS,25,1.9747156795139464,0.3418860379873376,0.7840820395363417,0.17441936304756517,0.10229224110295985
28,Cifar10,FedJS,26,2.131854410762226,0.34968343885371544,0.7768192106293212,0.2004441809885284,0.12148171749410606
29,Cifar10,FedJS,27,1.9319683227254931,0.3548817060979673,0.794430073522985,0.18450798021971154,0.09239354561985297
30,Cifar10,FedJS,28,2.4818706642430364,0.29930023325558147,0.7576348514731579,0.2019958424063995,0.11357008639480871
31,Cifar10,FedJS,29,1.7439130952147792,0.3964011996001333,0.8119294994961517,0.1593228538390311,0.10077398992399246
32,Cifar10,FedJS,30,2.3650784331380335,0.3160946351216261,0.7620108356097763,0.20626166915361893,0.11556195023800221
33,Cifar10,FedJS,31,1.6376195425281517,0.40246584471842717,0.825790711365071,0.11385517331077596,0.05442636104828656
34,Cifar10,FedJS,32,1.9295231019689494,0.3517494168610463,0.7941660308109896,0.16443005121483598,0.08365831847570615
35,Cifar10,FedJS,33,1.6560588423625004,0.39693435521492837,0.8211221558701742,0.09203766967576048,0.050450936402414326
36,Cifar10,FedJS,34,2.089217053208168,0.34395201599466846,0.7808320825259606,0.19599033743129726,0.1163858445885686
37,Cifar10,FedJS,35,1.8889898873423845,0.36027990669776744,0.8014435718794194,0.16509624402730821,0.07837623995254064
38,Cifar10,FedJS,36,2.2904397201141995,0.3208263912029324,0.7655101885153299,0.18093205089440065,0.10790004888742394
39,Cifar10,FedJS,37,2.245153204423843,0.33908697100966345,0.781399419729879,0.17969618831157344,0.1020533763116178
40,Cifar10,FedJS,38,2.2009264448714467,0.3311562812395868,0.7762351992489183,0.16028330708052196,0.1032393484031853
41,Cifar10,FedJS,39,2.2812131343731044,0.3289570143285572,0.7699057984387119,0.18804899269122258,0.10876080694928426
42,Cifar10,FedJS,40,2.1942945173927053,0.33202265911362877,0.7743763147596889,0.16795537163202087,0.11299030940983654
43,Cifar10,FedJS,41,2.0811655137645833,0.3409530156614462,0.7852657866950138,0.17063441352389272,0.09790816877412882
44,Cifar10,FedJS,42,2.0676185248258747,0.36707764078640454,0.7922559809840427,0.17741959735158555,0.10868821144799086
45,Cifar10,FedJS,43,1.841512051953561,0.3749416861046318,0.8075221060396526,0.11989236954606544,0.06891575043427293
46,Cifar10,FedJS,44,2.4093115623270602,0.3304231922692436,0.7762521744135507,0.18747215574658266,0.10356387193122944
47,Cifar10,FedJS,45,2.0770017446350404,0.362812395868044,0.7907623910517925,0.1439851151874285,0.10538947558187857
