1,clientid,distance,error
2,0,163.08153241416053,"[-0.5401823107942938, -0.6027369105747342, -0.4687704886539438, -0.4225755547991574, -0.1667036206972079, -0.1304785864859801, 0.08233359426349451, 0.20951476196261642, 0.16431649632757528, 0.15856934463370465, 0.32728804707907355, 0.21151370389115842, 0.2887722832878802, 0.4422274950494762, 0.2414105945702293, 0.3496788704016415, 0.40487165344255216, 0.4811112601761298, 0.31880071958907163, 0.5003653974114561, 0.4973689459545233, 0.5388929120772742, 0.4040161381953569, 0.4722133436304953, 0.5086611525004244, 0.5568016973495049, 0.483489751008227, 0.5135039579723606, 0.3188631296785142, 0.6453585766679084, 0.6422009985776539, 0.6948045473321239, 0.6420078666162716, 0.6440535613787851, 0.6925537054287927, 0.684862000788756, 0.6735223770792581, 0.6433661237671014, 0.6673387248640091, 0.8069545965306951, 0.6425315191510834, 0.6524234869448701, 0.7450020342600243, 0.8187346327390335, 0.4863514408118656, 0.6332306845677952, 0.7131028001992988, 0.7363777012071661, 0.8388519653201366, 0.7264683955176002, 0.8247631356661053, 0.7980785574058449, 0.6924326735778891, 0.722670048979195]"
3,1,163.9012244063334,"[0.35790718265127874, 0.37401763955535394, 0.4895414657136522, 0.5526920121768247, 0.42379840154880766, 0.18624342689060902, 0.3022983124965237, 0.35680004761272555, 0.03717490118985256, 0.06677213701631346, 0.2980071950088906, 0.08160048212537663, 0.24366590660495424, 0.2918686617282026, 0.3567995021029404, 0.20170523890490488, 0.1980684625610526, 0.6305247008770459, 0.6036091930156915, 0.6631186161858851, 0.4621505420130292, 0.3065802100333831, 0.7092176216803839, 0.6391891910911657, 0.8366867499330216, 0.9386105952955627, 0.6973163592083185, 0.6907563101071268, 0.9013328883165994, 0.6537960009974186, 0.8051408087826194, 0.798881923077513, 0.7686887108114762, 1.0190545121955032, 1.0122574176330765, 0.9115988963209525, 0.7804702266137955, 0.954944574924347, 1.1350931975153742, 1.0255182639614842, 1.0236971221332465, 0.9117865411871737, 0.9718215650764412, 0.9958102456789538, 1.0628828228457734, 1.1511878443737378, 1.1057971210835262, 0.9682297318031813]"
4,2,161.91691109307618,"[0.4758374419437127, 0.5040650938057061, 0.3864709044882686, 0.430920575877658, 0.4308446384012085, 0.4551059314680165, 0.3989670543331925, 0.4298433284077249, 0.4747636109391753, 0.4215475323944207, 0.5649924538095108, 0.46651067346576786, 0.4400088652581543, 0.42188161058346646, 0.5523007714260764, 0.6068909219905677, 0.567740325628657, 0.5676314249888361, 0.5525469115016577, 0.5312271945305813, 0.530028159607695, 0.6955892268746767, 0.5331801338243353, 0.5722873287693331, 0.5727852095040449, 0.5391693386060739, 0.70240000789655, 0.6384057443472829, 0.6701738482815416, 0.6336495483484293, 0.6186420496369434, 0.6502421821045338, 0.7637480148754467, 0.6886496462459877, 0.7081723548261336, 0.7542614558349446, 0.7482291756174089, 0.7400773323391143, 0.7343741640441813, 0.8130906606774675, 0.8113373051340751, 0.7869645437351828, 0.8126085969900442, 0.6575165055157636, 0.7104458123198857, 0.6928287098038659, 0.7934037303997461, 0.728874349393914, 0.7946469336161437, 0.7799207644692495, 0.6743638013239817, 0.6457790348245539, 0.8416461915152343, 0.8260096151907399, 0.7913664653887139, 0.7858485448105059, 0.8326344650284141]"
5,3,162.1411096579629,"[0.4194718284316882, 0.4132023011903608, 0.2835467075369846, 0.43825711922284916, 0.5148153822049579, 0.5072182866916397, 0.5084316162847482, 0.5129888563032574, 0.4113440787077548, 0.426408196353622, 0.5263915899940197, 0.3973005633684552, 0.49846077215628154, 0.5030436166446488, 0.4757341427823089, 0.4618647380668899, 0.4111377794846997, 0.5122213630527759, 0.4385787746314037, 0.5525276440905352, 0.5546448231988264, 0.5166979847816506, 0.5870811985098647, 0.5322191858772881, 0.4973049168351853, 0.4789810774700725, 0.3438394262369491, 0.5172387615275988, 0.5940806981115099, 0.5812923231789016, 0.5983459204266397, 0.4447247383746346, 0.3898202262604475, 0.5218778092021399, 0.6127654808332523, 0.7125012732601521, 0.5958190332320631, 0.7002880863964528, 0.5087140660526335, 0.6128187086984668, 0.6592909497326291, 0.6528342126799844, 0.6256798301366402, 0.7756486026009813, 0.7575463246961124, 0.5850208038046377, 0.6458311681854989, 0.7595793581299483, 0.6657272098456803, 0.594024165372292, 0.6329385269203289, 0.7706384316249479, 0.4777166623337559, 0.7930743912595328]"
6,4,161.16427629678088,"[0.6676197100851784, 0.5615027532573804, 0.5340264385536677, 0.6446299889554017, 0.5692655721512512, 0.5335807965044066, 0.5761603230271056, 0.5866549212862007, 0.6622500543409452, 0.6809816177545465, 0.6658556644538938, 0.6263161395679556, 0.6222268584457769, 0.658772255150513, 0.6923429063073951, 0.5560219968679487, 0.6387207631398193, 0.8066941345774237, 0.723997666877409, 0.6558604365211583, 0.6664045909055301, 0.6926522014952101, 0.7478367976089506, 0.7312657332702628, 0.7827993632192123, 0.7738956190016562, 0.7322194652575957, 0.7953299613080135, 0.7797137040912882, 0.7873970577247572, 0.7920231807474641, 0.7488035071455321, 0.8689969534235089, 0.8201589483724405, 0.9252091316974591, 0.8680776847513227, 0.8686873439902052, 0.7477614821800114, 0.8200789973055016, 0.8131307905235006, 0.8706985222840394, 0.784972138759299, 0.8555872338724787, 1.008098868615984, 1.0057339336532785, 0.8071635424757264, 0.932920736005212, 0.8744197925818085, 0.8501492945442537]"
7,5,160.84106337685063,"[0.4218188069419314, 0.3178589840683467, 0.42395584510639306, 0.42656039071424545, 0.3678926021807517, 0.3815282173780724, 0.5027263993894061, 0.40020054157047225, 0.5729155624339667, 0.518772304156446, 0.5449418282528253, 0.521712489433509, 0.5126200059688805, 0.555611898478916, 0.48044698303934036, 0.4850971706284326, 0.4808284677773918, 0.4674548314262453, 0.4446407330068662, 0.5839688689998244, 0.5616484009188327, 0.29161533832232334, 0.5113709610176738, 0.387932186541475, 0.3921654230441345, 0.5059505592570106, 0.42606112013929914, 0.31049883921271726, 0.410442749899521, 0.5693788971302759, 0.44773137544757446, 0.3936174532242058, 0.382122544878827, 0.2694755995643269, 0.39430921191812857, 0.10664709438737185, 0.11730660889220113, 0.2253612002200528, 0.6068664138298967, 0.3918421508734954, 0.3609086199609737, 0.2906810250319116, 0.54895790963886, 0.31526011192364123, 0.45887164618519216, 0.6701954501103713, 0.36884266998816506]"
8,6,160.34662324972658,"[0.712240701675444, 0.6698471710221218, 0.6696596783610016, 0.6425032484319759, 0.6184439203484087, 0.527521235864659, 0.6165601265660825, 0.5862965355255636, 0.5780940787972906, 0.5963543031880693, 0.7678659853075207, 0.5524305088340207, 0.549960028401417, 0.6014136023017128, 0.6071759025003601, 0.6423549430163139, 0.5811333289337035, 0.7281160165747518, 0.5963561701673228, 0.6430424742677989, 0.6619434895713541, 0.6106200489575271, 0.6736936407244662, 0.6523819050455957, 0.6726528471244706, 0.7853359167215739, 0.7162382728385956, 0.7484411666516994, 0.7152995256746775, 0.8574402588990616, 0.847479668008497, 0.7570717686143087, 0.5728040036774473, 0.758396113793298, 0.8390382746447229, 0.6781282982036511, 0.9056552895208085, 0.8930622103509646, 0.7952656084854145, 0.7965575676052072, 1.023928536372991, 0.9442116758586255, 0.9322747445387191]"
9,7,162.5881040264423,"[0.7681860334010486, 0.7808251185312285, 0.7362550260866787, 0.7465830281024364, 0.7070067277266285, 0.6704925487952105, 0.6296858492643127, 0.6681452617531591, 0.6143556346115617, 0.6378545539094125, 0.6432238292724535, 0.6987480147377867, 0.6859431160436518, 0.7354389437374418, 0.7219153385161483, 0.6450736830610179, 0.7530522470664063, 0.7705916114956034, 0.6837846090641863, 0.868209256079125, 0.8128885952632366, 0.7397522416376858, 0.7879238874623196, 0.8531548813894902, 0.6934155172606296, 0.7992244539927686, 0.8097436868027166, 0.787199429156946, 0.8518209740527642, 0.8860719271190691, 0.8224167473131178, 0.7830774847450924, 0.9204954174061167, 0.9650576278187565, 0.8297158112603059, 0.6878187620881672, 0.8135960575647149, 0.784604992268413, 1.1337861083656895, 0.9828825109346891, 0.999642674119571, 0.9333191591625629, 0.9700186649652289, 0.7652315796252223, 0.9863726429936891, 0.9273286076178748, 0.8348300314485376, 0.9513981373035556, 0.8766777919692543, 1.0627812494234898, 0.9349565270437865, 0.814542083690266, 0.9217119661468798, 0.9351602847370916, 0.9078639909350465]"
10,8,162.40921454486116,"[0.5362900963633545, 0.45585161238100413, 0.5481990489265948, 0.5012122958121349, 0.48948688483751923, 0.48569758450649314, 0.5143840617250608, 0.4702884710677096, 0.5043017213545579, 0.6069525620061003, 0.5767455525711854, 0.5675641379685389, 0.5757285811909447, 0.6893964584040231, 0.5854109569295296, 0.7241904639880195, 0.586589549376448, 0.5402933394870174, 0.5445461264273395, 0.5693258331855144, 0.6737704564593642, 0.6839924172238081, 0.6113992983013765, 0.6327563996172513, 0.8006762874752946, 0.6528960321037387, 0.6235879075652584, 0.6133365839535618, 0.6501251139404597, 0.6860935709047117, 0.7327797374512774, 0.7992306966224801, 0.8415556880004036, 0.6465198744873036, 0.7314287569559088, 0.8444380386993442, 0.8038811309308656, 0.7889480961853929, 0.7026034067617717, 0.813461764618661, 0.7334035715618266, 0.9131358405660438, 0.8006654694457533, 0.8401292371125391, 0.764782677317609, 0.8622836895462855, 1.024828374947221, 0.91986426039648, 0.913071703114223, 0.8338929296574513, 0.8850689994839847]"
11,9,161.04115256323556,"[0.7806334475033336, 0.717169536808579, 0.835662225142532, 0.6861626581589538, 0.6215464261133137, 0.8252615834179327, 0.6789142455245682, 0.947882718859079, 0.8986903397584569, 0.7687455108766004, 0.6077622279189308, 0.7750427894275929, 0.7942481434422795, 0.6093537218933816, 0.7836112856695806, 0.6597378161730332, 0.6645440134257409, 0.5544172193592196, 0.6433935263117145, 0.6988789641185604, 0.6828703292023792, 0.7095384235170259, 0.8656222389100483, 0.6476293006778042, 0.6877137584138778, 0.7032595911090296, 0.6690018750399243, 0.6344209313406504, 0.6640390752860887, 0.6578432346177521, 0.6282681258406887, 0.5908745129659919, 0.799633482111487, 0.8920209998421886, 0.7606124272278517, 0.6317320332401817, 0.6940454283802858, 0.8653417916291487, 0.6748322249812848, 0.8749754021202649, 0.6732014662188972, 0.8954893273927385, 0.6699648629708391, 0.8711290335870919, 0.7691176806867195, 0.8161217523562085, 0.7318492050074527, 0.8996290640001319, 0.7849878611210243, 0.898574625802283, 0.871703512131696, 1.014231352152834, 0.8130221022028687, 0.6987816800189242]"
