1,group,error
2,0,0
3,1.0,0.7282272899006765
4,2.0,0.5980752472204106
5,3.0,0.5411195520017742
6,4.0,0.3254318681796551
7,5.0,0.5018426788255154
8,6.0,0.553118603275591
9,7.0,0.6153973638694958
10,8.0,0.6621977396441431
11,9.0,0.5507997582659466
12,10.0,0.5239796213303283
13,11.0,0.6596841457662463
14,12.0,0.6472393252459432
15,13.0,0.523481584530864
16,14.0,0.60254093206016
17,15.0,0.5343318844422705
18,16.0,0.45201795720009474
19,17.0,0.624757087703377
20,18.0,0.5335140030702828
21,19.0,0.3408986390794051
22,20.0,0.6610975486745361
23,21.0,0.6009408057091936
24,22.0,0.5098224611877069
25,23.0,0.6083509201153108
26,24.0,0.6170894597525503
27,25.0,0.5191510611096144
28,26.0,0.7149200346563769
29,27.0,0.5766231837168734
30,28.0,0.6376173868396204
31,29.0,0.6465098103389864
32,30.0,0.5804571664363332
33,31.0,0.7743718698123143
34,32.0,0.7183487491711222
35,33.0,0.7119233297117756
36,34.0,0.6797508847204798
37,35.0,0.7452663908427897
38,36.0,0.7843033561569521
39,37.0,0.6472327601285734
40,38.0,0.690281488699098
41,39.0,0.7047684543686694
42,40.0,0.603738272418511
43,41.0,0.6203455785931566
44,42.0,0.748978275753873
45,43.0,0.698892399529321
46,44.0,0.8511823858359577
47,45.0,0.5917067102509785
48,46.0,0.6621561926734717
49,47.0,0.8120760323132303
50,48.0,0.7316860629299994
51,49.0,0.6581927743128236
52,50.0,0.7453142990206804
53,51.0,0.6970253995186935
54,52.0,0.7895020633879943
55,53.0,0.767680642044849
56,54.0,0.696057403744074
57,55.0,0.6660812803259342
58,56.0,0.7254004986839263
59,57.0,0.8272445664570625
60,58.0,0.7371227847002475
61,59.0,0.8044316841296029
62,60.0,0.6558315494382974
63,61.0,0.6877163429785296
64,62.0,0.8270069990544736
65,63.0,0.7466707871377172
66,64.0,0.914807372237141
67,65.0,0.9609572089401769
68,66.0,0.7941441646610912
69,67.0,0.7735464422903948
70,68.0,0.728820113349245
71,69.0,0.8295437457031362
72,70.0,0.8680277134470729
73,71.0,0.7964891598612964
74,72.0,0.7831847284288523
75,73.0,0.7418169707044364
76,74.0,0.7562230885647703
77,75.0,0.9049156240006001
78,76.0,0.9440820319612857
79,77.0,0.8695294527193028
80,78.0,0.9896743966839388
81,79.0,0.9416303951055698
82,80.0,0.9553957339235506
83,81.0,0.9672735820018743
84,82.0,0.7923848636485398
85,83.0,0.9040983009829204
86,84.0,0.7449816747590171
87,85.0,0.8769477423254262
88,86.0,0.9382254464088278
89,87.0,1.0430792809019833
90,88.0,0.8822641504501021
91,89.0,0.7872562879797715
92,90.0,0.9770177458035262
93,91.0,0.9146667611332013
94,92.0,0.8285567726951318
95,93.0,0.8781382392515154
96,94.0,1.041355621613478
97,95.0,1.0414808511421643
98,96.0,1.05603212157339
99,97.0,0.8386226038787836
100,98.0,0.8509862024751617
101,99.0,0.9786434059356264
102,100.0,0.7256380085586914
