1,clientid,distance,error
2,0,168.2594959959101,"[0.2645007612408246, 0.36686853108669115, 0.4732193237867256, 0.2500050145435309, 0.2124249069684997, 0.07794956489902338, 0.11186523937309104, 0.13744210515888255, 0.09148424903498283, 0.10520557563379092, 0.12812548235944626, 0.06213431698803781, 0.13124785539361883, 0.0693457450366384, 0.1563564474003479, 0.12264937880313402, 0.10767251135913732, 0.12148021009280922, 0.07738373475415301, 0.09398265901528172, 0.13074645665927556, 0.0323581614627673, 0.16299075479930816, 0.09374363808268078, 0.12219029037969828, 0.08891391143314512, 0.06919674282087336, 0.10875819543946563, 0.1114704026891682, 0.19218504109585507, 0.12483290788348526, 0.10303656201564962, 0.19647868301503094, 0.08210598700812645, 0.09743509693554198, 0.07795475920925274, 0.11682844324782156, 0.11072111307985955, 0.0938402228723309, 0.03674935877045997, 0.11457207996801178, 0.04465758240445403, 0.10294553388800946, 0.11461466263160852, 0.1694507583895753, 0.07793835012728619, 0.07320414478659078, 0.04341053393769003, 0.04949991106278254, 0.02512759935472319, 0.07147255500748308]"
3,1,174.37781668656552,"[0.08431195180638908, 0.11064472515760061, 0.1256987668383655, 0.04213721499768161, 0.08875055522052072, 0.057244035478549865, 0.03341509645098515, 0.023367783967452194, 0.020280120917452314, 0.035345369164680486, 0.07016627596015734, 0.02588223423903054, 0.017970993583244808, 0.024468044445589157, 0.042700375719294414, 0.06786381373196834, 0.026283668646568708, 0.017321442861419307, 0.030924653870362966, 0.01845843271516938, 0.019799073742942045, 0.01798642886549358, 0.053407573690052834, 0.02079114026514354, 0.027533527803557743, 0.015515540447639902, 0.04042031805430787, 0.023537129415475287, 0.015466319320470719, 0.022748175601897087, 0.03193037222054975, 0.030990695414820673, 0.05193626891156417, 0.02508614405358974, 0.010918117735392934, 0.01799071970673679, 0.012439837927459722, 0.03293982196153055, 0.04703527648011358, 0.009598526903230289, 0.01695476686104929, 0.018701513180038883, 0.027247865658732016, 0.013805827778820917, 0.012942319212952174, 0.011758922813859587, 0.022855218738726063, 0.010243669231210313, 0.03691294860261877, 0.020917559355075502, 0.009457987008982729]"
4,2,181.07903904559686,"[0.7150916285900166, 0.9768108172833673, 0.10101618825730838, 0.19969262005906785, 0.3975960040906466, 0.21680935348700586, 0.2876035322038024, 0.16639009447048012, 0.18761445788098627, 0.04390502868180647, 0.10700040802264539, 0.126135886020935, 0.07706697025576659, 0.12992258578517524, 0.07482985899327957, 0.1579305356561261, 0.029636846878015887, 0.1394608670207117, 0.16377004684297802, 0.1951169109999178, 0.07063081071335346, 0.09497082687368291, 0.1645840864825832, 0.17921291196300432, 0.05115390888184411, 0.15025323839657576, 0.08214324597407678, 0.07013166917774363, 0.0979282201677345, 0.1134528401935873, 0.04556984486625259, 0.04156721807105549, 0.07394440466807584, 0.09471638575487219, 0.053231834464371776, 0.14083806686890868, 0.06367814695096204, 0.16929851129754647, 0.2084429027530791, 0.04258138464730057, 0.04950289385274174, 0.06997509301951034]"
5,3,175.4636486445999,"[1.0074026222543884, 1.2855119625989389, 1.0084026240230146, 0.885528557679542, 1.1490722241148248, 0.7422113594936395, 0.5596562449172825, 0.24138706532592277, 0.46118866045445983, 0.3956426351635956, 0.3721367242136925, 0.7415949943507866, 0.30718541757903217, 0.3679944976974661, 0.12080926710213925, 0.15573305666729875, 0.105516176030265, 0.17318907165930794, 0.34712912749988756, 0.2168872709119909, 0.5181088789397881, 0.07602920435655089, 0.35324470365627825, 0.11538302791369483, 0.12514691108736176, 0.22038366277888988, 0.4268184032231782, 0.13218953996026656, 0.13267163823186287, 0.07625309162343917, 0.3466289922163369, 0.29541728071019513, 0.17323304275128348, 0.3026086228016681, 0.3173824179220665, 0.031503654616026056, 0.07091616865534618, 0.11367698325094226, 0.15994691506093525, 0.06904225472680289, 0.47918462370806886, 0.09364206861229979, 0.33874666796383857, 0.10234189133356285, 0.09020825845887234, 0.2127775998990841, 0.19027787200324645, 0.16706139984779966, 0.11983024320916409, 0.09259511145114852, 0.07075504698611783, 0.11185442895441848]"
6,4,166.78258478912414,"[0.8444365341368245, 0.43259393118285505, 0.8266072123534455, 0.8755451726779131, 0.176241831748351, 0.7271688221917317, 0.2130571605427293, 0.7665241423779832, 0.14180928975142756, 0.10509764147781961, 0.11359159548447664, 0.06380588869948661, 0.436666311407987, 0.4649379061062056, 0.39698428526641427, 0.32495920923628474, 0.12129312615730634, 0.33951619923755455, 0.37088581010253, 0.10589915621027603, 0.08425093402514267, 0.06847007261029395, 0.037023300834289244, 0.34334326972577905, 0.3457928731609269, 0.4895138857097839, 0.13248904618258944, 0.04580760904050862, 0.057266715071570745, 0.107467582333434, 0.09114485152559058, 0.27714839366130206, 0.09241554369673433, 0.10953760368173657, 0.2778334712776972, 0.3550250996980514, 0.4356262111255804, 0.09160197892313894, 0.3597354469483452, 0.28829578479601986, 0.09177701430616249, 0.417903514905337, 0.10394011654829835, 0.059809761248707814, 0.10616172032686982, 0.08265643595229749, 0.4858754030260637, 0.5135071233160896, 0.5142798556314062, 0.10829048976877388, 0.44528577113184087]"
7,5,176.74105245269047,"[1.2134276512561077, 0.720851719903382, 0.9535375685112111, 0.2005293454840084, 0.9165080252448314, 0.5464528062319649, 0.22503357700286694, 0.2678029863513128, 0.5241346915080715, 0.45301135971809825, 0.2243822707156706, 0.34209549876606404, 0.3387249271923759, 0.3348718268137603, 0.21483356594475808, 0.3102078235512992, 0.44737442779535785, 0.25712659747470096, 0.4331608193873528, 0.4358673728883381, 0.290188431770938, 0.31086366472505395, 0.13899963147731964, 0.6394484690574017, 0.3057915220823868, 0.35084016941282853, 0.11041936095282301, 0.34916283474377324, 0.2943561646537778, 0.2526187522707243, 0.44891889293322157, 0.23854712847008025, 0.3245263451685805, 0.2918166108487675, 0.1565283151417775, 0.3125441645590393, 0.1808090919980457, 0.21712735785086756, 0.1462168411006978, 0.14701070583487105, 0.39364538233024354, 0.32759243644283015]"
8,6,168.78738686567038,"[0.044909021343054696, 0.021585032580355577, 0.07566910927118858, 0.00792445343023791, 0.00392354976477243, 0.0056156118885889415, 0.0367573188822753, 0.01872995338699969, 0.026774051468765703, 0.009567155658582077, 0.011621785942922909, 0.014554582970679566, 0.008507561504293925, 0.004071836668495427, 0.017675948014373704, 0.023261982041255517, 0.017702030083123446, 0.007679859518048279, 0.03664872249592279, 0.012788805233848113, 0.018228451985194755, 0.01694668926198082, 0.021860876309659594, 0.006306187707924677, 0.023272673445452155, 0.030852807774176837, 0.01297719500001648, 0.02668609274921176, 0.03781004531516835, 0.01022395575057086, 0.0025882204494050787, 0.016417941574052634, 0.013215757889879158, 0.009263472783394958, 0.016064714195782908, 0.012079869303110138, 0.012083044900296717, 0.03736725245248834, 0.016528899296878053, 0.0063623599178185344, 0.0068590897642483925, 0.011049960522873468]"
9,7,173.92749948867672,"[0.3862721723785862, 0.21835150526261163, 0.18757066634730196, 0.24306187247292535, 0.08221690393355907, 0.0839657149866774, 0.120855567845721, 0.10758491477152021, 0.0318287299458131, 0.03169856761997258, 0.04570353527754438, 0.08007544731370621, 0.09277398422998323, 0.14813459140470434, 0.08700339153157012, 0.03240442102560959, 0.13678302699364409, 0.045757793794672194, 0.04249915769988753, 0.1267202882102207, 0.04875899538553371, 0.11520625979556834, 0.13659808010475097, 0.03166239620403418, 0.21556260042813755, 0.03390517708805423, 0.04160671502352317, 0.13597526308566393, 0.04554585839036274, 0.05436025998499029, 0.045272596069675895, 0.07761701587028422, 0.041207173974271025, 0.05600482830535485, 0.034897724900797705, 0.027333794486942967, 0.13691082823074685, 0.05482623264727345, 0.02133863612389789, 0.08305131683759806, 0.09001137620583777, 0.058751826298921006, 0.09470554214879791, 0.07451563218392608, 0.05258687154669857, 0.030591156986336524, 0.01832982111964, 0.03334056571169888, 0.06903977030096295, 0.08447337912264793, 0.13538888394652496, 0.12734976032815978, 0.054639971284573215, 0.08780935831451689, 0.06923889646717565, 0.055146127192336414]"
10,8,181.35124408069495,"[0.058281034954003434, 0.032140510018018806, 0.03902505518342525, 0.021709104254470965, 0.03249118670192626, 0.0653188854160726, 0.023755433437702235, 0.02131929777150076, 0.01401045911338182, 0.0398458783447975, 0.020990202427506433, 0.016548546642366387, 0.04493078665301108, 0.0102691078251822, 0.023410883950131665, 0.02617400069165166, 0.043369191406164874, 0.03733957426327695, 0.024829497165797555, 0.02423624077110595, 0.01480219585969794, 0.027894311374616867, 0.01569975841060716, 0.03998656828802896, 0.030260196396062995, 0.017838891105635014, 0.02172071371812094, 0.016414470072369153, 0.031254140718737, 0.03508998070366624, 0.018827268250280853, 0.014452666651307997, 0.028109775094213293, 0.025557837644982463, 0.0282298050529305, 0.02081172630887966, 0.02384508898942136, 0.020362454431747043, 0.01584230949963133, 0.018437989123991985, 0.010214924983658873, 0.014034957247034775, 0.02321254137292704, 0.018110737069828294, 0.019916008116269163, 0.010251470562685785, 0.021031054328124174]"
11,9,177.27036557616654,"[0.9895697103911762, 0.6427714609000673, 0.31135554620437517, 0.27398525813814395, 0.16166858328843037, 0.34018617244098387, 0.1538397280104084, 0.19701875672127342, 0.056737114256246904, 0.08944850251448878, 0.1347665100791609, 0.04946556998535196, 0.052794859786779134, 0.09125177930848655, 0.023508489633231544, 0.023260557732652752, 0.07648323934800022, 0.08831462892744694, 0.11438540095159523, 0.17237205877883088, 0.14579523788320264, 0.03193322159593956, 0.0997584985866328, 0.06448410369516332, 0.07092723771997717, 0.11725973384008444, 0.22242181866728222, 0.313528767320435, 0.04457884698972112, 0.04020912278535206, 0.13964505825525403, 0.057422289920532554, 0.15265639076760937, 0.0840203126452705, 0.04300946675446902, 0.05852561094868666, 0.03619007225789376, 0.0317658516492973, 0.07403546581475234, 0.08864057616239625, 0.06325691817334901, 0.054657158812540844, 0.07630147971752509, 0.044740532068795955, 0.036405155392767584, 0.027582486195756366, 0.049038395830805416, 0.04599434909293272, 0.04438986087463838, 0.06063461346912357, 0.03831689414525655]"
