1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,agnews,FedAvg,0,1.6520326489361836,0.250407421336342,0.4999583946583161,0.3748609684061978,0.3200130093162317,0.5
3,agnews,FedAvg,1,1.434299791380214,0.24921649743011157,0.49955872667083673,0.44301605194864635,0.31255481158337434,0.5
4,agnews,FedAvg,2,4.159788951870648,0.250407421336342,0.4997419936503802,0.3748609684061978,0.31574737210542386,0.5
5,agnews,FedAvg,3,2.293856695508965,0.24971793907484016,0.49941905813243304,0.27748489737971554,0.2859157380976321,0.5
6,agnews,FedAvg,4,3.4923240286488353,0.24971793907484016,0.4995559293031642,0.27748489737971554,0.28562244967188666,0.5
7,agnews,FedAvg,5,1.939175031425485,0.24971793907484016,0.500469943686747,0.27748489737971554,0.31272180090896384,0.5
8,agnews,FedAvg,6,3.1312621374429273,0.24971793907484016,0.49943712684179675,0.27748489737971554,0.28591364847018896,0.5
9,agnews,FedAvg,7,2.230732472110677,0.24971793907484016,0.4994104883487012,0.27748489737971554,0.2859137108989212,0.5
10,agnews,FedAvg,8,2.3378158885603852,0.250407421336342,0.49973214695172746,0.3748609684061978,0.31613455348347713,0.5
11,agnews,FedAvg,9,3.2668669254076774,0.250407421336342,0.4997820115038586,0.3748609684061978,0.3160913806889443,0.5
12,agnews,FedAvg,10,2.1130876193310857,0.24921649743011157,0.5002341379622517,0.44301605194864635,0.3114084026045731,0.5
13,agnews,FedAvg,11,2.2571543570650316,0.2506581421587063,0.5008377746894626,0.3785598591166258,0.36877334042561594,0.5
14,agnews,FedAvg,12,4.146039848639589,0.24921649743011157,0.4987127657879053,0.44301605194864635,0.3564950587466115,0.5
15,agnews,FedAvg,13,1.9772272458011801,0.250407421336342,0.5004608729829898,0.3748609684061978,0.2860126517417632,0.5
16,agnews,FedAvg,14,2.8735729896894493,0.24971793907484016,0.4994142034896357,0.27748489737971554,0.2859091160284662,0.5
17,agnews,FedAvg,15,2.0952604407642963,0.2506581421587063,0.5000532967534315,0.3785598591166258,0.32002874285100813,0.5
18,agnews,FedAvg,16,4.042191600976437,0.24971793907484016,0.5000491735816011,0.27748489737971554,0.2670752794021448,0.5
19,agnews,FedAvg,17,2.6878924202885073,0.2506581421587063,0.5006098084618128,0.3785598591166258,0.35617061259005045,0.5
20,agnews,FedAvg,18,2.736059001335663,0.250407421336342,0.5008992221424716,0.3748609684061978,0.3684412335570665,0.5
21,agnews,FedAvg,19,2.119781441123232,0.250407421336342,0.49984213565961405,0.3748609684061978,0.3199765075163059,0.5
22,agnews,FedAvg,20,3.066092140209092,0.24971793907484016,0.500071033213417,0.27748489737971554,0.26934756430449175,0.5
