1,group,error
2,0,0
3,1.1726266002013357,1.1726266002013357
4,0.8347638456017048,0.8347638456017048
5,0.6779689895969845,0.6779689895969845
6,0.8209275365041695,0.8209275365041695
7,0.5755051928149362,0.5755051928149362
8,0.5259581888193856,0.5259581888193856
9,0.9354563308479928,0.9354563308479928
10,0.738744534498813,0.738744534498813
11,0.6153892668514473,0.6153892668514473
12,0.6270694318267932,0.6270694318267932
13,0.4821168451654941,0.4821168451654941
14,0.5316291389700708,0.5316291389700708
15,0.656378592050496,0.656378592050496
16,1.250029986348765,1.250029986348765
17,0.6562507871907197,0.6562507871907197
18,0.7610905406589731,0.7610905406589731
19,0.5348350240487585,0.5348350240487585
20,0.6706977616831478,0.6706977616831478
21,0.7342143312965158,0.7342143312965158
22,1.2333740844338312,1.2333740844338312
23,0.6737269907764714,0.6737269907764714
24,1.0638061576391102,1.0638061576391102
25,0.6819703148219005,0.6819703148219005
26,0.658818394769281,0.658818394769281
27,0.7009299532171351,0.7009299532171351
28,0.7564032529315353,0.7564032529315353
29,0.6943534834811304,0.6943534834811304
30,1.1043139395948847,1.1043139395948847
31,1.0895303632608406,1.0895303632608406
32,0.6841701325804882,0.6841701325804882
33,1.1121920904850113,1.1121920904850113
34,0.7001827120065911,0.7001827120065911
35,0.7817361381635142,0.7817361381635142
36,0.8286764887804016,0.8286764887804016
37,1.2285474929484632,1.2285474929484632
38,0.6407477913398287,0.6407477913398287
39,0.7301212494666502,0.7301212494666502
40,0.8665310121660489,0.8665310121660489
41,0.8813746287191149,0.8813746287191149
42,0.909525270315203,0.909525270315203
43,1.2187278943307314,1.2187278943307314
44,0.6163870300663827,0.6163870300663827
45,0.8967219330409796,0.8967219330409796
46,1.1483366292635615,1.1483366292635615
47,0.8873130376454986,0.8873130376454986
48,1.1413834077981153,1.1413834077981153
49,0.7941977986001325,0.7941977986001325
50,0.6824040289893158,0.6824040289893158
51,0.8269711260735638,0.8269711260735638
52,0.9105692598276519,0.9105692598276519
53,0.8317777635111756,0.8317777635111756
54,0.8422292484644017,0.8422292484644017
55,1.1738421847609224,1.1738421847609224
56,0.9517405954007194,0.9517405954007194
57,0.5838967111290738,0.5838967111290738
58,1.2501672253435332,1.2501672253435332
59,0.9760187028030963,0.9760187028030963
60,1.0580661783181562,1.0580661783181562
61,0.8397827438279052,0.8397827438279052
62,0.8328065875360315,0.8328065875360315
63,1.2229806834177077,1.2229806834177077
64,0.9099725313842231,0.9099725313842231
65,1.2443932896042738,1.2443932896042738
66,1.1651664364280756,1.1651664364280756
67,0.8556589389350772,0.8556589389350772
68,0.9290910002826415,0.9290910002826415
69,0.8542986270810373,0.8542986270810373
70,1.0748392293938969,1.0748392293938969
71,1.050435083057847,1.050435083057847
72,0.9257906131327261,0.9257906131327261
73,1.2431920763953694,1.2431920763953694
74,1.2080288219862958,1.2080288219862958
75,0.8624204348699795,0.8624204348699795
76,1.0791545674438514,1.0791545674438514
77,1.1714398971200168,1.1714398971200168
78,0.8705430774071982,0.8705430774071982
79,0.7581649143423796,0.7581649143423796
80,1.1856812065784077,1.1856812065784077
81,0.925184480078982,0.925184480078982
82,1.0790990758118286,1.0790990758118286
83,1.063218699538482,1.063218699538482
84,0.8564083360470452,0.8564083360470452
85,0.991632045335312,0.991632045335312
86,1.3133680145366748,1.3133680145366748
87,0.9283701690200776,0.9283701690200776
88,0.9443947967223424,0.9443947967223424
89,1.0820604918716594,1.0820604918716594
90,1.128037184193097,1.128037184193097
91,1.141913134165442,1.141913134165442
92,0.8836334837042464,0.8836334837042464
93,1.0960793776503368,1.0960793776503368
94,1.1773385768543139,1.1773385768543139
95,0.8517649393521309,0.8517649393521309
96,1.071446367656111,1.071446367656111
97,0.9298992144791925,0.9298992144791925
98,1.1776826031470062,1.1776826031470062
99,1.4864375462249748,1.4864375462249748
100,1.2393194967579166,1.2393194967579166
101,1.1780384300299336,1.1780384300299336
102,1.1247940249123907,1.1247940249123907
