1,clientid,distance,error
2,0,166.99415105588224,[]
3,1,167.15015710091618,[]
4,2,167.80641512583117,[]
5,3,165.95078833241766,[]
6,4,168.71141150758152,[]
7,5,168.06778884419887,[]
8,6,166.73360041065902,[]
9,7,167.98704811366264,[]
10,8,167.10882612523477,[]
11,9,167.57054740351424,[]
12,10,169.81927428178287,[]
13,11,166.10098808205925,[]
14,12,166.97399295760604,[]
15,13,170.11417739129632,[]
16,14,167.36737440874816,[]
17,15,167.78566101408802,[]
18,16,165.6781640617919,[]
19,17,167.344949287933,[]
20,18,165.41825760746732,[]
21,19,164.17899165220376,[]
