1,group,error
3,1.0,1.3403398908704314
4,2.0,0.409580899998531
5,3.0,1.011638068332431
6,4.0,0.5302416324888453
7,5.0,0.7507474742008413
8,6.0,0.7819895181516135
9,7.0,0.7884607835144605
10,8.0,0.5416728933666646
11,9.0,0.6982075874786255
12,10.0,0.5556763743080244
13,11.0,1.2679570210938227
14,12.0,0.6640110019412793
15,13.0,0.627375309294607
16,14.0,0.9213457802516898
17,15.0,0.674313782970359
18,16.0,0.6967730641085789
19,17.0,0.5644289612404376
20,18.0,0.44506128950755186
21,19.0,1.2341606671295688
22,20.0,0.703336103677717
23,21.0,0.8422682243251081
24,22.0,0.5174406052154278
25,23.0,0.5596732641746021
26,24.0,0.8631673349652151
27,25.0,0.7505624785524627
28,26.0,0.7468249204621895
29,27.0,0.7166172404261524
30,28.0,0.6296595762197976
31,29.0,0.6103039887102444
32,30.0,0.7017460294560856
33,31.0,0.7024142201810772
34,32.0,0.6152297703297294
35,33.0,0.6526837085440842
36,34.0,0.6911205623962746
37,35.0,0.6732978507278395
38,36.0,0.7199861253860189
39,37.0,0.8732202865661883
40,38.0,0.7278000935400467
41,39.0,0.8978506947715029
42,40.0,0.7792219875680375
43,41.0,1.0860470776177853
44,42.0,0.944762952112104
45,43.0,0.6827915505453108
46,44.0,0.9430706602077812
47,45.0,1.1602090639184444
48,46.0,1.1495217139828142
49,47.0,0.7478715423946478
50,48.0,0.9526860974090254
51,49.0,0.7462469802383158
52,50.0,0.7915333232392657
53,51.0,0.718560101513988
54,52.0,0.8133576493020227
55,53.0,0.9395116702764249
56,54.0,0.8636971610710159
57,55.0,1.1495234778956311
58,56.0,0.9670088136088345
59,57.0,0.8918809982347541
60,58.0,0.7936686818254826
61,59.0,0.9464522085561171
62,60.0,0.90356819360251
63,61.0,0.9061365708836646
64,62.0,0.9360978858794153
65,63.0,1.0182740909504373
66,64.0,1.146532567429098
67,65.0,0.8347779345089585
68,66.0,0.7624620122306998
69,67.0,0.927375471495016
70,68.0,0.9395584267154056
71,69.0,0.8360892366308796
72,70.0,1.158473368955832
73,71.0,1.2563769175322224
74,72.0,0.7494416460729507
75,73.0,1.2793380219964194
76,74.0,1.0281945828751278
77,75.0,1.1772078950898583
78,76.0,0.8333945441018304
79,77.0,1.2219978599151518
80,78.0,1.0574824760735304
81,79.0,1.2056227832423283
82,80.0,0.7533338383859923
83,81.0,0.8860887074845833
84,82.0,0.8705161486647057
85,83.0,1.0712337378538106
86,84.0,1.1364479198493218
87,85.0,0.8933482726662135
88,86.0,0.786595057146265
89,87.0,0.8438321227370684
90,88.0,1.153993086327846
91,89.0,1.2658618440901068
92,90.0,1.0963375813741973
93,91.0,1.0843560052710073
94,92.0,1.2353511272382716
95,93.0,1.411633619680852
96,94.0,0.8097236950129758
97,95.0,0.8617107116161111
98,96.0,1.2903527084773747
99,97.0,1.1498336082191054
100,98.0,1.0728642386991596
101,99.0,1.1069404975937638
102,100.0,0.8534964372639384

