1,clientid,distance,error
2,0,163.08153241416053,"[-0.7696394176044521, -0.5888600459423773, -0.551985897375714, -0.4026854806727166, -0.33373374249414733, -0.04712944217489501, 0.035441843009638596, 0.1304517715784368, 0.3262253422813257, 0.37977254757993917, 0.5190588796753308, 0.3380567727454316, 0.4846430616621024, 0.5227800841908702, 0.6159283576599494, 0.5770980426395675, 0.40040292908392816, 0.6061655015317846, 0.32266544060854285, 0.4744046773539563, 0.5705361927136232, 0.600744677672209, 0.6197548373355597, 0.6256298597805063, 0.7322382061498832, 0.5892760406489539, 0.650452023285716, 0.5850390338890636, 0.6279898391871369, 0.3996359387811198, 0.5951702277444956, 0.7211758516996504, 0.5564580932503922, 0.6770415574298831, 0.641644967683021, 0.7520393236960791, 0.667347609527434, 0.7994135587381681, 0.7399287497025007, 0.6371204684027756, 0.6796064136208771, 0.7857718013181583, 0.7451131494765693, 0.7394874057900307, 0.789712235376177, 0.7653106728225131, 0.8624709289274638]"
3,1,163.9012244063334,"[0.3482866565776661, 0.5638415754650243, 0.5659572440263555, 0.3211041387997293, 0.44104519153133287, 0.4830980755781369, 0.3732994857959797, 0.28318846451873114, 0.2495707513074834, 0.14780551910884143, -0.00427930226270401, -0.042799843734470655, 0.2749101696588777, 0.3092776241343823, 0.4769967289827011, 0.5435718280350893, 0.414614698377658, 0.42576496555254173, 0.7440344520411465, 0.5944543786468381, 0.32682513835276983, 0.30386046471647155, 0.6653982236630664, 0.23930956400902736, 0.39764463772104564, 0.5929367444942155, 0.5204987011581277, 0.8015313511171336, 0.4938083585068482, 0.7014894896910278, 0.3366446368013548, 0.3463007162032117, 0.7972264778380374, 0.7824140462581302, 0.7858158741243002, 0.7156994768756041, 0.9838044673611785, 1.083388685411735, 0.7399346535227118, 0.5900038879684769, 0.8925691698567394, 0.6914168406995442, 0.8344766691906715, 0.9019796103782213, 0.5757293273787796, 0.5483830043660978, 0.7901483509762615, 0.5024812683668527, 0.7843466204632517, 1.1471362206999534, 0.7136677680930341]"
4,2,161.91691109307618,"[0.4667471696014459, 0.5182320073272298, 0.419162025950773, 0.47735764006973197, 0.5194770139166897, 0.5319783382001333, 0.4739472197755208, 0.4344615097799921, 0.40573722369641035, 0.4547130587838628, 0.5508267190109393, 0.5189338200737494, 0.5185240720231228, 0.5325151832247047, 0.5162868285335368, 0.48430269975258755, 0.5893878454352779, 0.5823696820284103, 0.6283587817622679, 0.6601905519528619, 0.5671644430061811, 0.5849796192926363, 0.6777480160007558, 0.7218688509309358, 0.6153141737932998, 0.6557988054115215, 0.757706020213332, 0.7722802383804153, 0.6762762165324534, 0.5891692685106977, 0.6507474033828812, 0.6942409500790102, 0.6981798207556754, 0.705811913822487, 0.7715437490118484, 0.6299347455408301, 0.7461898436693594, 0.7359863222166552, 0.6724575625428608, 0.7779050000105666, 0.6901066520479858, 0.701883944989866, 0.6653686597382995, 0.7620848016798579]"
5,3,162.1411096579629,"[0.7226492733487201, 0.46942420046182765, 0.4440609150318079, 0.5152473136809081, 0.5862228503154884, 0.5725266626079295, 0.43696096660869244, 0.47977299147245356, 0.5267397404286662, 0.43085867799428984, 0.5043894420462107, 0.5041443455335417, 0.5520101779608035, 0.4373985349414687, 0.5284167399053943, 0.4318665382801809, 0.5188410042069078, 0.4575123371283537, 0.5794598621435767, 0.46970972508841746, 0.5135063658867157, 0.6208976910733739, 0.5294294493237569, 0.5231535937401655, 0.6849489987539945, 0.5102013398792267, 0.5504966644417977, 0.6962983171466619, 0.6192715629517389, 0.6272947112826314, 0.7425793751681102, 0.6452172032382948, 0.5774344425194673, 0.6313916487572749, 0.6581071174475441, 0.7928400759107308, 0.819012888351334, 0.896082265410312, 0.8649680183825853, 0.6969108215687961, 0.6783504050681546, 0.700704152098237, 0.6384822025509922, 0.7830175228760693, 0.7568947136920486, 0.7682365443081609, 0.762672443879967, 0.902313574371028, 0.475737277315193]"
6,4,161.16427629678088,"[0.6557704912377271, 0.6635773866241119, 0.5163813981172268, 0.5596433351464458, 0.7114604004135558, 0.6420980430077905, 0.6356771970516779, 0.6303567840730891, 0.6018789045903403, 0.7326635176057648, 0.6539242416762987, 0.6006758549579391, 0.7844294120286194, 0.6716338251198872, 0.645759946866705, 0.7686070277626801, 0.7030859504656678, 0.761339276486672, 0.699133741334161, 0.7210215199630299, 0.7672914863777669, 0.7376318830245029, 0.6840970852564897, 0.7636174805289186, 0.6639805649102132, 0.8967407464366693, 0.692405475870463, 0.8274144131007688, 0.7643361724043516, 0.7016886784080238, 1.0597230172239933, 0.798548182901695, 0.8428083914026803, 0.7159716957369038, 0.8347752793965131, 0.8385601882772724, 0.9859626192086863, 0.7639458035113162, 0.6732714111390932, 1.0028206160044537, 0.9032334175934907, 0.8060357221433082, 0.8129920952384374, 0.7888189072287527, 0.8118527007158113, 0.8467113522767573, 0.7377808015658228, 0.7817788867704973, 0.8144328658790129]"
7,5,160.84106337685063,"[0.4360303282892951, 0.3183845729225625, 0.36621228779821335, 0.3269674508001966, 0.30697880243572095, 0.42133759554165107, 0.43958007012959566, 0.36281794623898656, 0.38541056409555796, 0.3747546005047237, 0.462851823848905, 0.42769358581436484, 0.5963236261485145, 0.3790752788210133, 0.4365231654443778, 0.5677964325396654, 0.3507671840615027, 0.3980392435563651, 0.47040948607861843, 0.385371407300942, 0.5049306366844879, 0.38442047351525016, 0.3008632651160587, 0.5101792480484194, 0.3669175548139416, 0.4263707221063911, 0.45786808458477024, 0.5460461263020261, 0.3676944439241683, 0.5166160943852688, 0.49078065031820484, 0.40099823137623997, 0.29123845199652354, 0.559931724677305, 0.4258313932794287, 0.45261719859374955, 0.4765239513502002, 0.324827133486142, 0.4147032431943687, 0.28066332328045973, 0.5443848378770417, 0.3856118633910012, 0.37068263548173036, 0.11614985087426921, 0.6614770850570433, 0.27643839189228514, 0.5227249541538609, 0.39612473459540276, 0.7108534709151475, 0.6408262883865943, 0.3745573031711441, 0.363171409159583, 0.5664629146642999, 0.10477643255880131, 0.4470673975708299, 0.6356525250862324]"
8,6,160.34662324972658,"[0.7393226244077602, 0.6772077324120231, 0.6413372322029972, 0.607679313022537, 0.582765388137751, 0.5653600721959602, 0.601487545531445, 0.5945665401619677, 0.5951145179975059, 0.6248850421887879, 0.5593369714600671, 0.6778905654468983, 0.6333303646980252, 0.684964239823102, 0.5496061425434529, 0.5571304025988708, 0.5482620360347068, 0.7315207567267062, 0.7259213946344782, 0.6225517120721231, 0.6085263897957798, 0.5849939584619266, 0.55724148587363, 0.6295778090776261, 0.799631906062283, 0.622553405885357, 0.7112694954662543, 0.6314655344120177, 0.783574237817567, 0.7452720487313307, 0.7503780187467297, 0.6959846675856475, 0.6282392194026438, 0.6192927843425121, 0.7214364428136111, 0.7046575503079664, 0.8471384840724889, 0.7839802450799662, 0.6948489002404763, 0.9653220799408633, 0.81689689094673, 0.9284045716104254, 0.7095055802044328, 0.896259343367069, 0.885882446362496, 0.8574732711547763, 0.7557337511624861, 0.8518356233731723, 0.8886446211867615, 0.7964134071334982, 0.9174745862605604, 0.8754405769158049, 0.9806269682173041]"
9,7,162.5881040264423,"[0.8797554009568196, 0.7316984974294536, 0.6554375470359164, 0.6127943678076879, 0.6734853683591807, 0.6648940928732342, 0.7247762378615892, 0.6606254195141169, 0.7592791307396232, 0.8016027667488278, 0.7730905151721637, 0.7224138594064617, 0.7032918715879903, 0.6541822125093, 0.6926991652221028, 0.8016888207513277, 0.833506280019823, 0.7888848612789173, 0.7343030739700016, 0.8028770954961368, 0.718981180022141, 0.8240970732776379, 0.808348333563583, 0.726860705992229, 0.7608897699475012, 0.6873533228466584, 0.9160896791167046, 0.7827189959965298, 0.8976228804114184, 0.7229877153019721, 0.8924999631021723, 0.9165701361998325, 0.7857703894194344, 0.8190587207023682, 1.0781033151110362, 0.9753946429615665, 0.8479078909895507, 0.7875167626044735, 0.8595248185524212, 0.857134514445075, 0.8352415788794983, 0.9786298588977224, 1.0657929260419126, 0.9827434371328944, 0.9325681632929417, 0.9036139428931171, 0.9647503099100716]"
10,8,162.40921454486116,"[0.5341709445912758, 0.45499959412935964, 0.4547091549947778, 0.4445562325262229, 0.42153141106532976, 0.44372624769629776, 0.47112953035500305, 0.43149630684228485, 0.49761980649659376, 0.37582933610431446, 0.3522506781013824, 0.42764265884464514, 0.45639937799251773, 0.5855002248578567, 0.3764102735516081, 0.4893078565397496, 0.5347059541666273, 0.5899789948572862, 0.5559143262755345, 0.5721168878838616, 0.559633432286357, 0.7113118802485331, 0.7735846600654428, 0.5671895379642131, 0.5842586812196318, 0.6474183536977851, 0.6411904139398066, 0.7719437506042992, 0.7223153005249425, 0.575056512509819, 0.7058668576836438, 0.4718192225236955, 0.7680962571508055, 0.6942398403073089, 0.6636278036234775, 0.6141671964240601, 0.6534317369342207, 0.6782763042050284, 0.6519019465182396, 0.6305856970095304, 0.6696918272680505, 0.5853550011414966, 0.7776889652731576, 0.7277977213317167, 0.7587936333751855, 0.7299954905191838, 0.8404138001211853, 0.7634907030933993, 0.6805057434085685, 0.8531326496456597, 0.7357178709117693, 0.8575238468445278, 0.7782172746548661, 0.7731717971868866, 0.7809389926956766, 0.7752423095642046]"
11,9,161.04115256323556,"[0.8370863095864536, 0.7688883794867617, 0.7172094747416792, 0.7037765869973447, 0.729746887067839, 0.7533827489676453, 0.7722648873675879, 0.6584782094450843, 0.6996668259091638, 0.7735116522062999, 0.6820437236624407, 0.705929499151374, 0.7156231479675282, 0.7006724288183637, 0.7607842338078483, 0.7426596944185532, 0.7680727899693297, 0.6554997164534457, 0.6807396611850984, 0.8273363688677884, 0.6745431967374802, 0.7107453453579805, 0.7756992960631515, 0.8908421910716693, 0.6743918189509256, 0.7229332262458279, 0.7374469725868397, 0.6725591006589602, 0.7183908310327595, 0.7836804287755742, 0.813612005289986, 0.7582967931128224, 0.7627874598542116, 0.9218610104407323, 0.8898925965978686, 0.7454216020029281, 0.9964547860586588, 0.9370483084827428, 0.8223419668221175, 0.9912399143919632, 0.8994106983094121, 0.9279010505581429, 0.8118505985974043, 0.9901734458303247, 0.6589244082706677, 0.8039368744776444, 0.8994436735328386, 0.7580617547973528, 0.7721447817194341]"
