1,clientid,distance,error
2,0,163.08153241416053,"[-0.8158439487249197, -0.5706456662968149, -0.5030278242618238, -0.349642775485158, -0.3036982563059093, -0.08015543275792714, 0.16820306466224622, 0.406471367026831, 0.2972554017771291, 0.27322767345545457, 0.2563449944989311, 0.41871932101708326, 0.40086812250225096, 0.4634613939013818, 0.5509487162601749, 0.5723144473235633, 0.42205761233204897, 0.5824155190320686, 0.43697689421431796, 0.43137887671597247, 0.5700770185079316, 0.6225258343454988, 0.6014127278567731, 0.5117905884383105, 0.519277395657783, 0.5697827019086139, 0.6708858106530882, 0.587853633269049, 0.7118050992175559, 0.596862491573775, 0.6889403988160188, 0.5988055603689211, 0.6263630391390826, 0.6334604668929893, 0.7330963434806997, 0.6165836726937433, 0.6512541013282706, 0.7048256864736983, 0.6071841767551232, 0.683669938370843, 0.7577985141413445, 0.7421981330251451, 0.8349737734506015, 0.5367915003690926, 0.7267772517360368, 0.9273355365440656]"
3,1,163.9012244063334,"[0.46568081671635064, 0.46466515040945655, 0.5348248296112177, 0.4907576939936849, 0.48204529934386536, 0.413020519749224, 0.08561604856910987, -0.0008531024758019479, 0.17620965001800837, 0.23059468304031028, 0.27425023471828025, 0.13630647889545566, 0.2662129884044644, 0.4008424701007234, 0.5757558718940058, 0.20540578331014947, 0.5581532319096099, 0.6113777226025074, 0.4079012657834854, 0.09336651397154161, 0.2554631832938833, 0.2937051994628991, 0.6592935134251989, 0.7029006615164656, 0.4455163182618451, 0.36388885093200507, 0.6200538846117363, 0.21129156891681677, 0.27062839683652484, 0.653587097758713, 0.8769685598937806, 0.5165380389301524, 0.7892893052149824, 0.5370740596920062, 0.8044038501449728, 0.3249038054248332, 0.7207745096408569, 0.5311518377991623, 1.006177489102775, 0.6783457013880841, 0.9352148408596996, 1.00501088000432, 0.6668937943530696, 0.9866941777044286, 0.8826487165694619, 0.9098725988456795, 0.9612108922310265, 1.047529412394199, 0.9012624792989918]"
4,2,161.91691109307618,"[0.47074460277142205, 0.5033957225390944, 0.402997891631668, 0.38159614558043403, 0.3590694236082855, 0.4426407373294893, 0.4568672901190513, 0.4294122568510637, 0.44787842838796876, 0.49264966204388666, 0.5437624112965831, 0.5610895572021544, 0.4520458597078092, 0.5551324016865989, 0.5444714706910807, 0.4863868434945134, 0.372902126058613, 0.37553112716675374, 0.6692272834977742, 0.5424400166643337, 0.5211755880354635, 0.6212200351942896, 0.5317473832071554, 0.6709090197165548, 0.6930637645208644, 0.5716018148901071, 0.7183252613565633, 0.44648180075940513, 0.6995513858905013, 0.6821446545579921, 0.7538146205255023, 0.7714972171558909, 0.6864659473276024, 0.6286379479798493, 0.5926098092671357, 0.6419270640996796, 0.8444658868290705, 0.6966701100012944, 0.8124436494551266, 0.7304310527507077, 0.8274696971902937, 0.7513720548977414, 0.7804958191358013, 0.6966434024197024, 0.7843746461646462, 0.8014687441329496, 0.8775682448553797, 0.906219562107637, 0.8026343946009739]"
5,3,162.1411096579629,"[0.537241205202993, 0.4021813073337859, 0.41874592708104486, 0.5399157930512234, 0.49683304253699234, 0.4592692947109722, 0.4094831145614565, 0.4113354758963428, 0.5290588719207172, 0.5597987764120651, 0.5131803243614832, 0.5366251420439183, 0.526595388816726, 0.4650328001132225, 0.5582716798858339, 0.6311935206587177, 0.6643716401952044, 0.6010931806567062, 0.4700236657135418, 0.5017694924135525, 0.5695798213360854, 0.5656507614993114, 0.5720428537347706, 0.5547795896135819, 0.45185332067526424, 0.556305002296527, 0.7749359284072861, 0.615751095961632, 0.7907143982640761, 0.6224600094096172, 0.6545009623354632, 0.5475086758626085, 0.6592458242818553, 0.7212667510590614, 0.6030762769935043, 0.7298100605220226, 0.6253942233922167]"
6,4,161.16427629678088,"[0.6966622691936932, 0.5641982671751203, 0.5160779758602723, 0.514006131524898, 0.5147047639069312, 0.49818657594521076, 0.46201317144905296, 0.5324221085773744, 0.537930115620727, 0.6162856042908524, 0.618713969862594, 0.5669439396508961, 0.6653238861688673, 0.7432712844278132, 0.654671831092716, 0.8200574300093669, 0.6819345604050039, 0.6594655070928924, 0.6575871818530621, 0.710185234514074, 0.6478375812250752, 0.6805379125127095, 0.6750691762274101, 0.7800228948017389, 0.6659140092411285, 0.7506961775431602, 0.726896292096335, 0.703577550562115, 0.6918958197269206, 0.599565496412791, 0.7318736969373206, 0.6651910750259369, 0.6538208140652989, 0.8142587766074827, 0.697793901733784, 0.7529253686273765, 0.5036385643269015, 0.8025176203608039, 0.8405101830643402, 0.7649189908633898, 0.7436374888398105, 0.7878369060122141, 0.6875939013095944, 0.7371271578813507, 0.7608614754213753, 0.8507292589493856, 0.7838429578687579, 0.9144636321693498, 0.9348966046266702, 1.0274318360095218]"
7,5,160.84106337685063,"[0.3748574028847119, 0.22535795352421695, 0.4156501535015802, 0.3758209101328006, 0.4153701465685541, 0.42204504537318527, 0.5402115410946621, 0.47138833853416146, 0.5044541710539489, 0.42496800175800065, 0.45737793863033094, 0.523529086492296, 0.5635019145459712, 0.49884917952974017, 0.49538958649611237, 0.3848540736139208, 0.4352495657916249, 0.5276677220396232, 0.4822391246898284, 0.2959597422989221, 0.4666035725767142, 0.538666222989926, 0.5472976599508244, 0.42739320241002143, 0.5332651161413151, 0.23262979755621316, 0.4708048797097338, 0.42934585359380206, 0.5492111503018047, 0.5086170957289323, 0.5577338566436811, 0.43942476414096143, 0.26365373595315755, 0.37501674770582516, 0.07756354233063267, 0.4546729467411691, 0.3926538180038265, 0.393389450613422, 0.2980201219824449, 0.3391216961010347, 0.6176259287050804, 0.2781082435069099, 0.6776594485598708, 0.26537410873498335, 0.35484283429870034, -0.11857896404760437]"
8,6,160.34662324972658,"[0.7036085751424881, 0.6663628854868597, 0.6569389438503953, 0.6012517577822718, 0.6453525630473627, 0.7276272481415343, 0.7843520323136438, 0.6463839552049231, 0.7163749078997286, 0.6831590082733767, 0.7028029185110924, 0.6791759466117564, 0.6863623456231878, 0.6801044244708325, 0.5677840023682812, 0.5899204782111196, 0.6399107138409963, 0.6850048616213505, 0.746549963569891, 0.6983072107156052, 0.6619294064442117, 0.5710261082460489, 0.7010425076624387, 0.8427240274426411, 0.7003860169420366, 0.8805672849814268, 0.8130268248210322, 0.7602416012962538, 0.7180391230122418, 0.6673522477997511, 0.6944050677444957, 0.8319503805293031, 0.6394376858910159, 0.8741928610052576, 0.7123121333839209, 0.8207008178250925, 0.8440604799286174, 0.7901242705487563, 0.8322656639384227, 0.7708234007725511, 0.7923074687907854, 0.9283692695389617, 0.9627783710337406, 0.806429944667499, 0.580664622965789, 0.9744069378976151, 0.9511363057418247, 0.8097290158973882, 0.8632820224024144, 0.9455913046124563, 1.059217316144225, 0.8766494695020286, 1.0194410578258661, 1.0235656873299401, 0.9861825439262187]"
9,7,162.5881040264423,"[0.6872814025716221, 0.7077291801398646, 0.7231985502929517, 0.7007646369193277, 0.6688868340429945, 0.6209747292466772, 0.6063611673652294, 0.7337821372978384, 0.6301889456582573, 0.6334354296390448, 0.6237472333276088, 0.5538724104206869, 0.6162075887014102, 0.800733980859841, 0.7964731336546208, 0.7370505991815719, 0.8182097665802615, 0.6981700063319604, 0.671602073092022, 0.8156195680998632, 0.7528740076871769, 0.9239899048871903, 0.7867183747329501, 0.7991312377685248, 0.7978868815113735, 0.8089947124486782, 0.8155837033584818, 0.8298418982406491, 0.8267510302801051, 0.8408695080253081, 0.8772777664652306, 0.8841612698603534, 0.95393098567501, 0.8965117073832344, 0.8947857263779243, 0.9236400257798958, 0.6881042639615238, 0.9323898773521415, 0.7822900593228264, 0.9428643782549558, 0.7241972972151653, 0.8946892776946349, 0.7861870306705583, 1.0009467430610497, 0.7563532085714988, 0.8390447137429442, 1.1010356876950547, 0.9898382366250063, 1.0076616409208499, 0.9194830505442131, 0.9397508438934363, 0.8353878454101985]"
10,8,162.40921454486116,"[0.5061122904233241, 0.5284882436898327, 0.6449815837947593, 0.5745155979771803, 0.4696950776511508, 0.5415152126290297, 0.5754286346376138, 0.4516250208709069, 0.4641814741583108, 0.5285298042415913, 0.5800942489570933, 0.6460229449359476, 0.5722000203407935, 0.5293296047111653, 0.5719038466748725, 0.6436872190257085, 0.5880145766939446, 0.7337309134391035, 0.632864447656809, 0.6745384196723387, 0.7164499188050728, 0.6509203815690905, 0.6032999011802637, 0.6863865466817566, 0.8403753039949766, 0.6329776083586771, 0.5958191290519095, 0.7404181072977312, 0.5923173741168386, 0.8005658921900372, 0.3488720757452259, 0.7203526925266641, 0.5548180796459157, 0.7998958786950274, 0.784145218601641, 0.5075116252422524, 0.5661420528572307, 0.6639054055322874, 0.8330547614009736, 0.8106835306137417, 0.8060119113550683, 0.7727551446206414]"
11,9,161.04115256323556,"[0.8619044763058072, 0.7007358128490939, 0.7161543834074511, 0.6367530414878617, 0.6699430984151586, 0.7773100952078831, 0.6170509549675465, 0.6360020479851027, 0.7321940050328399, 0.5139645194583462, 0.6953584291046397, 0.8214058682021839, 0.6780955719334388, 0.7307224451641251, 0.8637548409532995, 0.6752269401232434, 0.5977851910316674, 0.8035451414940354, 0.7022128707585021, 0.6780270465434479, 0.6763335082454949, 0.7094128545620259, 0.7056559376198135, 0.688740758237055, 0.7986096490022366, 0.8122200075105679, 0.7138241233071942, 0.7539752078300579, 0.772718489378734, 0.7577291351780682, 0.6201924668865333, 0.6686558252580553, 0.7895578112246573, 0.8565261464917302, 0.8635601931116149, 0.8231373370939206, 0.8572089294360806, 0.8692541425533209, 0.8211499425018876, 0.7753902701633004, 0.7889178647155888, 0.8796916813232513, 0.7276603115869819, 0.8043733717459549, 0.7290998428783754, 0.917123531755412, 0.7440116208595453, 0.8701021465800425, 0.9914336679091043, 0.7127454917288982, 0.8502546250829461, 0.8071026515776476, 0.788101067396403, 0.857237415109875, 0.79253356297228]"
12,10,158.82725576233173,"[0.42319310038878943, 0.4390653361388275, 0.41849935747213, 0.244752953132632, 0.331055610401623, 0.35318473772018805, 0.35778582582015217, 0.43008039058748115, 0.44284421179755984, 0.3717773803475103, 0.42191021146780455, 0.28604353617929323, 0.3090572397627497, 0.3315016847807435, 0.39069878880692166, 0.39309714608139656, 0.36303489674999434, 0.3610575281570412, 0.37515363394925777, 0.44671967891074116, 0.425218324230978, 0.20605537248008993, 0.3974152486105333, 0.36722738997204973, 0.4038927811661408, 0.525675546028104, 0.43113510423041745, 0.4482160872629888, 0.5066717695358149, 0.45535227375881976, 0.49313379986139405, 0.35776919223766684, 0.6187473900712103, 0.4465843616246195, 0.5380435523886924, 0.48669235492084556, 0.56842053120216, 0.44219753636899556, 0.49276540635101673, 0.5440393097252528, 0.5750887195587827, 0.5308869225343094, 0.45608115187519693, 0.5509335327796034]"
13,11,162.73115435501117,"[0.28233037987073695, 0.329043361768362, 0.27784747369211393, 0.294094288716743, 0.36995846757795936, 0.17005174480462948, 0.17245608665682233, 0.29157933216345633, 0.4202387097501405, 0.5337847832674947, 0.5068865417762808, 0.41386104754841135, 0.3984752715394155, 0.4806246784182196, 0.43903264530272457, 0.4392010553383502, 0.457956263575246, 0.540794791867948, 0.5223753126251003, 0.5332905912563536, 0.5800718366451929, 0.4415405301047469, 0.5757479191070191, 0.6272859767476066, 0.43715953357069715, 0.6665040139701726, 0.5154311333828705, 0.5671153464536651, 0.5907786025111019, 0.6643377598543568, 0.5857796057999558, 0.6005010823833624, 0.5586793892738062, 0.6521216095002118, 0.7614504504890469, 0.6955581084167352, 0.5945906000370933, 0.6383556309888315, 0.6549414786265781, 0.5743723935880333, 0.7728788237271511, 0.6640030134965953, 0.609535752564901, 0.6137984239280035, 0.6659332100858906, 0.6670554495482135, 0.7858556035950551, 0.760537530807563, 0.7027223597057007, 0.6564791873063824, 0.6854237282416555, 0.7680755992354834]"
14,12,160.74108812861704,"[0.5421864304694481, 0.5073181114674973, 0.5023774019443963, 0.6243226260471058, 0.5836715851977223, 0.5776049049817167, 0.5924601538424196, 0.5516751576802597, 0.5410798989452712, 0.4999022677230704, 0.5207506670875024, 0.4729863603516268, 0.5678942270640837, 0.5631345414019149, 0.5357578560983511, 0.5317527651215253, 0.5662932512802268, 0.4628348893288917, 0.6516401496029067, 0.567238926092099, 0.6138664216028107, 0.6160538744422965, 0.5799440698847436, 0.6309697543504071, 0.6036617676983833, 0.6715407848302257, 0.5915222867369603, 0.5997610141290672, 0.6397093182710002, 0.5886073484890751, 0.7689651647640102, 0.7330762653127749, 0.6776682063538783, 0.6573410468703651, 0.7824229425317032, 0.6131834007996271, 0.7117833522296615, 0.6421358151303664, 0.6300342187717436, 0.6416785606685272, 0.6719772469679707, 0.7040537694351969, 0.7225618764748583, 0.7354809106165707, 0.7568345428162102]"
15,13,160.314174262491,"[0.27269156270015693, 0.18841233181202, 0.09851316661120224, 0.17247511903222046, 0.2292222638988597, 0.25877751006673155, 0.3266323536789666, 0.4396410156566745, 0.6263003291434839, 0.4385823015143506, 0.33832310616420824, 0.40656505486645345, 0.42386734893089806, 0.22275903991893198, 0.28847569211567226, 0.33653883519731703, 0.3166758630899354, 0.40148456472013955, 0.4392931429831944, 0.4526042192235079, 0.5017191087586793, 0.5819956919104239, 0.43476660062549494, 0.5616064225160815, 0.5392421814354095, 0.370471475652641, 0.5872841534748798, 0.6389878487982339, 0.3645990477911939, 0.639454650583092, 0.5156481546838867, 0.636683658184011, 0.4202045811001663, 0.7319117102112808, 0.6146966848540584, 0.561055088711606, 0.5834486320956349, 0.5947336887767634, 0.560821423424658, 0.7411820037175406, 0.632199507642732, 0.6623462646562704, 0.7470624506962149, 0.7655830505233021, 0.8413971427766136, 0.8261448907674365, 0.7077256083623039, 0.6616375898160528, 0.7762508292157978, 0.7867550394292064, 0.690891090041222, 0.6139299360945678, 0.623383565444654, 0.68986277595713, 0.6637399114344122, 0.6785999353964423]"
