1,clientid,distance,error
2,0,168.2594959959101,[0.554888934971358]
3,1,174.37781668656552,[]
4,2,181.07903904559686,[1.0703411216386305]
5,3,175.4636486445999,[]
6,4,166.78258478912414,"[0.19927388881236308, 0.16411667086505943, 0.21367866208636394]"
7,5,176.74105245269047,[]
8,6,168.78738686567038,[]
9,7,173.92749948867672,"[0.7572586377067843, 0.7220754039433608, 0.8159082316677909]"
10,8,181.35124408069495,"[0.16116654647708828, 0.07040709203957066]"
11,9,177.27036557616654,[]
12,10,178.19314489644913,[0.8339202550297043]
13,11,174.77462053637896,[]
14,12,171.31149375252784,"[0.13171421337670897, 0.2568797424813776, 0.04036588251172956]"
15,13,180.2943843630986,"[0.952020855685348, 0.0710517986391509]"
16,14,169.56222181664234,"[0.5182574209198372, 0.20568682905259003, 0.23210264045259196]"
17,15,184.55005558709823,"[1.2195921396071623, 0.7066670923710002]"
18,16,174.8678682873961,[]
19,17,176.52644364632104,[0.7216619699904162]
20,18,173.30644498313856,"[0.020481691411361608, 0.025280912482427254]"
21,19,170.56696909020948,[0.19843263832258642]
1,clientid,distance,error
2,0,168.2594959959101,"[0.26312317861138906, 0.40352568547565487, 0.17937633710557685, 0.08698805480073943, 0.17461967762739553, 0.10966764396639318, 0.12088716540654054, 0.03553487654823556, 0.15374940793568162, 0.027058227926793757, 0.15611951352086434, 0.15948364425550635, 0.07708378194680454, 0.11669105658303773, 0.12394819790021228, 0.011378689981959475, 0.029569313967997134, 0.08930920311681868, 0.06594319312409397, 0.045096862401643456, 0.1493385052338823, 0.02069853650772757, 0.0623818221823257]"
3,1,174.37781668656552,"[0.07430663298266157, 0.0437052289344048, 0.04067272566762072, 0.048945282645317105, 0.020750130596137995, 0.025457184046443385, 0.03651682800275594, 0.04728426233786683, 0.018830719349002416, 0.034424776735110615, 0.014587696224208024, 0.03186180328067111, 0.020275329334052693, 0.028237375126822443, 0.027227567500951937, 0.037106918635469506, 0.036805683306299575, 0.032261096293583834, 0.013001480745582461, 0.025283775821085534, 0.011233384839884999, 0.012144491093162912, 0.0474899594256911, 0.040711065134127505, 0.03919983608303232, 0.035807654984967165, 0.017890576865810952]"
4,2,181.07903904559686,"[0.34273537270615634, 0.3796240306859545, 0.16960462383853153, 0.5271221119824896, 0.32522423501047343, 0.32563438885505097, 0.5494440131619694, 0.14693198438390084, 0.11733405633336914, 0.12650137610710585, 0.1980443056186425, 0.10070131514977249, 0.10564618498884541, 0.06187019783440838, 0.1320932130860781, 0.01310386192422026, 0.04087613576157278, 0.16585031701654973, 0.025224616559564608, 0.12061994763272309]"
5,3,175.4636486445999,"[1.1746380495773212, 0.7436689915834315, 0.42950953839350575, 0.5185151406493196, 0.18848980338397267, 0.21254813289230023, 0.21597464312526538, 0.15764471091156926, 0.1953002586808822, 0.28058565030881605, 0.3563098084767733, 0.2633452785924559, 0.18084508529020357, 0.28613685864772354, 0.13061681077489035, 0.19166489537279424, 0.3221914214979534, 0.05623556178111004, 0.0905756601016977, 0.4120745248809114, 0.022526681186264722, 0.07459285695328839, 0.03661635523758475, 0.3313795750577158, 0.25377894084660857, 0.30168726955581215, 0.171112738008811]"
6,4,166.78258478912414,"[0.5488739573005442, 0.3741004353027278, 0.09913215878970025, 0.1250423200797483, 0.2090642424778049, 0.18297979822562516, 0.21242240217145905, 0.10138600538200694, 0.17619756962749095, 0.04603630004271894, 0.11738154337545861, 0.15069410080211462, 0.1256199121462807, 0.11390448561164694, 0.09658887238650915, 0.07120290358685587, 0.08959386331842199, 0.10927188480048863, 0.09406705299275976, 0.0880829211843439, 0.11867143168469976, 0.0753335878108613, 0.0977965443826637, 0.08524935096313412, 0.12216552333051679, 0.1172787949324638]"
7,5,176.74105245269047,"[0.40384628731774663, 0.23831918725791762, 0.24497138986151246, 0.3327208282682147, 0.20389404939906605, 0.26183857034639996, 0.16964529396969968, 0.20730448836191925, 0.040571086361874176, 0.0642934886582375, 0.10455994496961747, 0.07335249189131847, 0.25409727587923375, 0.209954547997548]"
8,6,168.78738686567038,"[0.10053524414739531, 0.015288572959299111, 0.015458535237749803, 0.012935476384403094, 0.00610839632298418, 0.01744900790998277, 0.006203739878949846, 0.003725648880903021, 0.006000402406015481, 0.005179163737236219, 0.00653739760875487, 0.009463343705266667, 0.005897549821067826, 0.010059885466168522, 0.0038006128828857225, 0.00975396948613475, 0.007591359308382039, 0.0052923595695468385, 0.010627879978813395]"
9,7,173.92749948867672,"[0.047486402451308876, 0.07669208289130053, 0.12211568239181887, 0.08358149361142814, 0.086114315051695, 0.03961933095816163, 0.05525318012714974, 0.09746224985683534, 0.12343981235358775, 0.10071792927197734, 0.05223824636778378, 0.09539278620406924, 0.053067358022129335, 0.055050293533059805, 0.01596687769182435, 0.018106679852557466, 0.06553305551461641, 0.04314491602498351, 0.02502047830521073, 0.1240810405506642, 0.11095149591554665, 0.07480680651824241, 0.06822116732135795]"
10,8,181.35124408069495,"[0.02965474447345609, 0.01655110619118822, 0.016226005026637652, 0.03542783504718133, 0.023431273901537816, 0.04300336772929761, 0.01613219079662012, 0.020292308203644107, 0.05787894789531611, 0.021495418738217045, 0.04493920864431397, 0.02247731203646477, 0.02757466417305658, 0.02770748269646363, 0.035924902535054704, 0.02650882915023101, 0.05277972663370635, 0.023839347361860837, 0.021991156214214325, 0.0182532783866041, 0.019510518537969992, 0.029772770209766538, 0.026177013454044436, 0.015844246787456412]"
11,9,177.27036557616654,"[0.05559891443633375, 0.08282827142094418, 0.07231078380277411, 0.0815857602658484, 0.01485426628656932, 0.04991579115612085, 0.04494950304163813, 0.09365107733598899, 0.06544874356253699, 0.06274311401904467, 0.05094681087966561, 0.03091558502294954, 0.025174725598682814, 0.07755874597812379, 0.06210769471085849, 0.07357968036557708, 0.07402291535616567, 0.05186013651036398, 0.0399015417696268, 0.08133403696360568, 0.029973716909152938, 0.1301547475597559, 0.11074172321985584, 0.018589856757450868, 0.10789675010852118, 0.06325123770483275]"
12,10,178.19314489644913,"[0.86194355456309, 0.389849577128942, 0.6073414635806711, 0.8734208844297681, 0.7073060384444428, 0.48008645116599574, 0.594547298659193, 0.3050568829053847, 0.03270000641225986, 0.6640959452756349, 0.21208915724229385, 0.3501486654819455, 0.17556638037284908, 0.05379865983473678, 0.36184232587310305, 0.19921031219904098, 0.2334112912902489, 0.0401134828784344, 0.06024088335091616]"
13,11,174.77462053637896,"[0.7649599989451569, 0.23162217083112288, 0.23702230944030947, 0.058552907464986065, 0.07887919022185907, 0.02988438097300409, 0.1011267420965262, 0.093124804903939, 0.029010742084837105, 0.050960466385363216, 0.039707341271786205, 0.038019693554033916, 0.05384550197499692, 0.06336822357160772, 0.10168984413311938, 0.033154153472312854, 0.02269783793933319, 0.05797907736264082, 0.024022728808403282, 0.01720700098436779, 0.028853747662058032, 0.04781020232115425, 0.043757997403517455, 0.033883978419364594, 0.09042284986212078, 0.06990755178204706]"
14,12,171.31149375252784,"[0.08503561376980386, 0.12455474919124741, 0.0704358924168906, 0.05230804690614547, 0.05859883649260714, 0.037067497280981604, 0.07682775882605614, 0.0785260797864688, 0.027114667538170576, 0.056348068666011684, 0.047152131220126556, 0.08209544941368076, 0.03497400283975401, 0.01805729427537239, 0.07752013322184617, 0.09429169863526292, 0.0663977731693457, 0.07840158944836188, 0.04679965834459106, 0.042284412591549844, 0.06272615635341082, 0.06726480124281167, 0.04914048589750555, 0.0718233538522139, 0.06913352502405118, 0.04277868910672019, 0.04205560107887132]"
15,13,180.2943843630986,"[0.38764638196332796, 0.7829667044615523, 0.4896816728638874, 0.7924278387939864, 0.2546713050210145, 0.23596138882837708, 0.12475165090103897, 0.17187959372425052, 0.44811104499559556, 0.34987952921015575, 0.07216070215702204, 0.050580873263476066, 0.08925994425061973, 0.13726795317190205, 0.2695346587168414, 0.034635255653552445, 0.3236399809807756, 0.11314269481236923, 0.040629086510365134, 0.22513303771820026, 0.09705805856662844, 0.15947029063777346, 0.07851895992252222, 0.07679571351097486, 0.013662257599864865, 0.17513533785702134, 0.06943696830737596, 0.15501733814209315, 0.2011547656579529, 0.25740454334920665, 0.04668391273608781, 0.0995602650339827, 0.14931425327710793]"
16,14,169.56222181664234,"[0.35490572478390053, 0.18082018314952608, 0.05727905224688886, 0.08882972954774188, 0.08881690895548498, 0.07158062054155186, 0.04059041503350782, 0.09862690951926874, 0.035889250942313156, 0.062468947062437295, 0.043907501375304074, 0.04824416435231046, 0.04000520821826239, 0.057367788069685795, 0.06113766155547125, 0.0286365449447417, 0.05196467050822031, 0.022895169906256126, 0.021417315610138214, 0.05038376615191753, 0.04793457352324302, 0.022012153382374083, 0.08109140208560088]"
17,15,184.55005558709823,"[0.7241139442526869, 0.42564400648864514, 0.357107311566194, 0.45339134455467245, 0.46568789124415033, 0.13484306088763073, 0.20255976709021134, 0.10942024822205504, 0.11556001264518402, 0.15138086910422185, 0.13331301005444274, 0.05736038405001003, 0.039484475556637984, 0.19710840791679274, 0.18163818802964574, 0.06842047171076615, 0.19087971879691526, 0.05991393753129971, 0.007968315330344922, 0.026148673470304726, 0.019819639095138494, 0.27944608187109615, 0.05170234151082959, 0.048879185609962406, 0.25801718664430545, 0.06418342531785637, 0.023202355189092874, 0.23702589366789492, 0.032572842913501585]"
18,16,174.8678682873961,"[1.206545701085414, 0.7615268125083724, 0.4371314828215973, 0.19642492375393342, 0.22614885533526569, 0.16333288079031721, 0.1927853719143609, 0.09276336723184168, 0.16029971945603183, 0.04328050793355526, 0.1165760097810945, 0.13985664027724154, 0.11980379029928122, 0.13007239518105682, 0.14080824883523754, 0.19272537593031522, 0.10246237863162276, 0.10440347183306564, 0.07476101306028028, 0.07923872907565753, 0.07057447887482889, 0.056302685461349644, 0.058452496486459324, 0.088988354649851, 0.024142195402107904, 0.0831761462664813, 0.04047644379001459, 0.1160682954726654, 0.08762811548632499, 0.21695159311012868, 0.1110552946442716, 0.07849714670482309, 0.17909168244235354, 0.10741825117634399]"
19,17,176.52644364632104,"[0.7952246726477649, 0.8146249643801483, 0.4697899212765706, 0.4123330269219727, 0.4286034834724824, 0.38960345172153144, 0.3540980214227621, 0.45007956870383, 0.4139351597409161, 0.49022314295180036, 0.2520347616034123, 0.2376840171034836, 0.16148102709960735, 0.18746231196009933, 0.3509349495288139, 0.32518186461231674, 0.23075893496742236, 0.23162195181239129, 0.21663821960036192, 0.2885226290905294, 0.18358510439269526, 0.1782511821859, 0.08089919697929476, 0.09637017086373126, 0.4258099667038064, 0.15602695110565432, 0.1926452952193392]"
