1,clientid,distance,error
2,0,163.08153241416053,"[1.6926276056390503, 1.5111885490710648, 1.4972693111785218, 1.2082008961202755, 1.0622472423035931, 0.7617789348902894, 0.5413231262913226, 0.4385167697247271, 0.42214569717519446, 0.3344508993357906, 0.3889781470421708, 0.33878714785915937, 0.31164552454395766, 0.3054062038816601, 0.2563186614897172, 0.26152154794050697, 0.2197349504601629, 0.2318444025118102, 0.2392439445064165, 0.19387816090527546, 0.23273494913870563, 0.18182731258370302, 0.22445130448586326, 0.1748657718545032, 0.27098209953465136, 0.2273785824904727, 0.19960858658340314, 0.22895133356091696, 0.29008567113430106, 0.25084280463881664, 0.20814211526745852, 0.15399737921542297, 0.21083826855803517, 0.2678928432505303, 0.2536225661693157, 0.21007080825310684, 0.1857425124500479, 0.338406013832333, 0.2746430553251921, 0.19269047532523825, 0.28944015631725367, 0.16777254538579875, 0.17769729246946606, 0.15376662607504185, 0.15609008818136602, 0.26876830917195615]"
3,1,163.9012244063334,"[0.7592620233028557, 0.697355585700953, 0.5805049942708272, 0.5475503920377512, 0.4064155834157056, 0.5028024198243117, 0.667179247519656, 0.5994127604218631, 0.8454459598790689, 0.6155544350964756, 0.8805630092112837, 0.6234509693699858, 0.6265767601303027, 0.7024041938128802, 0.4224356533316125, 0.40545656453441886, 0.5868177355652093, 0.3662988607415577, 0.5274155294518331, 0.40283287103378557, 0.6464776546739839, 0.6291599623838616, 0.3027716806131785, 0.5477983622108527, 0.5296440770147987, 0.27631948959844976, 0.7022059370328567, 0.2692644320504095, 0.7018786985301991, 0.4336747649276394, 0.39835689282577497, 0.29180979224207493, 0.47023897421206584, 0.23818746055195772, 0.614839155498409, 0.33862964807597407, 0.48135623930303, 0.24488608869434833, 0.40605680255312343, 0.4293531561565934, 0.24920379405713683, 0.32242851854784543, 0.6134754593174003, 0.23030339805566677, 0.42743694926641945, 0.2762287771226955, 0.1834603933974695, 0.268647136714316, 0.3231350134507412, 0.22790971738816548, 0.2504902025828102, 0.1466648165847929, 0.6119863958417687, 0.1746630468521132]"
4,2,161.91691109307618,"[0.5947042830244061, 0.48430242104143806, 0.46393964777630914, 0.4554864062569706, 0.4536169973141862, 0.40922311570203934, 0.5106751710419197, 0.3977438039294853, 0.3966298839610924, 0.34652725207167173, 0.3711767292845413, 0.34974781497982316, 0.36214726696030053, 0.3075629601900095, 0.2884005078056758, 0.29355627679991453, 0.26676385104042466, 0.2742428611919441, 0.2775731853720832, 0.2585725676068671, 0.2608043652110108, 0.22579094941985595, 0.24551805191498913, 0.24464342252281157, 0.22434358671547622, 0.20936223262764989, 0.2164520050162809, 0.1845771551282077, 0.19200532906956494, 0.18255851679533117, 0.23488222967409988, 0.3634277170314545, 0.19550403640248393, 0.20549383780193003, 0.17618355271795016, 0.15495866251833887, 0.1469732352357865, 0.12991953166110637, 0.12465788024134973, 0.16186938840911927, 0.12627850704047022, 0.27625244802149707, 0.12840896281780873, 0.2628262748349748, 0.17309678605400897, 0.18835709698588493, 0.12926946400491224, 0.11571569411682571, 0.2568961208073611, 0.1709957331162232]"
5,3,162.1411096579629,"[0.6106992827679588, 0.4530888952764247, 0.4102027496754082, 0.35305820532370863, 0.3411314113087968, 0.32771375471844, 0.3067886898447617, 0.3005055078619473, 0.29982076343845404, 0.28226784563584734, 0.2740831187017278, 0.2574987076459286, 0.2591402631725274, 0.25446163887434076, 0.25034458011929045, 0.23631465953940478, 0.21937339214752194, 0.25929733066360555, 0.334196237101185, 0.3056270260034397, 0.23929369904702796, 0.19351258032689483, 0.24959069596191483, 0.21630197329706954, 0.14335981949785873, 0.1368825862841831, 0.13505992306054238, 0.1471493898686741, 0.13356527868666185, 0.1597633501366255, 0.13884561303371995, 0.13517550813491958, 0.25500636830810036, 0.14312411322193502, 0.12337882344210144, 0.149340321479106, 0.3184890054728472, 0.12502713259493853, 0.15197805606509684, 0.1070679735004101, 0.1091055384116231, 0.09559514710115875, 0.1151050137985723, 0.10428196722287639, 0.10937329031192221, 0.12454663873486187, 0.14035901553908772, 0.17071154656395163, 0.17733075994832426, 0.1327056033608614, 0.22321899173461707, 0.09540504421358033, 0.35088104882716203, 0.10227749557036006, 0.10601580772883139, 0.07861015808604517, 0.23038080923438092, 0.18405465304311006, 0.10375746748599038, 0.0960606663124576, 0.22853084641712693, 0.10603249828306134, 0.10948742088507216, 0.11036582328178231]"
6,4,161.16427629678088,"[0.5004370766424242, 0.42917811205268075, 0.40016277683488455, 0.37351323127339797, 0.34480444586838477, 0.3112526046365528, 0.28754433978351646, 0.26138669139080256, 0.2556177616308727, 0.2430508401110176, 0.23843484721191127, 0.24907657800868316, 0.22136029409591673, 0.2195996217403099, 0.241097236695339, 0.22647430166362167, 0.22447102876818092, 0.1689681322822326, 0.19586333621608207, 0.1619970768837747, 0.16932080960906132, 0.1791985956086109, 0.16065859858316175, 0.1709251949588489, 0.1784091113960963, 0.205352958975263, 0.18134183969965426, 0.2321105071380586, 0.12900298454106524, 0.16692736164142175, 0.17864977504125695, 0.1439002775619026, 0.19222725104265911, 0.14820595863723565, 0.12521874971442445, 0.16724630787153155, 0.16896492111433378, 0.1818617057835435, 0.14378187653129504, 0.1803669907782429, 0.13137586618132233, 0.18981033216581553, 0.16328626489466913, 0.10381905068660588, 0.1634839411017172, 0.11964662953062688, 0.14259531575148196, 0.13811502462678252, 0.14900108516318328]"
7,5,160.84106337685063,"[0.6966905952322607, 0.6195286315384632, 0.6117041412422743, 0.6116042513493448, 0.5289171624106045, 0.5310123870087167, 0.5066028018660533, 0.5179658749474523, 0.4837233379964406, 0.4453152839478571, 0.4502553671268591, 0.49053547108953355, 0.4783395096752793, 0.32535994615027447, 0.4239028597215656, 0.42118260887914705, 0.4355459450150859, 0.5064886079410401, 0.3851922964803331, 0.38320494040172587, 0.4199180328226551, 0.33177732519077835, 0.41019191259896615, 0.4172860782067194, 0.5049405184744198, 0.3464541758084063, 0.42342451592786046, 0.42077615469820256, 0.49823834604928074, 0.323279754112876, 0.5793800580090223, 0.5093540504133731, 0.4673943982388058, 0.44004652371807124, 0.4405037288447693, 0.540388594048424, 0.35086643127336475, 0.4803531645121014, 0.4914435618592991, 0.4289976925528026, 0.6370021479923094, 0.41164029317283884, 0.5213689045106791, 0.6478613777056927, 0.30214357954898524, 0.45054645920007524, 0.27159538542409334, 0.45169756471324035, 0.5124362665916806, 0.46977606551270695, 0.3601676170967873, 0.20554633685788454, 0.5870183204418253, 0.3711508098864389, 0.40770693366010047, 0.41766026570490794, 0.5814883930695923]"
8,6,160.34662324972658,"[0.5045008104782758, 0.5019957401018725, 0.4802479982544478, 0.4689832429722222, 0.43927364884134523, 0.39621100659122865, 0.3761891273221333, 0.3747684997990832, 0.3797125983714269, 0.38136862312021425, 0.3706392644131062, 0.3459401639358104, 0.3176242463545929, 0.29243854163324207, 0.3292335913300461, 0.36044816576561695, 0.27795510601715967, 0.35956811720222526, 0.5130065582276911, 0.38195298767794306, 0.3955433269913625, 0.5418172408530576, 0.3746765052661953, 0.36929544866050107, 0.34051733158234265, 0.44631809465044137, 0.4407911429869424, 0.35021214798521577, 0.3191475816013423, 0.3097638341631735, 0.30801890395711584, 0.2904565844435852, 0.4466105077563893, 0.190307639518598, 0.30020495720128537, 0.2313712971280797, 0.2642369701502239, 0.3107603433361317, 0.3640406229612372, 0.27789865984771805, 0.1516217331663891, 0.5697113080623932, 0.3096945209007317, 0.2471469865536243, 0.35072375118668325, 0.47584606946652913, 0.40094839739876076, 0.21808666476976593]"
9,7,162.5881040264423,"[0.5123210870903927, 0.44697376375495296, 0.38806223971875564, 0.37038657034034755, 0.32545030390658397, 0.3155407991391708, 0.30877291885178787, 0.2924285776347991, 0.31925553515827704, 0.2531471525626196, 0.24105157308260716, 0.26396070224022933, 0.23900709938744863, 0.22161918423149193, 0.20820815785279798, 0.2358443144667851, 0.199477898813655, 0.22620791316675828, 0.19331996322928155, 0.2100941950305658, 0.19236124319593736, 0.22791138333718552, 0.23153722100218604, 0.21522336958352625, 0.16260743569280742, 0.22716023825745396, 0.2178830228413641, 0.19623402951209373, 0.20379442087597582, 0.19957582249473643, 0.16829383504802214, 0.1969938896930841, 0.2095035989055688, 0.20572966755351957, 0.21001646728936635, 0.11114052095055019, 0.37325943642756715, 0.2700285482956719, 0.24719114394775488, 0.2884353049032549, 0.21519141343928133, 0.27479258471604623, 0.30081368974905853, 0.24987300712065508, 0.19023552106164224, 0.2655525372644363]"
10,8,162.40921454486116,"[0.5948345656154191, 0.5567732024339395, 0.5430856439843282, 0.5430914208546698, 0.518041234068502, 0.4874223842919709, 0.48094026829668607, 0.4748672894489112, 0.4265751357487088, 0.41849121378505566, 0.48158975793245495, 0.3675060428260468, 0.4162290896459984, 0.3444294520702154, 0.34265796733900417, 0.33897139527302067, 0.3023349349166662, 0.321889353479594, 0.30866531730052754, 0.3535722716875222, 0.2935071515689166, 0.3286911923199459, 0.26646156585616476, 0.26385594110308347, 0.30308010436081684, 0.3230326969031934, 0.3129798430009416, 0.3101200068430713, 0.29746261341735053, 0.2605577750742335, 0.235085978391754, 0.27249083856516426, 0.29030222686551305, 0.2857540116803366, 0.23606948976513695, 0.24418684688368597, 0.3765809651085458, 0.2658841116095176, 0.18598030819869293, 0.19790960551807357, 0.20009553990315984, 0.20488488871374935, 0.14690849775257275, 0.27994297579079175, 0.20867651887063532, 0.23012491687853032]"
11,9,161.04115256323556,"[0.42016435485245207, 0.48108540284337376, 0.4141719194042944, 0.3673024561630166, 0.3499984082589879, 0.3045184672887136, 0.28697827611050725, 0.3267120278458749, 0.30570727659061214, 0.3477886834603507, 0.22867391156220596, 0.23069161180476475, 0.21585837004318517, 0.2889522961904359, 0.2923243039197794, 0.32085906813328163, 0.2508202311404803, 0.19395814263044148, 0.300634311755989, 0.2450981212689818, 0.2620566701034921, 0.2647930063611844, 0.2777708356604773, 0.2539768858854314, 0.28581238369265843, 0.19448106198030338, 0.32472780508832094, 0.2412915814744395, 0.17754651119076145, 0.28698056471105765, 0.2832193718272942, 0.307899207096787, 0.18621830731949665, 0.2591290070152476, 0.18730790616811402, 0.16626770825260312, 0.3244531988510441, 0.3471714894537192, 0.28538792650761347, 0.24316285404168547, 0.2379732038593779, 0.27181876238959696, 0.2213304202846897, 0.23431010320293863, 0.33960548233639243, 0.27342057268001735]"
12,10,158.82725576233173,"[0.6129294931932373, 0.5858061486741288, 0.559703218239742, 0.5488926519247116, 0.5229940496328167, 0.5034722878012315, 0.5034918314171517, 0.4702768408150345, 0.468548870441098, 0.47998432551516473, 0.48079212156174045, 0.43847864316075713, 0.4217416875839502, 0.4048811172786224, 0.4115588598808735, 0.4167733363563423, 0.37615442101414487, 0.3417827085346249, 0.31733356092452164, 0.2981284426669021, 0.3223563489051817, 0.31647869032701087, 0.2579359247575099, 0.24546137037610366, 0.23906935940859372, 0.22768073065433037, 0.247219145406847, 0.23737515736690418, 0.23961257125556815, 0.22712180154200287, 0.23117784067454125, 0.21303743157509517, 0.24149006211658142, 0.22124769024420085, 0.23838921483956166, 0.31204436118829465, 0.2674370188215221, 0.2331432009037901, 0.2415135350907165, 0.29732148192130714, 0.26201644982641237, 0.24239344381979758, 0.21070178308012183, 0.32472486428592434, 0.21180870083204856, 0.2153773208495503, 0.1926455798478496, 0.20206003432461653, 0.1929727103611912, 0.2387989435868872]"
13,11,162.73115435501117,"[0.6817403447732244, 0.641715028067993, 0.4422105695062118, 0.4390723051508618, 0.47807438645495154, 0.45934942032348786, 0.3878713874079873, 0.2986036734841612, 0.3123426810130105, 0.2717650633937334, 0.28581261528106283, 0.2737737484109648, 0.2755844305669372, 0.2668365133516255, 0.24866461866115733, 0.2481269855613419, 0.23888396305514636, 0.20151852524671177, 0.27135865081700444, 0.1865469819923474, 0.20990273768399317, 0.13753549738420207, 0.16852811352348168, 0.1472928250592841, 0.11772392165924654, 0.16454396934301885, 0.1271839932409121, 0.13252766013489922, 0.17948304029745735, 0.14081538924461506, 0.12375061939743692, 0.11101743377748552, 0.0984272702132462, 0.09099566343049259, 0.12235852221053746, 0.11806997666420416, 0.1093301903465077, 0.14580804375837805, 0.08362749967560142, 0.0814012463210677, 0.10127753969096838, 0.09502462759690528, 0.17442519374152773, 0.09451140698165839, 0.09165657128406887, 0.08373143149414758, 0.08640102916886372, 0.12299176079221798, 0.08198243617840949]"
14,12,160.74108812861704,"[0.47994723823946556, 0.558498711175133, 0.4484684592945378, 0.4226205309965712, 0.4094087103628495, 0.3889368636125066, 0.3501033138944299, 0.3329063498685224, 0.28590814622174715, 0.27398961378314896, 0.31352540738909923, 0.2941146931020139, 0.3031670409188834, 0.34430496831695073, 0.2777652578437906, 0.33955523853026237, 0.2518598842397061, 0.2602773002131614, 0.2866780509512012, 0.296106432853856, 0.4349604882793201, 0.3104138588970507, 0.30787169503383216, 0.21223422795558936, 0.26241662989305725, 0.2393260591038054, 0.2004713388775925, 0.24616206316384237, 0.2115189783040512, 0.24822542126989816, 0.2277381994454518, 0.26570486577033503, 0.21800239374984445, 0.2369055242453363, 0.14180193459077195, 0.224688920695025, 0.2866959441323258, 0.2065415892011751, 0.3248016719089819, 0.32518379746903425, 0.19601155682816823, 0.18545589214559557, 0.19371540646722105, 0.19379959033060865, 0.22118660309086877]"
