1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,Cifar100,FedAvg,0,7.350317579786711,0.010461087420042644,0.49941497597816265,0.0218137051931012,0.06483690497936268,0.5
3,Cifar100,FedAvg,1,4.869881938517974,0.02771855010660981,0.541408993242385,0.02491990808659135,0.07157656379202289,0.5
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,Cifar100,FedAvg,0,7.350317579786711,0.010461087420042644,0.49941497597816265,0.0218137051931012,0.06483690497936268,0.5
3,Cifar100,FedAvg,1,4.973203933614362,0.02332089552238806,0.5332160819623373,0.024012271172223824,0.09328736633244009,0.5
4,Cifar100,FedAvg,2,4.610807883614346,0.03971215351812367,0.5961769911487946,0.033928606506470456,0.10124873391174431,0.5
5,Cifar100,FedAvg,3,4.481777191628682,0.04337686567164179,0.636737608797736,0.029250602684194358,0.07458587867225032,0.5
6,Cifar100,FedAvg,4,4.431835175599732,0.049307036247334755,0.6575785709330016,0.04367527494569322,0.08382768283825305,0.5
7,Cifar100,FedAvg,5,4.3023588047547605,0.07216151385927505,0.6799569163462985,0.04455666230424831,0.08256298306346528,0.5
8,Cifar100,FedAvg,6,4.2862147691092485,0.059768123667377396,0.6983750588165081,0.04771376638414472,0.07684327137533745,0.5
9,Cifar100,FedAvg,7,4.197281466039808,0.07336087420042645,0.7102070307985673,0.041738798956042954,0.0777846930460447,0.5
10,Cifar100,FedAvg,8,4.156730145656051,0.06529850746268656,0.7334393129444323,0.044327650921171045,0.05211361913194438,0.5
11,Cifar100,FedAvg,9,4.149094872628639,0.0681636460554371,0.7324389905564606,0.04708707170492583,0.059965336163208295,0.5
12,Cifar100,FedAvg,10,4.027343635095903,0.08981876332622601,0.74802128967358,0.05040332787458427,0.05345164613787033,0.5
13,Cifar100,FedAvg,11,4.012429592056305,0.09128464818763327,0.74850257607561,0.043627039513314994,0.07151522905414075,0.5
14,Cifar100,FedAvg,12,4.033270030879737,0.08908582089552239,0.7512341166098377,0.04210299827116961,0.05479199682645378,0.5
15,Cifar100,FedAvg,13,4.055354545314081,0.09321695095948827,0.7494759864647837,0.04844840804667469,0.07610708570632078,0.5
16,Cifar100,FedAvg,14,3.9966026941687796,0.09308368869936035,0.7614819222607035,0.05647193976037415,0.05307198817515075,0.5
17,Cifar100,FedAvg,15,3.917481461733055,0.10074626865671642,0.7684095839345265,0.048627692105629096,0.04524012232069633,0.5
18,Cifar100,FedAvg,16,3.87022090001667,0.10387793176972282,0.7725338519714453,0.049563696018108054,0.04056571915856234,0.5
19,Cifar100,FedAvg,17,3.863869250350905,0.10774253731343283,0.7724894481436139,0.046831818785898385,0.04821659011161368,0.5
20,Cifar100,FedAvg,18,3.8839845799600243,0.10834221748400853,0.7729783551595408,0.039924570226239374,0.054482774479221785,0.5
21,Cifar100,FedAvg,19,3.912266274906524,0.09974680170575694,0.7766846103886259,0.04131955585544879,0.04664311404572045,0.5
22,Cifar100,FedAvg,20,3.7946350741028003,0.11940298507462686,0.7852949000537653,0.03810399388993014,0.04085668907341944,0.5
23,Cifar100,FedAvg,21,3.8542967623789273,0.11280650319829424,0.7788263920925567,0.04195634665389958,0.045429046672994966,0.5
24,Cifar100,FedAvg,22,3.815508101211708,0.12166844349680171,0.7822888776756578,0.04558141728194219,0.04932602957984319,0.5
25,Cifar100,FedAvg,23,3.937744303840565,0.09634861407249468,0.7785576736938263,0.035674873015682916,0.0434700261873366,0.5
26,Cifar100,FedAvg,24,3.804617791174994,0.12173507462686567,0.785875675578885,0.04795157893340254,0.03811617205063925,0.5
27,Cifar100,FedAvg,25,3.7746017861728927,0.12373400852878465,0.7882474152382515,0.061888092461698026,0.03452980872141436,0.5
28,Cifar100,FedAvg,26,3.931534244138943,0.09381663113006397,0.7862186947881212,0.03952132829378936,0.036728766151873066,0.5
29,Cifar100,FedAvg,27,3.75682002891321,0.12739872068230276,0.7941775486197188,0.039227484238705444,0.03376408854244912,0.5
30,Cifar100,FedAvg,28,3.762294186177446,0.1275319829424307,0.791418275466445,0.04476628904492762,0.04396047914024403,0.5
31,Cifar100,FedAvg,29,3.7323025219795904,0.12646588486140725,0.796085956880986,0.05525085520918886,0.037839248897860986,0.5
32,Cifar100,FedAvg,30,3.7188532757517323,0.13599413646055436,0.7951011104524504,0.05348261980947722,0.035732092651145846,0.5
33,Cifar100,FedAvg,31,3.7061275602118693,0.125,0.8009001661400011,0.0429800135113944,0.024677304974787713,0.5
34,Cifar100,FedAvg,32,3.7142704019521484,0.12759861407249468,0.7957228578552619,0.044605237711898844,0.03892691523171858,0.5
35,Cifar100,FedAvg,33,3.667286008389644,0.13845948827292112,0.7998932417138089,0.04683751477198812,0.035804543597057994,0.5
36,Cifar100,FedAvg,34,3.686547455923813,0.13579424307036247,0.7979443970042582,0.041380987805478074,0.033040047706994854,0.5
37,Cifar100,FedAvg,35,3.7034132854356563,0.13386194029850745,0.7985488355413144,0.04220211254386634,0.037241085142093594,0.5
38,Cifar100,FedAvg,36,3.7147246543738874,0.1361273987206823,0.7938272818102351,0.05454138010443575,0.04237733799674857,0.5
39,Cifar100,FedAvg,37,3.7351943000825014,0.13259594882729211,0.7956657084471874,0.04505348556525965,0.04306966282484114,0.5
40,Cifar100,FedAvg,38,3.724853046443873,0.12839818763326227,0.7990214817751462,0.05714074772472654,0.03613486586615926,0.5
41,Cifar100,FedAvg,39,3.677839079015176,0.13352878464818763,0.7996191935293239,0.04395973635059156,0.03486600153658276,0.5
42,Cifar100,FedAvg,40,3.763969252551075,0.11673773987206823,0.7996782363759558,0.03772806099756738,0.03617750752735163,0.5
43,Cifar100,FedAvg,41,3.7365329958931914,0.13199626865671643,0.8006236219520801,0.058283901499112944,0.04014324252832916,0.5
44,Cifar100,FedAvg,42,3.7506239882802395,0.11913646055437101,0.8008992172142518,0.04406881167154568,0.031246573374815144,0.5
45,Cifar100,FedAvg,43,3.632636928835112,0.14285714285714285,0.802666295540017,0.043608908119312825,0.03376732020142989,0.5
46,Cifar100,FedAvg,44,3.694534511726069,0.1396588486140725,0.7996248846943469,0.044134737146794736,0.03726745470208894,0.5
47,Cifar100,FedAvg,45,3.6635836061581326,0.1439232409381663,0.8016748246276172,0.050232241639434114,0.04161151319632366,0.5
48,Cifar100,FedAvg,46,3.6584302525761245,0.13659381663113007,0.8048395694462074,0.05279365056082722,0.03092278193480203,0.5
49,Cifar100,FedAvg,47,3.65901321285646,0.134794776119403,0.8026007937392166,0.034889094534199326,0.03298637700975767,0.5
50,Cifar100,FedAvg,48,3.6595003838705393,0.13852611940298507,0.8042399664054556,0.041212329933122654,0.032343222468335174,0.5
51,Cifar100,FedAvg,49,3.647743199897436,0.13739339019189764,0.8065289825837267,0.06559842959891775,0.031905116403516405,0.5
52,Cifar100,FedAvg,50,3.6077214102105852,0.14572228144989338,0.8045495585680263,0.05637524136761915,0.03801590182394781,0.5
53,Cifar100,FedAvg,51,3.6306177107459856,0.14312366737739873,0.8048562028383948,0.051046679464599856,0.04105219302366428,0.5
54,Cifar100,FedAvg,52,3.5903394183078032,0.15265191897654584,0.8055913445841145,0.0539197593314076,0.034037161664353326,0.5
55,Cifar100,FedAvg,53,3.6647341745834168,0.1333955223880597,0.8052401507154735,0.044389354225259185,0.036706824903188134,0.5
56,Cifar100,FedAvg,54,3.674468789092588,0.13752665245202558,0.8047360907533627,0.04371918892348727,0.03540679774081668,0.5
57,Cifar100,FedAvg,55,3.6238552221378555,0.13486140724946696,0.8075925221609668,0.03605441990183336,0.02850999781892936,0.5
