1,group,error
2,0,0
3,0.17452201103780002,0.17452201103780002
4,0.9218495055345219,0.9218495055345219
5,0.08561680924918653,0.08561680924918653
6,0.18841728935990817,0.18841728935990817
7,0.2094573566486233,0.2094573566486233
8,0.3303128656366971,0.3303128656366971
9,0.48328596309225486,0.48328596309225486
10,0.3025287746238001,0.3025287746238001
11,0.038774637114647174,0.038774637114647174
12,0.14409235744671964,0.14409235744671964
13,0.6562842719435744,0.6562842719435744
14,0.03243885997083761,0.03243885997083761
15,0.29366703814396605,0.29366703814396605
16,0.277349527216233,0.277349527216233
17,0.25106042511834226,0.25106042511834226
18,0.5300565212408705,0.5300565212408705
19,0.08753152084298953,0.08753152084298953
20,0.06108356678822466,0.06108356678822466
21,0.010089782548432279,0.010089782548432279
22,0.2773707010113636,0.2773707010113636
23,0.09654765826780703,0.09654765826780703
24,0.010351237638664034,0.010351237638664034
25,0.06590284572628664,0.06590284572628664
26,0.08765923701014669,0.08765923701014669
27,0.39389976500171625,0.39389976500171625
28,0.06652656334543844,0.06652656334543844
29,0.1202349576633528,0.1202349576633528
30,0.2435272949167283,0.2435272949167283
31,0.08300630982194718,0.08300630982194718
32,0.23747042945414887,0.23747042945414887
33,0.15475500370713619,0.15475500370713619
34,0.06913261070236405,0.06913261070236405
35,0.05983783226479918,0.05983783226479918
36,0.05994337415661073,0.05994337415661073
37,0.07680847654862533,0.07680847654862533
38,0.020842486323078776,0.020842486323078776
39,0.07572709921612072,0.07572709921612072
40,0.057877969135600116,0.057877969135600116
41,0.07387806616141665,0.07387806616141665
42,0.14635207281427995,0.14635207281427995
43,0.06864765471736102,0.06864765471736102
44,0.14649171459503985,0.14649171459503985
45,0.1464812708080455,0.1464812708080455
46,0.14665713832460198,0.14665713832460198
47,0.21788811346801426,0.21788811346801426
48,0.05372187036881222,0.05372187036881222
49,0.07894337639269063,0.07894337639269063
50,0.053536511391666944,0.053536511391666944
51,0.1461577818133085,0.1461577818133085
52,0.07009950294039151,0.07009950294039151
53,0.01895255841184167,0.01895255841184167
54,0.013506193449028262,0.013506193449028262
55,0.06908981807256379,0.06908981807256379
56,0.21232588983565512,0.21232588983565512
57,0.01853596453280239,0.01853596453280239
58,0.07397808719619953,0.07397808719619953
59,0.011018760766967102,0.011018760766967102
60,0.05429873321099493,0.05429873321099493
61,0.07159708021680827,0.07159708021680827
62,0.14609185014881976,0.14609185014881976
63,0.14577284787027395,0.14577284787027395
64,0.15043310821629777,0.15043310821629777
65,0.06869810639459015,0.06869810639459015
66,0.011166502081041751,0.011166502081041751
67,0.06700524352511614,0.06700524352511614
68,0.05345272070933522,0.05345272070933522
69,0.049068530442021814,0.049068530442021814
70,0.01751725277739623,0.01751725277739623
71,0.06886218419475967,0.06886218419475967
72,0.1489145746663531,0.1489145746663531
73,0.04845065928411251,0.04845065928411251
74,0.061767852678668,0.061767852678668
75,0.06497377709340824,0.06497377709340824
76,0.047876869908352986,0.047876869908352986
77,0.06452658263005356,0.06452658263005356
78,0.04753580888627123,0.04753580888627123
79,0.0691379026851434,0.0691379026851434
80,0.06382266423707961,0.06382266423707961
81,0.09101986597684544,0.09101986597684544
82,0.05090403111451504,0.05090403111451504
83,0.06370112114609541,0.06370112114609541
84,0.0682640159014528,0.0682640159014528
85,0.06357286141159796,0.06357286141159796
86,0.18848069667907913,0.18848069667907913
87,0.045664018632657837,0.045664018632657837
88,0.06214566043205747,0.06214566043205747
89,0.16015439225050723,0.16015439225050723
90,0.01661609767784034,0.01661609767784034
91,0.13302302511642378,0.13302302511642378
92,0.06683815534958451,0.06683815534958451
93,0.1874251099836337,0.1874251099836337
94,0.05797417347458213,0.05797417347458213
95,0.04384730658850832,0.04384730658850832
96,0.050664318853915064,0.050664318853915064
97,0.13468552925093397,0.13468552925093397
98,0.2542388846617223,0.2542388846617223
99,0.18142434409060798,0.18142434409060798
100,0.08934299622762533,0.08934299622762533
101,0.06302912951981134,0.06302912951981134
102,0.13367980634646565,0.13367980634646565
