1,clientid,distance,error
2,0,163.08153241416053,"[-0.8583120314529851, -0.7366965438973263, -0.5700106647667933, -0.41260550835043663, -0.1416452650562261, -0.029391662355358283, 0.058683900576121606, 0.22447968008376873, 0.2909883016134943, 0.42314810111402257, 0.4020755534279152, 0.4160011010889466, 0.41220846593717037, 0.38338808890665355, 0.5087810193863818, 0.5004808253966677, 0.5532140055663897, 0.5661419957156248, 0.5020488139415183, 0.6062884117620364, 0.5229808983859174, 0.617956573582293, 0.69541309851356, 0.6773453274765718, 0.6772426082239303, 0.545687468903226, 0.6214875535633666, 0.6640733374967986, 0.61848437272971, 0.6280491350502581, 0.6371860809702171, 0.6421598422054915, 0.6855176027374726, 0.6246587905667857, 0.6743091162941997, 0.637242149207028, 0.6157137437291488, 0.749205163703991, 0.6279763245780092, 0.6681413230680271, 0.7400985894246286, 0.7275393826853978, 0.6508504846353633, 0.6438333901971856]"
3,1,163.9012244063334,"[0.3333043316562436, 0.281116317443472, 0.5342965027971164, 0.551794243870366, 0.5027198312895078, 0.38001152738545607, 0.42253250645934604, 0.22115863617919052, -0.002416463808441738, 0.1144428480003491, -0.07424052644037826, 0.23767394781373663, 0.12804719847029788, 0.1435933378507962, 0.2614094645893804, 0.30340509344217736, 0.3321554058744183, 0.22587646850571996, 0.40583132617205214, 0.5150337402372618, 0.47937156082406107, 0.6228962818886599, 0.581579070877903, 0.6084874544455354, 0.7533019577398027, 0.5799875593934386, 0.40707451601127576, 0.6866001027870938, 0.6659821815290141, 0.7275069186716034, 0.7728572132696677, 0.7084804097120135, 0.7969930534402934, 0.6779302872192872, 0.6769433192607575, 0.8168513176324459, 0.7206499703507516, 0.8382994493241707, 0.8117498353245514, 0.946171515866581, 0.7800873615681275, 0.9439650541934395, 0.848552574699014, 0.6604222842797263, 0.9114547937165456, 0.8859289222007944, 0.9933785901397921, 0.9421586081283726, 0.942875281060581, 0.6181385561832571, 1.0907397735539357, 0.7764730791074332, 0.9951497783117412, 1.103596317232181, 1.0239357103369662, 1.1299165886394262, 1.154312990695091, 1.1461055366040218, 1.0516628735907476, 1.3356522691024395, 0.4988808963075431, 1.0573608572624935, 0.7268931737163978]"
4,2,161.91691109307618,"[0.5029230822403566, 0.43811616336461157, 0.39411794715307547, 0.4211836742351249, 0.40530451200902456, 0.32171752771717455, 0.35401316253598275, 0.4041060020713148, 0.4975600187895585, 0.3826728029951507, 0.46159611198834155, 0.4558302278837924, 0.5538932741987899, 0.5381697035339371, 0.6193051270420504, 0.5665131614779695, 0.5885298600821077, 0.4728960647008367, 0.523578444257621, 0.6039798309167568, 0.6304857967571312, 0.6305258646311411, 0.4994973840414533, 0.7256864942383076, 0.776221953750173, 0.6697506640920604, 0.5255227512991325, 0.7238071235395453, 0.7577110652842303, 0.7078061717687529, 0.7284719372781718, 0.705008556408336, 0.7808488831463667, 0.6767614921511645, 0.7149084901883521, 0.6799131480964108, 0.8767629134155333, 0.727637026749819, 0.702270230747245, 0.7595094568580794, 0.8119984623229536, 0.8456900422338798]"
5,3,162.1411096579629,"[0.7043817620683771, 0.5601025266627737, 0.5450181230571218, 0.42555277586373697, 0.4345252113294784, 0.4705353407509519, 0.43225530472301416, 0.43184166249585765, 0.45279063191658847, 0.5028763564834631, 0.4303360264948503, 0.5244290859081004, 0.48695009619344654, 0.46623321914237775, 0.43873564662340253, 0.5755768268871847, 0.6401531554797438, 0.5429452927126389, 0.6376256091550867, 0.5230450117761118, 0.5682294200026354, 0.6398911190530248, 0.6033884284574507, 0.5933479636796679, 0.6227746663071805, 0.6582103908058711, 0.6217931133146939, 0.6740092797861554, 0.6949911170120519, 0.6234009320394238, 0.5973595034113656, 0.7303863676458374, 0.6669689418680674, 0.6388093936110304, 0.6224551538041367, 0.751333820613899, 0.6882820264258218, 0.6883716101266308, 0.6284474052910143, 0.7420421835654005, 0.677836098931686, 0.6317033626298691, 0.7471036301917334, 0.6526362714662592, 0.38161317245892534, 0.6296688909120373, 0.7802980336586323, 0.6480486217303281, 0.6686222572629184, 0.6637149331397518, 0.6052078378076969, 0.7653326944993143, 0.7184895978532704, 0.49520935087416174, 0.842178880860732, 0.760626350057142]"
6,4,161.16427629678088,"[0.6684863946304239, 0.6119659520307434, 0.623190564883987, 0.5564151743946104, 0.517085689674194, 0.5528357758376768, 0.641092368551009, 0.5270144823604974, 0.543457793346847, 0.5803360601255297, 0.6318211172861483, 0.6275642614344882, 0.5274579064818848, 0.6649058260022702, 0.6567952852591139, 0.5344155362185663, 0.5991564045162422, 0.5510435288073272, 0.6867362967569322, 0.7259465130936409, 0.6144728636575624, 0.6717494876640029, 0.6013901360092442, 0.7660174082983727, 0.6854522877763194, 0.6529581596957168, 0.7622221513101349, 0.626398360771209, 0.7497405623307766, 0.7111037446185765, 0.7810321415848984, 0.7193404998871925, 0.7557740204439173, 0.8577077317494168, 0.7811726224690678, 0.7808779241362523, 0.7991144215340118, 0.7863373401575444, 0.7009397537857001, 0.678461346815231, 0.7374492796087064, 0.6939010583015797, 0.9394792502285412, 0.8524894907307663, 0.758582769325091, 0.876128408547751, 0.8591118641284136, 0.8438934985660251, 0.8728991408500425, 0.7415579149646441, 0.8351874719250654, 0.8934873730612434]"
7,5,160.84106337685063,"[0.36864020808910336, 0.34279518107417983, 0.33879296133217085, 0.4061016513453797, 0.3150088214253386, 0.2841790570807643, 0.3789858266975109, 0.31292430607291566, 0.32968509970000015, 0.3729942621003526, 0.4486507886516241, 0.313798072526115, 0.3918306287184048, 0.4499380433821352, 0.4145305378682678, 0.39359609863585016, 0.42761625517431334, 0.48088923243766957, 0.3658940582064194, 0.5455129504145588, 0.5359043125561826, 0.618615225335913, 0.49145580549621926, 0.5004127444857052, 0.47023983007346637, 0.5016544876429543, 0.4517739917581397, 0.4440359397149829, 0.49328421131571915, 0.5530732151199966, 0.5316226238398425, 0.48936987861108117, 0.6052580796200466, 0.6874513899276644, 0.5032717862120747, 0.5971174724057104, 0.6343513135844479, 0.5429843004853501, 0.5013687056156899, 0.582046722735128, 0.5335323818818627, 0.5394891103427593]"
8,6,160.34662324972658,"[0.7041996906923973, 0.6961668206098455, 0.5878304408844657, 0.6175849970575553, 0.6996061826818848, 0.7195395491621497, 0.7019299700573025, 0.7023123774091813, 0.6265046858090978, 0.7260336910479599, 0.6047938226629128, 0.6872433672351344, 0.7248835530084018, 0.743148300192163, 0.7493257881676694, 0.7991303140514048, 0.7499985891187255, 0.6413404666525374, 0.5887453905429617, 0.6485400258895446, 0.6141091995914048, 0.7311237647589028, 0.7372751317807122, 0.7889379340595848, 0.8380099496412868, 0.7325260948652004, 0.8033766959034909, 0.8098220514661312, 0.6800289534501229, 0.8508751535748702, 0.9658523289935993, 0.9029371678004114, 0.8683704878900955, 0.7411572368660757, 0.7719976036300898, 0.8493361467077433, 1.0340161951641131, 0.900847560569459]"
9,7,162.5881040264423,"[0.8545401959602539, 0.8141549626930479, 0.7694477688180827, 0.7641589453870804, 0.7391955517118471, 0.64724452368141, 0.7174021563170626, 0.6763461586422185, 0.6921792950076286, 0.7182446589767872, 0.6925044228006791, 0.6916782350990037, 0.7384498111499537, 0.6402965995492975, 0.6743314692942002, 0.6599578766612226, 0.8179408846965035, 0.5978097323825633, 0.6370856059322225, 0.6020707219338111, 0.6874026353369379, 0.6419978859306611, 0.6568507383171995, 0.6154844008198503, 0.7239422196980325, 0.7881203699102053, 0.6936082163686808, 0.7820388316997959, 0.7870193907689236, 0.8149224587847532, 0.8465208936641646, 0.8420229629955607, 0.8998675789467748, 0.8221143451139845, 0.8874837962345214, 0.9372482927301907, 0.8603712383612447, 0.9595840855560855, 0.8125560585253959, 0.9104071335747665, 0.8754475060888127, 0.6969587193668568, 0.7910508843112156, 0.8130357051628263, 0.7972818514962889, 0.8782665046565091, 0.7616610814897594, 0.8065034126756344, 0.7666341563951227, 0.7360286205315043, 0.9012132875490972, 0.9776411622990706, 0.9750559241518643, 0.8959328209270622, 0.9693653476043269, 1.184714740817089, 0.9760756700430191, 0.8691365061524657]"
10,8,162.40921454486116,"[0.5376266785503797, 0.49238659827445286, 0.3877549092203352, 0.45282304726465616, 0.4379531445410464, 0.5361082955845324, 0.4235042670585808, 0.6263068018517619, 0.5345803680315262, 0.5366628916756231, 0.3861949669472253, 0.436521857818482, 0.4970143714200903, 0.4686286404686258, 0.5362786842324824, 0.4798000988282606, 0.5707704795516895, 0.5861238097816786, 0.5571339879355062, 0.5991476159211154, 0.4406811782179355, 0.5396832423162189, 0.4892832907060207, 0.6463775019657577, 0.5852966291913362, 0.6796089121101136, 0.8068550405143315, 0.6457971944001963, 0.439656248078733, 0.7067758173570213, 0.7697355016125349, 0.7992621011378271, 0.7268981194314088, 0.690943615608929, 0.6721183900712019, 0.442657000682383, 0.6679123586844097, 0.5266768370648336, 0.6029678922178923, 0.6601197604953704, 0.3548579232765373, 0.845077772274778, 0.4403421667868618, 0.483966040056516]"
11,9,161.04115256323556,"[0.939174295513062, 0.7851666412968923, 0.6684392807777884, 0.6309615620287268, 0.549764523406579, 0.7035117072287917, 0.5970926221980765, 0.6328310575652465, 0.7881976335587193, 0.6722714630038089, 0.7289059122225936, 0.6586392234563534, 0.577225115350411, 0.6800237094125469, 0.5901271892071694, 0.5333795631333029, 0.5804138671638404, 0.7149317087992424, 0.6169299268401613, 0.6731246562992722, 0.7110086624116424, 0.6957134860558583, 0.8527265475198028, 0.6578560923510455, 0.7413544349713155, 0.8318957029749201, 0.8571014140891053, 0.7138403024409696, 0.8797756741850186, 0.7983543512405686, 0.9020851663446835, 0.9235416060146722, 0.873930014086273, 0.9020936493305972, 0.7250087663514289, 0.9241422684385735, 1.0393014215082619, 0.8477816979837124, 0.7963729136288347, 0.7473947625286165, 0.745486113710485, 0.8301956052826993, 0.9540709274180642, 0.7508816485418994, 0.7022031019310992, 0.6976960378269512, 0.937867326100137, 0.9711106666138407, 0.8455463638164895, 0.7315663130827024, 0.8178261907072251, 0.9272370081648853, 0.7730873413534383]"
