1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,Kl,JS,EMD,round_time,highResourceClientNum,select_mode
2,mnist,FedAvg,0,2.948002930649084,0.20190497918211373,0.6698134889230045,0.31003351610225893,0.26030733826176894,0.23947809492891892,0.25824711762541197,0.05986548938037279,30.990000000000002,1,random
3,mnist,FedAvg,1,2.012281620879648,0.3936576741002681,0.7414158644798695,0.3294492192794948,0.25806140122755605,0.43917733325424607,0.3386672616782769,0.07548306347692367,26.96,2,random
4,mnist,FedAvg,2,2.267759832674918,0.2582558603775737,0.7471908979292813,0.31734470886316296,0.1912792684868536,0.7182475977625431,0.43613379875925107,0.08931020408163265,22.96,3,random
5,mnist,FedAvg,3,3.1076568197013965,0.21422460503051388,0.771149343321094,0.32392738997596393,0.1575191989551362,0.6437906440244248,0.4030538091959624,0.09170175653140632,31.1,3,random
6,mnist,FedAvg,4,2.6185322133498956,0.28329435920834994,0.7414225511526769,0.3321283503459224,0.20848092506376753,0.9443145469567296,0.48729662616210373,0.11657261749953557,24.580000000000002,1,random
7,mnist,FedAvg,5,2.3486172792197384,0.29202076085096673,0.782837223922465,0.3437802800781004,0.1498497149738162,0.6274075484452128,0.42548467941371454,0.08791316166454279,26.57,0,random
8,mnist,FedAvg,6,1.4986275238042326,0.3993041692807848,0.8576198573289984,0.29116916487578465,0.13224711953836146,0.512045044492119,0.37190253731218575,0.07151368678186917,33.94,3,random
9,mnist,FedAvg,7,1.4927014098905715,0.5030513888096732,0.8542888230061234,0.3155370986298535,0.17351630374082613,0.2966005100163258,0.262458986824491,0.05794407362421751,30.97,3,random
10,mnist,FedAvg,8,2.205751588983889,0.40500769976615525,0.8140807508253429,0.3887709091822023,0.15179442413041302,0.2467051508274981,0.26375876790977615,0.05054433556050483,33.94,2,random
11,mnist,FedAvg,9,1.7967353003127084,0.4307876575600297,0.8623984237013845,0.35246245888877514,0.11569298067427539,0.3319701947865075,0.29908079856983794,0.061389718785151856,22.33,1,random
12,mnist,FedAvg,10,1.2703381739613981,0.502709176980551,0.8904188967816409,0.2826653488746916,0.0918706424521093,0.5633534832746101,0.3693254705839111,0.08774645389235661,30.97,2,random
13,mnist,FedAvg,11,1.5921761485657022,0.465065875777106,0.8807761150433819,0.3194430831865884,0.10022419184959033,0.5530306863259243,0.397477747322512,0.0834150937308278,24.85,0,random
14,mnist,FedAvg,12,1.268246733760177,0.62909941253636,0.8812485345426299,0.31515219524307686,0.14925771645453803,0.32778874156043875,0.3107012171243225,0.06371131892368771,26.7,1,random
15,mnist,FedAvg,13,1.4366826827176657,0.5462841498887812,0.8837376827083019,0.3044679815477772,0.12944526731045353,0.592357860061203,0.3865217613751679,0.09236164375700982,29.98,1,random
16,mnist,FedAvg,14,2.472067334231271,0.32686933211658015,0.8692264825401778,0.2550703063206027,0.10876107472018581,0.8227333731529866,0.44193913080909775,0.0956588509611474,33.94,2,random
17,mnist,FedAvg,15,1.3999831957643247,0.5060742599669196,0.8918988930756739,0.31169527991736956,0.07918832585784569,0.40912506843630997,0.34406980707219625,0.07067803897009636,22.840000000000003,2,random
18,mnist,FedAvg,16,1.4242487426229198,0.5279187817258884,0.8891459933667671,0.3082119922426888,0.09147033648233513,0.6874388172439546,0.42131470522812836,0.09466905227237474,24.729999999999997,0,random
19,mnist,FedAvg,17,1.2619250338933676,0.5651628357953573,0.9048962170968975,0.3526810741861889,0.08992517414922445,0.19927873113300365,0.22271604703556264,0.0491104832084546,30.990000000000002,3,random
20,mnist,FedAvg,18,1.7043109197460122,0.41270746592140534,0.8906836900090007,0.32832947242255917,0.07195286172640689,0.7184727392689514,0.4399165056352849,0.10032508217446269,26.57,2,random
21,mnist,FedAvg,19,0.9588484498777745,0.667313066788342,0.9365116834041675,0.193830356136811,0.04856273065962206,0.4810934603858312,0.3653092572244441,0.08051008979180536,19.0,3,random
