1,group,error,var
2,0.0,0.7292652481743657,0.003070651652424854
3,1.0,0.7342311996803094,0.004860256881300505
4,2.0,0.670190670867418,0.004923250318670287
5,3.0,0.6575381309113684,0.005807343377013089
6,4.0,0.627541486441673,0.009506548805707917
7,5.0,0.626251734347162,0.016394394601588903
8,6.0,0.644292604210501,0.01666800913206342
9,7.0,0.6594765351357105,0.006077040810673872
10,8.0,0.6495143413156284,0.0067433954353100884
11,9.0,0.6199902726730563,0.004201853296830129
12,10.0,0.6308717104577158,0.009778778322075323
13,11.0,0.6204624968358265,0.006008059665322153
14,12.0,0.6515211058859919,0.009240098620226442
15,13.0,0.5818390069054848,0.004456559814956964
16,14.0,0.6175481711862094,0.007336311023833841
17,15.0,0.5936124290552598,0.0039051655709779094
18,16.0,0.5945301470609623,0.006462859761737752
19,17.0,0.6165049564609539,0.0062057297813868295
20,18.0,0.6167125679250345,0.005261860557152836
21,19.0,0.6188510760466399,0.004862129801716652
22,20.0,0.6215705602055946,0.0047588975653905735
23,21.0,0.6051927427264142,0.0038626390522719435
24,22.0,0.6354921736392065,0.003798378349553172
25,23.0,0.6213169237563315,0.007541161322723937
26,24.0,0.5947572613257146,0.002599131785714027
27,25.0,0.6099390394753545,0.008313660070565445
28,26.0,0.6117620872480967,0.007682519899351564
29,27.0,0.6403347470937064,0.010966761341517233
30,28.0,0.5925326906123581,0.003418493660122249
31,29.0,0.6010430454810531,0.007914271604068754
32,30.0,0.622493825174938,0.010251987449632695
33,31.0,0.6158880702875693,0.0051079552096051474
34,32.0,0.6181793532076266,0.010481584979029793
35,33.0,0.6427632207511218,0.008563672714728125
36,34.0,0.6237528917012811,0.006058018685630247
37,35.0,0.6117889171717323,0.003957524507371077
38,36.0,0.6150297255715118,0.004596258158778675
39,37.0,0.5905976104710315,0.002187464613221553
40,38.0,0.6226951202514301,0.011638462084280756
41,39.0,0.6240650151221968,0.006382162228274912
42,40.0,0.6287748256663716,0.009164047146591196
43,41.0,0.6386001801180348,0.006371802267343171
44,42.0,0.6222451587515432,0.0025611777903029463
45,43.0,0.6136654491640422,0.009170737953176224
46,44.0,0.6268557097196069,0.009641563825661045
47,45.0,0.6336792359560467,0.008603294279640293
48,46.0,0.6522017125808832,0.006857584854785892
49,47.0,0.6474902163929201,0.004843678359050791
50,48.0,0.6206107098763407,0.0030598005397856278
51,49.0,0.6192077515930444,0.006057647689432815
52,50.0,0.6381481867013592,0.008416482310456537
53,51.0,0.6085468998493548,0.0041469964427025855
54,52.0,0.6624325927420388,0.005235851047319369
55,53.0,0.6472191843094011,0.00665647553161855
56,54.0,0.6609924382700502,0.005299588949871258
57,55.0,0.6484672599077974,0.006443084993634632
58,56.0,0.6402959080384731,0.0051068444160149015
59,57.0,0.6658947557844546,0.0059491611725239965
60,58.0,0.626805933683704,0.005016771113700661
61,59.0,0.6486804651733508,0.008703281862870378
62,60.0,0.6707040450895305,0.00830504648628044
63,61.0,0.6547079536544969,0.007097551810551668
64,62.0,0.6492208329849622,0.006794444559814238
65,63.0,0.6257065599119533,0.007640317680638347
66,64.0,0.6653212813986379,0.011173792835716075
67,65.0,0.6728112357755681,0.005785340318235995
68,66.0,0.6609089160105469,0.012237531216701262
69,67.0,0.6871347116148165,0.0063380932389108195
70,68.0,0.6681998656269224,0.009883674063484508
71,69.0,0.6560356144641424,0.008296503737522857
72,70.0,0.6658978607171073,0.009308360228123688
73,71.0,0.67364283556711,0.005795827155234263
74,72.0,0.6720037174802895,0.005752337686235947
75,73.0,0.6773365344543868,0.0077921552189440645
76,74.0,0.6658788870270722,0.010396327792743042
77,75.0,0.6903480346448944,0.0032854396893371883
78,76.0,0.6791712783127355,0.010135239025054218
79,77.0,0.6666755317862224,0.01101659722921063
80,78.0,0.6380993162950792,0.007521058427226418
81,79.0,0.6981494787708681,0.006784279686608169
82,80.0,0.6620463159757788,0.01036835443302081
83,81.0,0.6913695883098157,0.00981649860847991
84,82.0,0.6905362778471027,0.01363784597057524
85,83.0,0.6851774936706494,0.007036831535802942
86,84.0,0.6905164533866863,0.007304709169032368
87,85.0,0.6478989332527023,0.004602165235401858
88,86.0,0.6946652625849964,0.01616432457207204
89,87.0,0.6950662533142866,0.009117163201042427
90,88.0,0.6963626443413015,0.011752522058999423
91,89.0,0.6697024158066267,0.009388769649306964
92,90.0,0.6772525072657505,0.007128091022382058
93,91.0,0.7037357059630012,0.01035139197826147
94,92.0,0.667790343341174,0.003089378018954183
95,93.0,0.6842428797478913,0.007272699969988049
96,94.0,0.6998281183244186,0.008960375915085621
97,95.0,0.696793391632753,0.011709351218339114
98,96.0,0.6978755336542012,0.005676786642203288
99,97.0,0.6912440750767684,0.009410216149204294
100,98.0,0.7150096056617798,0.010936926819811987
101,99.0,0.6864978101772965,0.010228960806597447
102,100.0,0.7083580474672362,0.00957828861562836
