1,group,error
3,1.0,0.8269999557061856
4,2.0,0.7873962648085913
5,3.0,0.75232996152728
6,4.0,0.7234191762276388
7,5.0,0.6963880082775811
8,6.0,0.6747620475090419
9,7.0,0.6598858315130751
10,8.0,0.6402775868642934
11,9.0,0.6250683171251281
12,10.0,0.6090623050046182
13,11.0,0.594624152904461
14,12.0,0.5872568281226311
15,13.0,0.5768678052978815
16,14.0,0.5646407824965674
17,15.0,0.5589420586090648
18,16.0,0.556379732872698
19,17.0,0.5506497952055229
20,18.0,0.5450005789382637
21,19.0,0.5490683613891827
22,20.0,0.545330098710926
23,21.0,0.5408776749297624
24,22.0,0.5359972340280585
25,23.0,0.530731550523849
26,24.0,0.5386861013306771
27,25.0,0.535073804322482
28,26.0,0.5324877259076334
29,27.0,0.5285988595020944
30,28.0,0.5243130408428525
31,29.0,0.5236545803672705
32,30.0,0.523468698171553
33,31.0,0.5200799156864047
34,32.0,0.5263372703163469
35,33.0,0.5277235522624599
36,34.0,0.5264081206169177
37,35.0,0.5289857768576247
38,36.0,0.530161063649487
39,37.0,0.5334691610499497
40,38.0,0.537076849867872
41,39.0,0.5343367165379636
42,40.0,0.5293386747863913
43,41.0,0.5302199053604537
44,42.0,0.5268186236064083
45,43.0,0.5258553433481596
46,44.0,0.5292393686772839
47,45.0,0.527823651197391
48,46.0,0.5278394391977186
49,47.0,0.5271117632780012
50,48.0,0.5261610344191661
51,49.0,0.5277169401270592
52,50.0,0.5293044952043353
53,51.0,0.5303807592846251
54,52.0,0.5317155467206083
55,53.0,0.5296082703808982
56,54.0,0.5304279606108497
57,55.0,0.5291303689069481
58,56.0,0.5306393498913773
59,57.0,0.5339642942487085
60,58.0,0.5348505480013431
61,59.0,0.5478459183333942
62,60.0,0.5480181155664579
63,61.0,0.5446995415391884
64,62.0,0.5525768096215677
65,63.0,0.5559865411487849
66,64.0,0.5640248461776399
67,65.0,0.5623281404744679
68,66.0,0.5624892193649871
69,67.0,0.5745289825043679
70,68.0,0.5760494289704543
71,69.0,0.5888295476731868
72,70.0,0.5916908860974328
73,71.0,0.5939063594807963
74,72.0,0.5923439880952531
75,73.0,0.593250257634182
76,74.0,0.5929570128612051
77,75.0,0.593909499297363
78,76.0,0.5940578779071626
79,77.0,0.5931229442779582
80,78.0,0.5913170025300739
81,79.0,0.5926787033144413
82,80.0,0.597979669165524
83,81.0,0.5967971544705727
84,82.0,0.5984852890123764
85,83.0,0.5999500637813153
86,84.0,0.6061715811167784
87,85.0,0.6029576511431846
88,86.0,0.6060270116021098
89,87.0,0.6060089384636463
90,88.0,0.6088874375808784
91,89.0,0.6146119888223907
92,90.0,0.61132487088762
93,91.0,0.6133813310557206
94,92.0,0.6130902096640387
95,93.0,0.6129115078851156
96,94.0,0.6170866588649392
97,95.0,0.6162487048516844
98,96.0,0.6169190695197331
99,97.0,0.6220100919363066
100,98.0,0.6239785018331806
101,99.0,0.6238514851472825
102,100.0,0.6255413449810558
