1,group,error
3,1.0,0.8271584045395932
4,2.0,0.7865862839382537
5,3.0,0.7526488709376391
6,4.0,0.7222173776915014
7,5.0,0.6935630005438616
8,6.0,0.6708586637198812
9,7.0,0.6516053765948693
10,8.0,0.6335885585433889
11,9.0,0.6159030743931053
12,10.0,0.6045435376281879
13,11.0,0.5896367763998128
14,12.0,0.5783490446724252
15,13.0,0.5676835131870273
16,14.0,0.5622761922041801
17,15.0,0.5569522928054952
18,16.0,0.5503433537475455
19,17.0,0.5455465688747636
20,18.0,0.5422129801792008
21,19.0,0.5361645782024205
22,20.0,0.539374708897914
23,21.0,0.5345585042325017
24,22.0,0.5333015471802687
25,23.0,0.5351409523818417
26,24.0,0.5312869541130072
27,25.0,0.5333751950412988
28,26.0,0.5309670552828307
29,27.0,0.5327016734424626
30,28.0,0.5273099026549255
31,29.0,0.5234332449286189
32,30.0,0.5231481984545209
33,31.0,0.5219097611146881
34,32.0,0.5221782937559483
35,33.0,0.5214317363027173
36,34.0,0.5170631132638046
37,35.0,0.5170894639482757
38,36.0,0.5145462784926745
39,37.0,0.5107895856863417
40,38.0,0.5132381416675564
41,39.0,0.5104510182988385
42,40.0,0.5210454719134952
43,41.0,0.5202999422143242
44,42.0,0.5270274828837225
45,43.0,0.5297654143496677
46,44.0,0.5312912124150898
47,45.0,0.5353206977909643
48,46.0,0.5332756023099081
49,47.0,0.5338338154406026
50,48.0,0.5325846007278112
51,49.0,0.5367142077474538
52,50.0,0.5366833874535091
53,51.0,0.5421591873305398
54,52.0,0.5483352034383587
55,53.0,0.5508484322108526
56,54.0,0.5502836024768785
57,55.0,0.5526134998728098
58,56.0,0.5524334566134987
59,57.0,0.5527015059265648
60,58.0,0.5583977544344221
61,59.0,0.5572346288054674
62,60.0,0.5550910340286932
63,61.0,0.556643943924538
64,62.0,0.5558401237402436
65,63.0,0.5620523798058098
66,64.0,0.5653793973775023
67,65.0,0.5664943168027095
68,66.0,0.5671072027174171
69,67.0,0.5684423901346181
70,68.0,0.5707023037354123
71,69.0,0.5704547317967589
72,70.0,0.5683178180679643
73,71.0,0.571814059447162
74,72.0,0.5693611243031531
75,73.0,0.5731371101643713
76,74.0,0.5747319286738551
77,75.0,0.5748462736449613
78,76.0,0.5780358277826576
79,77.0,0.5849351039447797
80,78.0,0.5843351982943149
81,79.0,0.584094694763586
82,80.0,0.5853463426389323
83,81.0,0.5856380787410836
84,82.0,0.5906612335052077
85,83.0,0.5947827686018585
86,84.0,0.5991354306973252
87,85.0,0.5986664465645322
88,86.0,0.5970429990732087
89,87.0,0.5990527152414539
90,88.0,0.6128169662647203
91,89.0,0.6098506078444188
92,90.0,0.6096689321781565
93,91.0,0.6114083995216237
94,92.0,0.6202660750827459
95,93.0,0.6177588611723904
96,94.0,0.6279689912974197
97,95.0,0.6268404573937667
98,96.0,0.6271109130234408
99,97.0,0.626098518685092
100,98.0,0.6257856049652963
101,99.0,0.6231503221810933
102,100.0,0.6239346674581281
