1,group,error
3,1.0,0.8771429498679937
4,2.0,0.8748953643269047
5,3.0,0.8682958270641834
6,4.0,0.8589437966397259
7,5.0,0.8492984502618625
8,6.0,0.8434332607511544
9,7.0,0.8396964853622415
10,8.0,0.8322123273572124
11,9.0,0.8251747288603589
12,10.0,0.8196821443792998
13,11.0,0.814859776939336
14,12.0,0.8124120900418017
15,13.0,0.8101597175069125
16,14.0,0.8098631248703565
17,15.0,0.8082034837613306
18,16.0,0.8057226782844571
19,17.0,0.8044584299137845
20,18.0,0.8026492144185767
21,19.0,0.8023034672695565
22,20.0,0.7986503967112212
23,21.0,0.7990769468867008
24,22.0,0.8010514823430586
25,23.0,0.8011944453748804
26,24.0,0.7995278267918338
27,25.0,0.7983532788076748
28,26.0,0.798701058697153
29,27.0,0.7969555199132159
30,28.0,0.7983363675045301
31,29.0,0.7981387532587785
32,30.0,0.7995831305755542
33,31.0,0.8022315833139035
34,32.0,0.8014428181377958
35,33.0,0.8041711144121964
36,34.0,0.8038285222864061
37,35.0,0.8065082966536108
38,36.0,0.8097014017855557
39,37.0,0.8087483148990113
40,38.0,0.8100105589188663
41,39.0,0.8122269422285944
42,40.0,0.8164130397645446
43,41.0,0.8170929024010106
44,42.0,0.8203503738668091
45,43.0,0.8209074625384705
46,44.0,0.8227626520785799
47,45.0,0.8267813691848211
48,46.0,0.8284588588852343
49,47.0,0.8282339715952263
50,48.0,0.8318947902993497
51,49.0,0.8370005193514358
52,50.0,0.8392588407869246
53,51.0,0.8439042363678296
54,52.0,0.8468043794508434
55,53.0,0.8481981099858813
56,54.0,0.851139610134432
57,55.0,0.8549712734962337
58,56.0,0.8588521707654846
59,57.0,0.8619519707924955
60,58.0,0.8624853786178971
61,59.0,0.8668230938351233
62,60.0,0.8699462307545631
63,61.0,0.8740080875180094
64,62.0,0.8735509082225634
65,63.0,0.8771200982782775
66,64.0,0.8790505557424199
67,65.0,0.8822356934729296
68,66.0,0.8843050339606249
69,67.0,0.8875489807294357
70,68.0,0.8909551347510194
71,69.0,0.8951887093825269
72,70.0,0.897369868921691
73,71.0,0.8990309450008984
74,72.0,0.9031878886449373
75,73.0,0.9058215706838492
76,74.0,0.9064847633691512
77,75.0,0.9100839842876391
78,76.0,0.9125468523883187
79,77.0,0.9156427697871219
80,78.0,0.9187290006688053
81,79.0,0.9208555932446457
82,80.0,0.9251220640150484
83,81.0,0.9276517969295983
84,82.0,0.9293965302079442
85,83.0,0.9315858779359119
86,84.0,0.9332866474052328
87,85.0,0.9377794537740887
88,86.0,0.9402859405213376
89,87.0,0.9425982684719422
90,88.0,0.9435826974555587
91,89.0,0.9475098107111549
92,90.0,0.9510603521049867
93,91.0,0.9518231568281462
94,92.0,0.9551398701499927
95,93.0,0.9585507926167999
96,94.0,0.9621954816039898
97,95.0,0.9655551144154302
98,96.0,0.9653140639286766
99,97.0,0.9695960047854566
100,98.0,0.9708590808603097
101,99.0,0.9760216290074988
102,100.0,0.9756149750661058
