1,group,error
3,1.0,0.8270294050065181
4,2.0,0.7872021486855705
5,3.0,0.7519223411377012
6,4.0,0.7217026828901109
7,5.0,0.6939098839916176
8,6.0,0.6724244511030106
9,7.0,0.6518196919368524
10,8.0,0.6349477482515133
11,9.0,0.6191688950088892
12,10.0,0.6002588030793986
13,11.0,0.5930634835865489
14,12.0,0.5783190213898761
15,13.0,0.5658712318071841
16,14.0,0.559070093779486
17,15.0,0.5607919186004438
18,16.0,0.5526128851381752
19,17.0,0.5420480941979666
20,18.0,0.5394325099239888
21,19.0,0.535774148844895
22,20.0,0.5303532793486463
23,21.0,0.5264237400650569
24,22.0,0.5208642428414544
25,23.0,0.5198546375987599
26,24.0,0.5168257587333562
27,25.0,0.5126262723621701
28,26.0,0.5125568877755677
29,27.0,0.5095956583376833
30,28.0,0.5070297518914396
31,29.0,0.5156425139067737
32,30.0,0.5135948471432185
33,31.0,0.5075424615244353
34,32.0,0.5123002646363933
35,33.0,0.5118221653194985
36,34.0,0.5091178807474066
37,35.0,0.5056124277950871
38,36.0,0.5035847711216334
39,37.0,0.501533397943113
40,38.0,0.500263972487036
41,39.0,0.49388261445988474
42,40.0,0.4972017762867671
43,41.0,0.49354113702711677
44,42.0,0.4973412983881479
45,43.0,0.49476299849188904
46,44.0,0.5089975246933824
47,45.0,0.5064654487433004
48,46.0,0.5044241876346695
49,47.0,0.5064178087856184
50,48.0,0.5092935429346239
51,49.0,0.5097353015830529
52,50.0,0.5263945141586716
53,51.0,0.5282240961854714
54,52.0,0.5355782441309809
55,53.0,0.5324948836081824
56,54.0,0.5302598988113459
57,55.0,0.5314805437622867
58,56.0,0.5330807931909063
59,57.0,0.5327548483362383
60,58.0,0.5368949747378902
61,59.0,0.5410127023812631
62,60.0,0.5450534304441218
63,61.0,0.5543852311898125
64,62.0,0.5540518194959132
65,63.0,0.556124381655889
66,64.0,0.5754660898696977
67,65.0,0.5795342741214413
68,66.0,0.5812645329568169
69,67.0,0.5804845988590387
70,68.0,0.5775511612193165
71,69.0,0.5806045034675855
72,70.0,0.5847108087669546
73,71.0,0.5869400679491016
74,72.0,0.5886011885293445
75,73.0,0.5887086723213238
76,74.0,0.5904927289501012
77,75.0,0.5900779101255466
78,76.0,0.5921955174003607
79,77.0,0.5922411637005897
80,78.0,0.5905916814816672
81,79.0,0.5953595352043383
82,80.0,0.5957243729168884
83,81.0,0.5947812802886774
84,82.0,0.5933176265635474
85,83.0,0.5934801621965589
86,84.0,0.6063495432833654
87,85.0,0.6060515492538936
88,86.0,0.6061045261056499
89,87.0,0.6096514577710574
90,88.0,0.6119025668098458
91,89.0,0.6120598502520861
92,90.0,0.6163409294821605
93,91.0,0.6185969949102869
94,92.0,0.6204444916452772
95,93.0,0.6183497046792058
96,94.0,0.6187741902702273
97,95.0,0.617765750378484
98,96.0,0.6214892941589245
99,97.0,0.6218299446784482
100,98.0,0.6227734057538328
101,99.0,0.6219944923031134
102,100.0,0.6216994364277608
