1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,fmnist,FedDA,0,2.3239329251875125,0.08859819490460413,0.46325068856540386,0.14762849247739213,0.1878787568726163,0.5
3,fmnist,FedDA,1,2.4590039594350572,0.17445447275219925,0.5643460101412414,0.3643735564444888,0.28804417055360454,0.5
4,fmnist,FedDA,2,2.3227083949794234,0.22826459499600138,0.6055386512511063,0.35679141667996794,0.2891834906164131,0.5
5,fmnist,FedDA,3,3.0248689747950306,0.10202216382954415,0.6200570510185541,0.3564395468731266,0.24279927331286452,0.5
6,fmnist,FedDA,4,2.158998710493301,0.2643665029132869,0.6441983501296774,0.3636944308715054,0.28452191672220817,0.5
7,fmnist,FedDA,5,4.349636305406786,0.19501885067976693,0.6784065343321682,0.3855914724982463,0.2083733961444729,0.5
8,fmnist,FedDA,6,2.472322363076736,0.3080658060093682,0.7186705818329273,0.43298425207049246,0.2156270705357618,0.5
9,fmnist,FedDA,7,2.35174799649308,0.28704444190563233,0.7545636011019126,0.38499287929782455,0.183017962535576,0.5
10,fmnist,FedDA,8,2.0149719962974046,0.3353136067633954,0.7579796969674166,0.43078024221189115,0.1881897307651258,0.5
11,fmnist,FedDA,9,1.870764602529744,0.347652233519936,0.804999559841402,0.37864559711234425,0.15525384505048542,0.5
12,fmnist,FedDA,10,4.686401506609144,0.20015994516165886,0.7374668657499505,0.3804920021492094,0.16099780023706653,0.5
13,fmnist,FedDA,11,5.454983270064307,0.19747515137667085,0.7240815495682453,0.38268275146739994,0.16351777628076583,0.5
14,fmnist,FedDA,12,2.9594861244331674,0.3113789557865875,0.7617801327794536,0.45316631123107903,0.17902918070671164,0.5
15,fmnist,FedDA,13,4.541228486587091,0.28538786701702273,0.7415015060539297,0.4457160970629612,0.1769419315114082,0.5
16,fmnist,FedDA,14,2.757283612774323,0.35970524391637154,0.7802166675419925,0.45649922512012364,0.17483489719377152,0.5
17,fmnist,FedDA,15,4.3332512489212425,0.30515251913629615,0.7609844863547345,0.44209055515841217,0.16896398581633312,0.5
18,fmnist,FedDA,16,3.1452957336413765,0.4114589283674169,0.7886129616164089,0.426695369366716,0.18056659541884015,0.5
19,fmnist,FedDA,17,4.694847659785176,0.3329144293385125,0.7706559555489866,0.40865222203891993,0.17152202471820152,0.5
20,fmnist,FedDA,18,3.5087709747834315,0.3333142922426597,0.7834230152668935,0.4161628978474266,0.16609269748661815,0.5
21,fmnist,FedDA,19,3.061924707154889,0.31292128413115505,0.7756701759148255,0.42046610577379473,0.16370372600193456,0.5
22,fmnist,FedDA,20,2.796812507383116,0.3401690848851822,0.7908293654677074,0.372037593129481,0.15746074324200138,0.5
23,fmnist,FedDA,21,4.155782218184064,0.36850222780760883,0.7890624687277428,0.4235104236374882,0.1685918447591018,0.5
24,fmnist,FedDA,22,4.275455295069248,0.38221181309265395,0.7866122387539798,0.42977678126863583,0.17437610872583498,0.5
25,fmnist,FedDA,23,3.600466488317357,0.3834114018050954,0.7851757405925265,0.45272173424720163,0.17666963817324222,0.5
26,fmnist,FedDA,24,3.254712417960212,0.39809208271449786,0.7925063668621102,0.41807032024864443,0.17736860541222887,0.5
27,fmnist,FedDA,25,2.817187476440216,0.40631783388552495,0.8004401023161442,0.4163833558179499,0.17166130394437493,0.5
28,fmnist,FedDA,26,2.817647521309793,0.29989717811036215,0.794473916566689,0.42930279434956375,0.15593943721692682,0.5
29,fmnist,FedDA,27,2.968308296962449,0.3574774363075517,0.8083965354894598,0.42662883250214,0.15393350731033167,0.5
30,fmnist,FedDA,28,5.286511363752215,0.2211241859933737,0.7663632304406228,0.36523484729560907,0.13973699674563914,0.5
31,fmnist,FedDA,29,5.2624733952413365,0.22557980121101337,0.7641920284583104,0.36475419471499554,0.14406251798895628,0.5
32,fmnist,FedDA,30,3.7350238928896626,0.3585056552039301,0.7965724510664192,0.37494011254575704,0.1564026886925671,0.5
33,fmnist,FedDA,31,2.2848963748473046,0.39609276819376216,0.822079574702125,0.4088882558642905,0.1482922685938584,0.5
34,fmnist,FedDA,32,4.738261194110905,0.3117216954187136,0.7911118193279865,0.39026436817720794,0.14841321669721552,0.5
