1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,Cifar100,PerAvg,0,3.245917958213232,0.008328891257995736,0.49894047201341835,0.0076884739887636095,0.06569950885778555,0.5
3,Cifar100,PerAvg,1,2.7434566337877224,0.04137793176972281,0.6169021338970885,0.03940944506398321,0.11100448344832248,0.5
4,Cifar100,PerAvg,2,2.4222813018895946,0.0568363539445629,0.6686351668605381,0.0462282521594487,0.10341253851041945,0.5
5,Cifar100,PerAvg,3,2.2366534675457723,0.0706956289978678,0.7124147359189007,0.050771636586100614,0.09564297298637603,0.5
6,Cifar100,PerAvg,4,2.1286413708802208,0.08668710021321961,0.7187428217541444,0.04925164773936521,0.10531996794482182,0.5
7,Cifar100,PerAvg,5,2.0309481178754396,0.09108475479744137,0.7375728864190685,0.0701298309754059,0.0955576030349394,0.5
8,Cifar100,PerAvg,6,1.970858981550663,0.1023454157782516,0.7451283639302854,0.0796120472592399,0.09859425039206654,0.5
9,Cifar100,PerAvg,7,1.9067884552268817,0.10581023454157783,0.7664606385683089,0.07554044880638532,0.08330163764910593,0.5
10,Cifar100,PerAvg,8,1.8546830731509885,0.10514392324093817,0.7745688581487032,0.062471411821904854,0.06384866305465395,0.5
11,Cifar100,PerAvg,9,1.8095164921699107,0.11573827292110875,0.781472701097408,0.06223224522520815,0.06392168417898708,0.5
12,Cifar100,PerAvg,10,1.7709597966449528,0.11687100213219616,0.783066124113719,0.06216388889163791,0.07405877472136613,0.5
13,Cifar100,PerAvg,11,1.72363820803518,0.12786513859275053,0.7924988993590621,0.06373932982824403,0.06433229519374217,0.5
14,Cifar100,PerAvg,12,1.6931129198283281,0.13172974413646055,0.7999602464324735,0.06516385582451942,0.05450942532449664,0.5
15,Cifar100,PerAvg,13,1.657999733089207,0.130863539445629,0.8093466700980417,0.05070291619823539,0.03262576198284907,0.5
16,Cifar100,PerAvg,14,1.6325940113857544,0.12406716417910447,0.8056685562336129,0.07149209191642991,0.05349634202730413,0.5
17,Cifar100,PerAvg,15,1.6042238379158285,0.13372867803837954,0.8103519483121662,0.047866692559665316,0.04720298543454901,0.5
18,Cifar100,PerAvg,16,1.5753886503664365,0.13659381663113007,0.8102351295771822,0.057066540460770566,0.053021648980417814,0.5
19,Cifar100,PerAvg,17,1.5662837695157614,0.1323960554371002,0.8035400065239824,0.05820644050718884,0.060326060337773914,0.5
20,Cifar100,PerAvg,18,1.544498047281905,0.13252931769722814,0.804783087628154,0.06712166542858249,0.06284856707929819,0.5
21,Cifar100,PerAvg,19,1.5374598678233602,0.13259594882729211,0.8010215852744097,0.06381625121514993,0.06696043349374563,0.5
22,Cifar100,PerAvg,20,1.5124728916392316,0.13206289978678037,0.807362277810981,0.060785619496124675,0.06092686067509182,0.5
23,Cifar100,PerAvg,21,1.4894960534002633,0.1349280383795309,0.8101019705181486,0.05525528578360161,0.03990312382379797,0.5
24,Cifar100,PerAvg,22,1.4799531813933438,0.1337953091684435,0.8091859504084459,0.05771134391201856,0.044480251802486714,0.5
25,Cifar100,PerAvg,23,1.4699985291002207,0.13539445628997868,0.8093867194065755,0.05166615139934745,0.038491696495663426,0.5
26,Cifar100,PerAvg,24,1.451275786651885,0.13486140724946696,0.814371816071327,0.05261805625482971,0.040725818656697506,0.5
27,Cifar100,PerAvg,25,1.4397328206899567,0.13999200426439232,0.8147882205421987,0.04661818826431692,0.041234402527282235,0.5
28,Cifar100,PerAvg,26,1.4269176243324557,0.14012526652452026,0.8154685430774865,0.05869327441953631,0.03975267002032285,0.5
29,Cifar100,PerAvg,27,1.419992443317959,0.14265724946695096,0.8122551437843599,0.0526081611531988,0.047975703738813116,0.5
30,Cifar100,PerAvg,28,1.4030999565986246,0.14405650319829424,0.8167177264888279,0.049159849988830356,0.04735990631889762,0.5
31,Cifar100,PerAvg,29,1.4046462915653473,0.13699360341151387,0.8099884952684676,0.05622393990379315,0.05794076563628548,0.5
32,Cifar100,PerAvg,30,1.3861442459716935,0.14332356076759062,0.8148936439134604,0.05037438379263996,0.05155433888966906,0.5
33,Cifar100,PerAvg,31,1.3799575730731808,0.14325692963752665,0.8137701962622865,0.058301391269122656,0.05212977441879247,0.5
34,Cifar100,PerAvg,32,1.374128502573422,0.14458955223880596,0.8131128644624678,0.058282526154667856,0.05543845498736473,0.5
35,Cifar100,PerAvg,33,1.3715345486209745,0.1394589552238806,0.8116653042504653,0.056552114652644765,0.052030021763400956,0.5
36,Cifar100,PerAvg,34,1.3654324498366799,0.13419509594882728,0.8108507087036966,0.05588544241276889,0.045433621938105274,0.5
37,Cifar100,PerAvg,35,1.3418024431705426,0.13759328358208955,0.8145358504429343,0.059976467519920626,0.041199815920927335,0.5
38,Cifar100,PerAvg,36,1.332048661605816,0.1396588486140725,0.8152728816427197,0.05346660473784485,0.05019832229030471,0.5
39,Cifar100,PerAvg,37,1.3258095579393867,0.14485607675906184,0.8157105216757397,0.05222685981622748,0.040405027441118346,0.5
40,Cifar100,PerAvg,38,1.321028607352213,0.1437899786780384,0.8158877080718439,0.05178185091744322,0.051221532363122234,0.5
41,Cifar100,PerAvg,39,1.3101581518834837,0.1435234541577825,0.815320161830383,0.06094100923289781,0.05155336889960765,0.5
42,Cifar100,PerAvg,40,1.312784987437468,0.14312366737739873,0.8144631606799093,0.05469588993360565,0.057583090040043285,0.5
43,Cifar100,PerAvg,41,1.3113806312768423,0.14232409381663114,0.8176033574414796,0.05347524488125648,0.04485464013168001,0.5
