1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,mnist,FedAvg,0,6.18033934870193,0.10208511853756069,0.5077446522773228,0.28480932456467917,0.29537808083044936
3,mnist,FedAvg,1,2.6249918662963183,0.3159097400742645,0.5797517559439215,0.3792790953338503,0.2922484769014169
4,mnist,FedAvg,2,2.519266346248461,0.3140245644101685,0.6638108728454949,0.34597428814445536,0.2890079176779408
5,mnist,FedAvg,3,1.8039182005129288,0.37109397315052844,0.7992755516603376,0.327717659193568,0.1546073645726175
6,mnist,FedAvg,4,1.3109249281457953,0.5325335618394744,0.8794309314794803,0.30166637493406717,0.10375270635322478
7,mnist,FedAvg,5,1.0267424942301022,0.6969437303627535,0.9092357079302165,0.22253814897561397,0.08843912076778829
8,mnist,FedAvg,6,1.5660382513599826,0.49620108540417024,0.8392588278643129,0.3855033335016557,0.15091721889544923
9,mnist,FedAvg,7,1.2550353757804187,0.6198229077406455,0.8759793242841967,0.2759954387885131,0.1509663677545866
10,mnist,FedAvg,8,1.1488973878299673,0.6155384175949729,0.908644338700454,0.28837821905780564,0.08888932133733228
11,mnist,FedAvg,9,0.9460194971579676,0.6756355327049415,0.920239822884721,0.2651763945489817,0.08018960034651905
12,mnist,FedAvg,10,0.9077252411844431,0.6635247072265067,0.9290854552920726,0.2803652762302313,0.08124983539543922
13,mnist,FedAvg,11,1.5705762786294502,0.534647243644673,0.8914590706462489,0.3297201963749744,0.09659842414954191
14,mnist,FedAvg,12,0.8026248966546207,0.7181948014852899,0.9405304491741343,0.27308974389292473,0.06463654661511022
15,mnist,FedAvg,13,0.95423063563804,0.6762067980576978,0.923193655167213,0.26295511792636517,0.07472815096228114
16,mnist,FedAvg,14,0.8414579593349278,0.7284204512996286,0.9381456007545673,0.23271506478827053,0.06205264192155385
17,mnist,FedAvg,15,1.2439637067141287,0.6295344187375036,0.9097085986583258,0.2724693557052566,0.09058934123759424
18,mnist,FedAvg,16,1.1585372820765443,0.6683233361896601,0.9127566744617546,0.2728542005216584,0.09735959328320279
19,mnist,FedAvg,17,1.0271515409586613,0.6583261925164239,0.9301196122884812,0.2814988637764824,0.06224954829504293
20,mnist,FedAvg,18,0.7324520160297439,0.740131391031134,0.9483436057947355,0.2468253711077976,0.05205249990171491
21,mnist,FedAvg,19,0.8817872921700396,0.6946015424164524,0.9383564231944209,0.30304838898293945,0.07332789943193356
22,mnist,FedAvg,20,0.828286081733718,0.7325335618394745,0.9406519515133731,0.21416331474568695,0.06240897140905225
23,mnist,FedAvg,21,0.8575160716056569,0.7710939731505284,0.9372532922412827,0.21964175264424807,0.0858248139641968
24,mnist,FedAvg,22,1.129041248359491,0.6690659811482433,0.9229735315323134,0.2383660202138495,0.08046042051898204
25,mnist,FedAvg,23,0.9100899937969397,0.7211082547843474,0.9278835007120668,0.22630497613245898,0.0823701783129327
26,mnist,FedAvg,24,0.7700830051451105,0.7458440445586975,0.951845995162627,0.1880059036782819,0.03679186190165304
27,mnist,FedAvg,25,0.688460889385719,0.7665238503284776,0.9509962110209236,0.18983795682901008,0.04808830443506535
28,mnist,FedAvg,26,0.8096687304773837,0.7191659525849757,0.9505522695667238,0.29301406302231486,0.04592583027161452
29,mnist,FedAvg,27,0.9355176547314873,0.7111682376463867,0.9372452884501213,0.22752333843091657,0.05999749881492722
30,mnist,FedAvg,28,0.755274445144216,0.7552127963439017,0.9452111464503683,0.22889478632594915,0.06181483125745331
31,mnist,FedAvg,29,0.46688951364066217,0.839017423593259,0.9686814725660913,0.12622142520583005,0.023927411171125564
32,mnist,FedAvg,30,0.8495375415690505,0.7194515852613539,0.9443899933743836,0.23107179185501353,0.05391623514787446
33,mnist,FedAvg,31,0.8994222882824117,0.7344187375035705,0.9450137867328238,0.20365215621114965,0.04979660139486058
34,mnist,FedAvg,32,0.547999376623412,0.8080548414738646,0.9633156342254164,0.17080070077771,0.0326792632971726
35,mnist,FedAvg,33,0.6566105408008428,0.7894315909740074,0.9591417295362615,0.19309114068241875,0.04352933217418101
36,mnist,FedAvg,34,0.7742803083811162,0.7540131391031134,0.9532623346247523,0.22117081356589385,0.04720202667488646
37,mnist,FedAvg,35,0.8105593098274355,0.7568694658668952,0.9474833520782324,0.22513026568659772,0.06126739461133663
38,mnist,FedAvg,36,0.9841095466978009,0.7138531848043416,0.9411663378555094,0.2366008838806084,0.0613811460630013
39,mnist,FedAvg,37,0.9559647255438095,0.7210511282490717,0.9371693037962904,0.2200710882160469,0.06653324458440786
40,mnist,FedAvg,38,0.7131083353043023,0.7550414167380748,0.9576608402984044,0.2599176717660367,0.04208621030800169
41,mnist,FedAvg,39,0.8624683035886813,0.7712082262210797,0.9415612707741565,0.22027798983407681,0.0790044699043637
42,mnist,FedAvg,40,0.8698741979922413,0.7471008283347615,0.9439292468230305,0.2119647728879179,0.06275375208592214
43,mnist,FedAvg,41,0.8468800479701838,0.7471579548700371,0.9490952392939835,0.2122817974139883,0.05085159614906112
44,mnist,FedAvg,42,0.8510712623688571,0.742644958583262,0.9449027561327301,0.21582140344238465,0.057839896793725386
45,mnist,FedAvg,43,0.8547840485203478,0.7513281919451585,0.9466849835392971,0.23458344717328627,0.06426614782709754
46,mnist,FedAvg,44,0.7246887405243619,0.7699514424450157,0.9531912023460672,0.19245946419944573,0.04498061829413225
47,mnist,FedAvg,45,0.8320490132395842,0.7480148528991717,0.9437404819504727,0.2234792615485736,0.06513030936861124
48,mnist,FedAvg,46,0.8269286719345857,0.7582976292487861,0.9473148728719983,0.2218452305758017,0.060594301874228595
49,mnist,FedAvg,47,0.4386077424524775,0.8548414738646101,0.9719157726776506,0.11611834520527968,0.021722792263922985
50,mnist,FedAvg,48,0.8587646244050945,0.7437874892887746,0.9542668808673783,0.19662363366616437,0.04004832725634276
51,mnist,FedAvg,49,0.8597966112112279,0.7317909168808912,0.9492051342752663,0.2318121882602754,0.050622300096771405
