1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
13,,,,,,,,
14,,,,,,,,
15,,,,,,,,
16,,,,,,,,
17,,,,,,,,
18,,,,,,,,
19,,,,,,,,
20,,,,,,,,
21,,,,,,,,
22,,,,,,,,
23,,,,,,,,
24,,,,,,,,
25,,,,,,,,
26,,,,,,,,
27,,,,,,,,
28,,,,,,,,
29,,,,,,,,
30,,,,,,,,
31,,,,,,,,
32,,,,,,,,
33,,,,,,,,
34,,,,,,,,
35,,,,,,,,
36,,,,,,,,
37,,,,,,,,
38,,,,,,,,
39,,,,,,,,
40,,,,,,,,
41,,,,,,,,
42,,,,,,,,
43,,,,,,,,
44,,,,,,,,
45,,,,,,,,
46,,,,,,,,
47,,,,,,,,
48,,,,,,,,
49,,,,,,,,
50,,,,,,,,
51,,,,,,,,
52,,,,,,,,
53,,,,,,,,
54,,,,,,,,
55,,,,,,,,
56,,,,,,,,
57,,,,,,,,
58,,,,,,,,
59,,,,,,,,
60,,,,,,,,
61,,,,,,,,
62,,,,,,,,
63,,,,,,,,
64,,,,,,,,
65,,,,,,,,
66,,,,,,,,
67,,,,,,,,
68,,,,,,,,
69,,,,,,,,
70,,,,,,,,
71,,,,,,,,
72,,,,,,,,
73,,,,,,,,
74,,,,,,,,
75,,,,,,,,
76,,,,,,,,
77,,,,,,,,
78,,,,,,,,
79,,,,,,,,
80,,,,,,,,
81,,,,,,,,
82,,,,,,,,
83,,,,,,,,
84,,,,,,,,
85,,,,,,,,
86,,,,,,,,
87,,,,,,,,
88,,,,,,,,
89,,,,,,,,
90,,,,,,,,
91,,,,,,,,
92,,,,,,,,
93,,,,,,,,
94,,,,,,,,
95,,,,,,,,
96,,,,,,,,
97,,,,,,,,
98,,,,,,,,
99,,,,,,,,
100,,,,,,,,
101,,,,,,,,
102,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,,,,,,,,
3,,,,,,,,
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,mnist,FedAvg,0,6.179727352010518,0.10208511853756069,0.5077446515398495,0.28480932456467917,0.2953780795547288
3,mnist,FedAvg,1,3.481100257833685,0.21113967437874892,0.5582566218496863,0.33418503826856083,0.30679621244494176
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,select_mode
2,mnist,FedAvg,0,6.179727352010518,0.10208511853756069,0.5077446515398495,0.28480932456467917,0.2953780795547288,random
3,mnist,FedAvg,1,3.145681477916807,0.10105684090259925,0.5269243615190118,0.25783207722858303,0.2775522325433722,random
4,mnist,FedAvg,2,2.5133757979698457,0.24135961153956012,0.6183125791196336,0.3258046406372803,0.2654675448567364,random
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,select_mode
2,mnist,FedAvg,0,6.179727352010518,0.10208511853756069,0.5077446515398495,0.28480932456467917,0.2953780795547288,random
3,mnist,FedAvg,1,2.993158526393071,0.14995715509854327,0.5383893168917653,0.2373239042166233,0.26229146714547824,random
4,mnist,FedAvg,2,1.9087710406939007,0.4101685232790631,0.7108509251756516,0.34900684010146,0.3030466912245773,random
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,select_mode
2,mnist,FedAvg,0,6.179727352010518,0.10208511853756069,0.5077446515398495,0.28480932456467917,0.2953780795547288,pyramidFy
3,mnist,FedAvg,1,2.817084546649622,0.2578691802342188,0.5584677871000941,0.32052767126621096,0.29851149231114893,pyramidFy
4,mnist,FedAvg,2,2.6504678796352015,0.2627249357326478,0.5809261957435908,0.33332577149516535,0.29344550564057725,pyramidFy
5,mnist,FedAvg,3,2.3585230773686225,0.3616680948300486,0.6739573539338433,0.39489166431103756,0.29168798641231397,pyramidFy
6,mnist,FedAvg,4,2.4345729828848968,0.3526992287917738,0.7074536696319751,0.3549557193665634,0.26152261601893384,pyramidFy
7,mnist,FedAvg,5,2.208004723883253,0.3432733504712939,0.7342160114850314,0.3328172631695481,0.26327831673260554,pyramidFy
8,mnist,FedAvg,6,1.6524880071094394,0.4998571836618109,0.8142604864179588,0.37388620039905285,0.21158678091059718,pyramidFy
9,mnist,FedAvg,7,1.739389618684061,0.41428163381890887,0.8227404178504841,0.3395332510082119,0.22151604018157503,pyramidFy
10,mnist,FedAvg,8,1.4863521925445047,0.5183090545558412,0.8237582898297241,0.3742991874796786,0.25075138785647466,pyramidFy
11,mnist,FedAvg,9,1.5801064403637202,0.5099685804055984,0.832120494565282,0.3797508675684842,0.21656948541800297,pyramidFy
12,mnist,FedAvg,10,1.8496723125021448,0.4681519565838332,0.8084224482791187,0.35812374087841453,0.2031717989736654,pyramidFy
13,mnist,FedAvg,11,2.0757507534807926,0.43067694944301627,0.8162085255058208,0.3463519141474333,0.17238804664055724,pyramidFy
14,mnist,FedAvg,12,1.2885278762605001,0.6241073978863182,0.8644322902070066,0.276804614059579,0.16029094276007036,pyramidFy
15,mnist,FedAvg,13,1.5986905859938578,0.49991431019708654,0.8483114854505184,0.2981075299380712,0.1459379674003081,pyramidFy
16,mnist,FedAvg,14,1.10600981651561,0.6850042844901457,0.8911610137948435,0.2558798353313655,0.13431014180598397,pyramidFy
17,mnist,FedAvg,15,1.1810863033727634,0.6460439874321623,0.8802750710104725,0.26792079643342875,0.13421140908498871,pyramidFy
18,mnist,FedAvg,16,1.0495824704389713,0.6483861753784633,0.9097802160306444,0.3491611054934572,0.13203686190640868,pyramidFy
19,mnist,FedAvg,17,1.3620278452541668,0.5766352470722651,0.8711591769365019,0.3212457119632407,0.14457268899798803,pyramidFy
20,mnist,FedAvg,18,1.2794774990485107,0.5879463010568409,0.8882945626961616,0.3663154301410327,0.1568901533988092,pyramidFy
21,mnist,FedAvg,19,1.174718180850855,0.6007997714938589,0.898921086046448,0.25221205124903584,0.08300974709743736,pyramidFy
22,mnist,FedAvg,20,0.9532664543870214,0.6886032562125107,0.9266514446737287,0.2436327367135732,0.07847507901335221,pyramidFy
23,mnist,FedAvg,21,1.0965388563277327,0.64044558697515,0.907804794534168,0.2884436748928062,0.09850738133423051,pyramidFy
24,mnist,FedAvg,22,0.8992803874131164,0.6899742930591259,0.9349328975966958,0.21213855735479623,0.048220264481442385,pyramidFy
25,mnist,FedAvg,23,1.0171823560831896,0.6349614395886889,0.9147490740122934,0.35724607232477235,0.10577257005104934,pyramidFy
