1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedPyramid,2,0.1,44.977025389671326,89.95405077934265,"[44.26345086097717, 45.69059991836548]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedPyramid,2,0.1,42.4598149061203,84.9196298122406,"[42.020742893218994, 42.898886919021606]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedPyramid,2,0.1,46.90624403953552,93.81248807907104,"[49.80906295776367, 44.00342512130737]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedAvg,50,0.1,22.00194025039673,66.00582075119019,"[18.260259866714478, 27.150311946868896, 20.59524893760681]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedVOI,50,0.1,86.7678599357605,86.7678599357605,[86.7678599357605]
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedPyramid,50,0.1,68.1510427792867,204.4531283378601,"[72.18634390830994, 73.52703261375427, 58.7397518157959]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedAvg,50,0.1,17.229453325271606,51.68835997581482,"[16.208297967910767, 19.87763786315918, 15.602424144744873]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedAvg,50,0.1,16.411503658294677,820.5751829147339,"[15.394459962844849, 17.7264461517334, 17.917176723480225, 20.606333017349243, 13.401856899261475, 16.452478885650635, 15.676805257797241, 16.534465074539185, 13.783813953399658, 15.833133935928345, 18.069457054138184, 15.433549165725708, 16.079270124435425, 15.311817407608032, 16.222910404205322, 19.99264693260193, 17.702794075012207, 16.72401189804077, 15.408091306686401, 13.833976030349731, 13.935256958007812, 16.967951774597168, 16.774606943130493, 16.308823108673096, 12.246080875396729, 14.292356014251709, 17.228113889694214, 14.208037853240967, 19.982853889465332, 17.79609203338623, 13.790408372879028, 16.382304191589355, 14.366082906723022, 16.61595392227173, 17.83698320388794, 15.452967882156372, 13.643789052963257, 14.998239040374756, 21.27872323989868, 15.386548042297363, 16.870945692062378, 18.907456874847412, 17.111469984054565, 15.073628902435303, 13.722187995910645, 19.119489192962646, 18.831863164901733, 18.21949601173401, 15.669459819793701, 19.451517820358276]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedPyramid,50,0.1,89.35861701011657,4467.930850505829,"[80.6961989402771, 86.06091713905334, 91.67269515991211, 92.45665907859802, 89.36571073532104, 98.0446720123291, 105.04975008964539, 103.90839219093323, 86.33868098258972, 83.68188500404358, 83.51584076881409, 84.221275806427, 84.54271578788757, 82.54673314094543, 81.64041805267334, 82.1864218711853, 84.11412405967712, 83.68980884552002, 86.07163500785828, 86.42775893211365, 84.83972358703613, 86.78616285324097, 88.83024525642395, 86.32170081138611, 88.39605569839478, 87.0247631072998, 87.32145881652832, 88.65123701095581, 88.46152400970459, 92.01532483100891, 93.24636507034302, 92.48443603515625, 92.72464418411255, 92.35285782814026, 92.36044692993164, 91.71788716316223, 92.6542911529541, 92.31771969795227, 90.99991178512573, 90.369619846344, 91.30748295783997, 87.66410183906555, 92.09658193588257, 91.26031684875488, 91.52833414077759, 91.0506820678711, 92.19630408287048, 92.3447003364563, 91.18258213996887, 91.1910948753357]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
2,mnist,FedVOI,5,0.1,50.5599719285965,202.239887714386,"[50.4622368812561, 50.365782022476196, 50.25776696205139, 51.154101848602295]"
1,dataset,method,round,ratio,average_time_per,total_time,time_list
